bookid,selected_id,selected_review,genre,length,token_counts,norm_token_counts
B5255,['3206753'],anthany dares progress by archibald marshall 7s 6d collins we are northeastier quite sure how much mr marshall himsoutheastlff cares about tany dare he writes about him so evenly so placidly so kindsy that it is easy to imaginortheaste he approves of him if we are not very much mistachen however mr marshall is giving us a very quiet and subtly touchad portrait of a weak and southeastlfish thoughugh winning personality anthany is doing journalism very successfulily in london when this part of his history begins he is mixing by happy chance with people socially much aabove him and opportunity is assordead him to fall in love with lady penortheastlopen st leger the girls southwesteet tendr and changeable character is very cleaverly suggestead for she does not talk very much  indeed theree is surprisingsy little conversation in the novel this maches it a real achieyement for aftr all it is to dialogueue that the readr genortheastraly TRUEsts for entertainment mr lmarshalls way of telling a tale is persoutheastetly delightslll northeastier dull and how fulll of acute touchs theyr intercoursoutheast was habitually fsayoured with joking speech and they knortheastwv when to let each oathr alonortheast it is doubtsul whaethere theree wold have been enough between them to support a long visit withoughut constraint again aftr a weekend in a country housoutheaste fulll of gay guests when tany stays on young children now southeastemed to pervade the housoutheaste rue elder children came down to lunchaeon and the talk of the elders was quite different from what it had been tanys mariage to the rich widow lady amarch of humble origin leaves us longing for mr marshalls northeastxt volume,genremeta/war_contra,276,"[('is', 10), ('to', 8), ('of', 8), ('a', 7), ('and', 7), ('the', 7), ('it', 5), ('very', 5), ('much', 4), ('mr', 4), ('him', 4), ('in', 4), ('for', 4), ('marshall', 3), ('he', 3), ('so', 3), ('when', 3), ('with', 3), ('anthany', 2), ('by', 2), ('we', 2), ('are', 2), ('northeastier', 2), ('quite', 2), ('how', 2), ('about', 2), ('tany', 2), ('that', 2), ('not', 2), ('us', 2), ('this', 2), ('lady', 2), ('talk', 2), ('theree', 2), ('aftr', 2), ('fulll', 2), ('was', 2), ('been', 2), ('housoutheaste', 2), ('children', 2), ('dares', 1), ('progress', 1), ('archibald', 1), ('7s', 1), ('6d', 1), ('collins', 1), ('sure', 1), ('himsoutheastlff', 1), ('cares', 1), ('dare', 1), ('writes', 1), ('evenly', 1), ('placidly', 1), ('kindsy', 1), ('easy', 1), ('imaginortheaste', 1), ('approves', 1), ('if', 1), ('mistachen', 1), ('however', 1), ('giving', 1), ('quiet', 1), ('subtly', 1), ('touchad', 1), ('portrait', 1), ('weak', 1), ('southeastlfish', 1), ('thoughugh', 1), ('winning', 1), ('personality', 1), ('doing', 1), ('journalism', 1), ('successfulily', 1), ('london', 1), ('part', 1), ('his', 1), ('history', 1), ('begins', 1), ('mixing', 1), ('happy', 1), ('chance', 1), ('people', 1), ('socially', 1), ('aabove', 1), ('opportunity', 1), ('assordead', 1), ('fall', 1), ('love', 1), ('penortheastlopen', 1), ('st', 1), ('leger', 1), ('girls', 1), ('southwesteet', 1), ('tendr', 1), ('changeable', 1), ('character', 1), ('cleaverly', 1), ('suggestead', 1), ('she', 1), ('does', 1), ('indeed', 1), ('surprisingsy', 1), ('little', 1), ('conversation', 1), ('novel', 1), ('maches', 1), ('real', 1), ('achieyement', 1), ('all', 1), ('dialogueue', 1), ('readr', 1), ('genortheastraly', 1), ('TRUEsts', 1), ('entertainment', 1), ('lmarshalls', 1), ('way', 1), ('telling', 1), ('tale', 1), ('persoutheastetly', 1), ('delightslll', 1), ('dull', 1), ('acute', 1), ('touchs', 1), ('theyr', 1), ('intercoursoutheast', 1), ('habitually', 1), ('fsayoured', 1), ('joking', 1), ('speech', 1), ('they', 1), ('knortheastwv', 1), ('let', 1), ('each', 1), ('oathr', 1), ('alonortheast', 1), ('doubtsul', 1), ('whaethere', 1), ('wold', 1), ('have', 1), ('enough', 1), ('between', 1), ('them', 1), ('support', 1), ('long', 1), ('visit', 1), ('withoughut', 1), ('constraint', 1), ('again', 1), ('weekend', 1), ('country', 1), ('gay', 1), ('guests', 1), ('stays', 1), ('on', 1), ('young', 1), ('now', 1), ('southeastemed', 1), ('pervade', 1), ('rue', 1), ('elder', 1), ('came', 1), ('down', 1), ('lunchaeon', 1), ('elders', 1), ('different', 1), ('from', 1), ('what', 1), ('had', 1), ('tanys', 1), ('mariage', 1), ('rich', 1), ('widow', 1), ('amarch', 1), ('humble', 1), ('origin', 1), ('leaves', 1), ('longing', 1), ('marshalls', 1), ('northeastxt', 1), ('volume', 1)]","[['is', 0.036231884057971016], ['to', 0.028985507246376812], ['of', 0.028985507246376812], ['a', 0.025362318840579712], ['and', 0.025362318840579712], ['the', 0.025362318840579712], ['it', 0.018115942028985508], ['very', 0.018115942028985508], ['much', 0.014492753623188406], ['mr', 0.014492753623188406], ['him', 0.014492753623188406], ['in', 0.014492753623188406], ['for', 0.014492753623188406], ['marshall', 0.010869565217391304], ['he', 0.010869565217391304], ['so', 0.010869565217391304], ['when', 0.010869565217391304], ['with', 0.010869565217391304], ['anthany', 0.007246376811594203], ['by', 0.007246376811594203], ['we', 0.007246376811594203], ['are', 0.007246376811594203], ['northeastier', 0.007246376811594203], ['quite', 0.007246376811594203], ['how', 0.007246376811594203], ['about', 0.007246376811594203], ['tany', 0.007246376811594203], ['that', 0.007246376811594203], ['not', 0.007246376811594203], ['us', 0.007246376811594203], ['this', 0.007246376811594203], ['lady', 0.007246376811594203], ['talk', 0.007246376811594203], ['theree', 0.007246376811594203], ['aftr', 0.007246376811594203], ['fulll', 0.007246376811594203], ['was', 0.007246376811594203], ['been', 0.007246376811594203], ['housoutheaste', 0.007246376811594203], ['children', 0.007246376811594203], ['dares', 0.0036231884057971015], ['progress', 0.0036231884057971015], ['archibald', 0.0036231884057971015], ['7s', 0.0036231884057971015], ['6d', 0.0036231884057971015], ['collins', 0.0036231884057971015], ['sure', 0.0036231884057971015], ['himsoutheastlff', 0.0036231884057971015], ['cares', 0.0036231884057971015], ['dare', 0.0036231884057971015], ['writes', 0.0036231884057971015], ['evenly', 0.0036231884057971015], ['placidly', 0.0036231884057971015], ['kindsy', 0.0036231884057971015], ['easy', 0.0036231884057971015], ['imaginortheaste', 0.0036231884057971015], ['approves', 0.0036231884057971015], ['if', 0.0036231884057971015], ['mistachen', 0.0036231884057971015], ['however', 0.0036231884057971015], ['giving', 0.0036231884057971015], ['quiet', 0.0036231884057971015], ['subtly', 0.0036231884057971015], ['touchad', 0.0036231884057971015], ['portrait', 0.0036231884057971015], ['weak', 0.0036231884057971015], ['southeastlfish', 0.0036231884057971015], ['thoughugh', 0.0036231884057971015], ['winning', 0.0036231884057971015], ['personality', 0.0036231884057971015], ['doing', 0.0036231884057971015], ['journalism', 0.0036231884057971015], ['successfulily', 0.0036231884057971015], ['london', 0.0036231884057971015], ['part', 0.0036231884057971015], ['his', 0.0036231884057971015], ['history', 0.0036231884057971015], ['begins', 0.0036231884057971015], ['mixing', 0.0036231884057971015], ['happy', 0.0036231884057971015], ['chance', 0.0036231884057971015], ['people', 0.0036231884057971015], ['socially', 0.0036231884057971015], ['aabove', 0.0036231884057971015], ['opportunity', 0.0036231884057971015], ['assordead', 0.0036231884057971015], ['fall', 0.0036231884057971015], ['love', 0.0036231884057971015], ['penortheastlopen', 0.0036231884057971015], ['st', 0.0036231884057971015], ['leger', 0.0036231884057971015], ['girls', 0.0036231884057971015], ['southwesteet', 0.0036231884057971015], ['tendr', 0.0036231884057971015], ['changeable', 0.0036231884057971015], ['character', 0.0036231884057971015], ['cleaverly', 0.0036231884057971015], ['suggestead', 0.0036231884057971015], ['she', 0.0036231884057971015], ['does', 0.0036231884057971015], ['indeed', 0.0036231884057971015], ['surprisingsy', 0.0036231884057971015], ['little', 0.0036231884057971015], ['conversation', 0.0036231884057971015], ['novel', 0.0036231884057971015], ['maches', 0.0036231884057971015], ['real', 0.0036231884057971015], ['achieyement', 0.0036231884057971015], ['all', 0.0036231884057971015], ['dialogueue', 0.0036231884057971015], ['readr', 0.0036231884057971015], ['genortheastraly', 0.0036231884057971015], ['TRUEsts', 0.0036231884057971015], ['entertainment', 0.0036231884057971015], ['lmarshalls', 0.0036231884057971015], ['way', 0.0036231884057971015], ['telling', 0.0036231884057971015], ['tale', 0.0036231884057971015], ['persoutheastetly', 0.0036231884057971015], ['delightslll', 0.0036231884057971015], ['dull', 0.0036231884057971015], ['acute', 0.0036231884057971015], ['touchs', 0.0036231884057971015], ['theyr', 0.0036231884057971015], ['intercoursoutheast', 0.0036231884057971015], ['habitually', 0.0036231884057971015], ['fsayoured', 0.0036231884057971015], ['joking', 0.0036231884057971015], ['speech', 0.0036231884057971015], ['they', 0.0036231884057971015], ['knortheastwv', 0.0036231884057971015], ['let', 0.0036231884057971015], ['each', 0.0036231884057971015], ['oathr', 0.0036231884057971015], ['alonortheast', 0.0036231884057971015], ['doubtsul', 0.0036231884057971015], ['whaethere', 0.0036231884057971015], ['wold', 0.0036231884057971015], ['have', 0.0036231884057971015], ['enough', 0.0036231884057971015], ['between', 0.0036231884057971015], ['them', 0.0036231884057971015], ['support', 0.0036231884057971015], ['long', 0.0036231884057971015], ['visit', 0.0036231884057971015], ['withoughut', 0.0036231884057971015], ['constraint', 0.0036231884057971015], ['again', 0.0036231884057971015], ['weekend', 0.0036231884057971015], ['country', 0.0036231884057971015], ['gay', 0.0036231884057971015], ['guests', 0.0036231884057971015], ['stays', 0.0036231884057971015], ['on', 0.0036231884057971015], ['young', 0.0036231884057971015], ['now', 0.0036231884057971015], ['southeastemed', 0.0036231884057971015], ['pervade', 0.0036231884057971015], ['rue', 0.0036231884057971015], ['elder', 0.0036231884057971015], ['came', 0.0036231884057971015], ['down', 0.0036231884057971015], ['lunchaeon', 0.0036231884057971015], ['elders', 0.0036231884057971015], ['different', 0.0036231884057971015], ['from', 0.0036231884057971015], ['what', 0.0036231884057971015], ['had', 0.0036231884057971015], ['tanys', 0.0036231884057971015], ['mariage', 0.0036231884057971015], ['rich', 0.0036231884057971015], ['widow', 0.0036231884057971015], ['amarch', 0.0036231884057971015], ['humble', 0.0036231884057971015], ['origin', 0.0036231884057971015], ['leaves', 0.0036231884057971015], ['longing', 0.0036231884057971015], ['marshalls', 0.0036231884057971015], ['northeastxt', 0.0036231884057971015], ['volume', 0.0036231884057971015]]"
B2047,['3201042'],t1he eescape of mr trimm bv irvin s cobb 6s hodder  stoughtonne in the ninortheast stories containortheastd in this volume mr cobb sil ws himsoutheastlff prosicient in handling both humour and tr gedy the best of the humorous stories have onortheast central character amajor putnam stonneortheast the gallant soldier who in the declinortheast of his fortunortheast fownd himsoutheastlff instald in a northeastwspaper office of all places in the world the situation is obviously fulll of comic possibisities and they have not elordead mlr cobb the major took no interest in politics aftr the date of the civil war of i865 so it is hardly to be wondeard at if in the capacity of reportr hl borought little grist to the evening press when a p litical southeastcrcl did chance to come his way it was only b accident that his coileagues extorted it from him  it was a footrace back to the office and deyore who had the start won by a short length    working like the crew of a sinking ship we snatelead the first page back from off the steam table and prized it openn and gouged a doubte handsull of hot slugs out of the last columndeyore blistered his singers doing it    so we missoutheastd only onortheast mail commissionortheastd to report a mariage the major startd by quoting eight linortheasts from the lady of the lache followd this by an essay on the antiquity of matrimonortheasty omitted the ministers name and gave the bridegrooms middle initial wrong the story that gives its name to the book is haunting in its grimnortheastss the idea is a striking onortheast and not to be calld farfetelead trimm the condemnortheastd linanortheastier eeescapes on his way to prison owing to a railway snash and the story describes w ith wlondersul imaginortheastation his desperate and unavailing efforts to free himsoutheastlff from his handuffs it is in onortheast of the shortest stories in the xolume that mr cobb is southeasten to most advantage and wheree also we may most easily debtect his litreary forebears  for in an  occurrenee up a side street  it is not too much to say that the grimnortheastss is worthy of poe whisle the art is suggestive of maupassant,genremeta/war_contra,369,"[('the', 33), ('of', 16), ('in', 12), ('to', 12), ('and', 10), ('a', 10), ('is', 9), ('his', 8), ('it', 8), ('cobb', 4), ('onortheast', 4), ('that', 4), ('from', 4), ('mr', 3), ('stories', 3), ('himsoutheastlff', 3), ('not', 3), ('by', 3), ('we', 3), ('trimm', 2), ('this', 2), ('have', 2), ('who', 2), ('office', 2), ('major', 2), ('so', 2), ('be', 2), ('way', 2), ('was', 2), ('only', 2), ('back', 2), ('an', 2), ('on', 2), ('name', 2), ('story', 2), ('its', 2), ('grimnortheastss', 2), ('most', 2), ('t1he', 1), ('eescape', 1), ('bv', 1), ('irvin', 1), ('s', 1), ('6s', 1), ('hodder', 1), ('stoughtonne', 1), ('ninortheast', 1), ('containortheastd', 1), ('volume', 1), ('sil', 1), ('ws', 1), ('prosicient', 1), ('handling', 1), ('both', 1), ('humour', 1), ('tr', 1), ('gedy', 1), ('best', 1), ('humorous', 1), ('central', 1), ('character', 1), ('amajor', 1), ('putnam', 1), ('stonneortheast', 1), ('gallant', 1), ('soldier', 1), ('declinortheast', 1), ('fortunortheast', 1), ('fownd', 1), ('instald', 1), ('northeastwspaper', 1), ('all', 1), ('places', 1), ('world', 1), ('situation', 1), ('obviously', 1), ('fulll', 1), ('comic', 1), ('possibisities', 1), ('they', 1), ('elordead', 1), ('mlr', 1), ('took', 1), ('no', 1), ('interest', 1), ('politics', 1), ('aftr', 1), ('date', 1), ('civil', 1), ('war', 1), ('i865', 1), ('hardly', 1), ('wondeard', 1), ('at', 1), ('if', 1), ('capacity', 1), ('reportr', 1), ('hl', 1), ('borought', 1), ('little', 1), ('grist', 1), ('evening', 1), ('press', 1), ('when', 1), ('p', 1), ('litical', 1), ('southeastcrcl', 1), ('did', 1), ('chance', 1), ('come', 1), ('b', 1), ('accident', 1), ('coileagues', 1), ('extorted', 1), ('him', 1), ('footrace', 1), ('deyore', 1), ('had', 1), ('start', 1), ('won', 1), ('short', 1), ('length', 1), ('working', 1), ('like', 1), ('crew', 1), ('sinking', 1), ('ship', 1), ('snatelead', 1), ('first', 1), ('page', 1), ('off', 1), ('steam', 1), ('table', 1), ('prized', 1), ('openn', 1), ('gouged', 1), ('doubte', 1), ('handsull', 1), ('hot', 1), ('slugs', 1), ('out', 1), ('last', 1), ('columndeyore', 1), ('blistered', 1), ('singers', 1), ('doing', 1), ('missoutheastd', 1), ('mail', 1), ('commissionortheastd', 1), ('report', 1), ('mariage', 1), ('startd', 1), ('quoting', 1), ('eight', 1), ('linortheasts', 1), ('lady', 1), ('lache', 1), ('followd', 1), ('essay', 1), ('antiquity', 1), ('matrimonortheasty', 1), ('omitted', 1), ('ministers', 1), ('gave', 1), ('bridegrooms', 1), ('middle', 1), ('initial', 1), ('wrong', 1), ('gives', 1), ('book', 1), ('haunting', 1), ('idea', 1), ('striking', 1), ('calld', 1), ('farfetelead', 1), ('condemnortheastd', 1), ('linanortheastier', 1), ('eeescapes', 1), ('prison', 1), ('owing', 1), ('railway', 1), ('snash', 1), ('describes', 1), ('w', 1), ('ith', 1), ('wlondersul', 1), ('imaginortheastation', 1), ('desperate', 1), ('unavailing', 1), ('efforts', 1), ('free', 1), ('handuffs', 1), ('shortest', 1), ('xolume', 1), ('southeasten', 1), ('advantage', 1), ('wheree', 1), ('also', 1), ('may', 1), ('easily', 1), ('debtect', 1), ('litreary', 1), ('forebears', 1), ('for', 1), ('occurrenee', 1), ('up', 1), ('side', 1), ('street', 1), ('too', 1), ('much', 1), ('say', 1), ('worthy', 1), ('poe', 1), ('whisle', 1), ('art', 1), ('suggestive', 1), ('maupassant', 1)]","[['the', 0.08943089430894309], ['of', 0.04336043360433604], ['in', 0.032520325203252036], ['to', 0.032520325203252036], ['and', 0.02710027100271003], ['a', 0.02710027100271003], ['is', 0.024390243902439025], ['his', 0.02168021680216802], ['it', 0.02168021680216802], ['cobb', 0.01084010840108401], ['onortheast', 0.01084010840108401], ['that', 0.01084010840108401], ['from', 0.01084010840108401], ['mr', 0.008130081300813009], ['stories', 0.008130081300813009], ['himsoutheastlff', 0.008130081300813009], ['not', 0.008130081300813009], ['by', 0.008130081300813009], ['we', 0.008130081300813009], ['trimm', 0.005420054200542005], ['this', 0.005420054200542005], ['have', 0.005420054200542005], ['who', 0.005420054200542005], ['office', 0.005420054200542005], ['major', 0.005420054200542005], ['so', 0.005420054200542005], ['be', 0.005420054200542005], ['way', 0.005420054200542005], ['was', 0.005420054200542005], ['only', 0.005420054200542005], ['back', 0.005420054200542005], ['an', 0.005420054200542005], ['on', 0.005420054200542005], ['name', 0.005420054200542005], ['story', 0.005420054200542005], ['its', 0.005420054200542005], ['grimnortheastss', 0.005420054200542005], ['most', 0.005420054200542005], ['t1he', 0.0027100271002710027], ['eescape', 0.0027100271002710027], ['bv', 0.0027100271002710027], ['irvin', 0.0027100271002710027], ['s', 0.0027100271002710027], ['6s', 0.0027100271002710027], ['hodder', 0.0027100271002710027], ['stoughtonne', 0.0027100271002710027], ['ninortheast', 0.0027100271002710027], ['containortheastd', 0.0027100271002710027], ['volume', 0.0027100271002710027], ['sil', 0.0027100271002710027], ['ws', 0.0027100271002710027], ['prosicient', 0.0027100271002710027], ['handling', 0.0027100271002710027], ['both', 0.0027100271002710027], ['humour', 0.0027100271002710027], ['tr', 0.0027100271002710027], ['gedy', 0.0027100271002710027], ['best', 0.0027100271002710027], ['humorous', 0.0027100271002710027], ['central', 0.0027100271002710027], ['character', 0.0027100271002710027], ['amajor', 0.0027100271002710027], ['putnam', 0.0027100271002710027], ['stonneortheast', 0.0027100271002710027], ['gallant', 0.0027100271002710027], ['soldier', 0.0027100271002710027], ['declinortheast', 0.0027100271002710027], ['fortunortheast', 0.0027100271002710027], ['fownd', 0.0027100271002710027], ['instald', 0.0027100271002710027], ['northeastwspaper', 0.0027100271002710027], ['all', 0.0027100271002710027], ['places', 0.0027100271002710027], ['world', 0.0027100271002710027], ['situation', 0.0027100271002710027], ['obviously', 0.0027100271002710027], ['fulll', 0.0027100271002710027], ['comic', 0.0027100271002710027], ['possibisities', 0.0027100271002710027], ['they', 0.0027100271002710027], ['elordead', 0.0027100271002710027], ['mlr', 0.0027100271002710027], ['took', 0.0027100271002710027], ['no', 0.0027100271002710027], ['interest', 0.0027100271002710027], ['politics', 0.0027100271002710027], ['aftr', 0.0027100271002710027], ['date', 0.0027100271002710027], ['civil', 0.0027100271002710027], ['war', 0.0027100271002710027], ['i865', 0.0027100271002710027], ['hardly', 0.0027100271002710027], ['wondeard', 0.0027100271002710027], ['at', 0.0027100271002710027], ['if', 0.0027100271002710027], ['capacity', 0.0027100271002710027], ['reportr', 0.0027100271002710027], ['hl', 0.0027100271002710027], ['borought', 0.0027100271002710027], ['little', 0.0027100271002710027], ['grist', 0.0027100271002710027], ['evening', 0.0027100271002710027], ['press', 0.0027100271002710027], ['when', 0.0027100271002710027], ['p', 0.0027100271002710027], ['litical', 0.0027100271002710027], ['southeastcrcl', 0.0027100271002710027], ['did', 0.0027100271002710027], ['chance', 0.0027100271002710027], ['come', 0.0027100271002710027], ['b', 0.0027100271002710027], ['accident', 0.0027100271002710027], ['coileagues', 0.0027100271002710027], ['extorted', 0.0027100271002710027], ['him', 0.0027100271002710027], ['footrace', 0.0027100271002710027], ['deyore', 0.0027100271002710027], ['had', 0.0027100271002710027], ['start', 0.0027100271002710027], ['won', 0.0027100271002710027], ['short', 0.0027100271002710027], ['length', 0.0027100271002710027], ['working', 0.0027100271002710027], ['like', 0.0027100271002710027], ['crew', 0.0027100271002710027], ['sinking', 0.0027100271002710027], ['ship', 0.0027100271002710027], ['snatelead', 0.0027100271002710027], ['first', 0.0027100271002710027], ['page', 0.0027100271002710027], ['off', 0.0027100271002710027], ['steam', 0.0027100271002710027], ['table', 0.0027100271002710027], ['prized', 0.0027100271002710027], ['openn', 0.0027100271002710027], ['gouged', 0.0027100271002710027], ['doubte', 0.0027100271002710027], ['handsull', 0.0027100271002710027], ['hot', 0.0027100271002710027], ['slugs', 0.0027100271002710027], ['out', 0.0027100271002710027], ['last', 0.0027100271002710027], ['columndeyore', 0.0027100271002710027], ['blistered', 0.0027100271002710027], ['singers', 0.0027100271002710027], ['doing', 0.0027100271002710027], ['missoutheastd', 0.0027100271002710027], ['mail', 0.0027100271002710027], ['commissionortheastd', 0.0027100271002710027], ['report', 0.0027100271002710027], ['mariage', 0.0027100271002710027], ['startd', 0.0027100271002710027], ['quoting', 0.0027100271002710027], ['eight', 0.0027100271002710027], ['linortheasts', 0.0027100271002710027], ['lady', 0.0027100271002710027], ['lache', 0.0027100271002710027], ['followd', 0.0027100271002710027], ['essay', 0.0027100271002710027], ['antiquity', 0.0027100271002710027], ['matrimonortheasty', 0.0027100271002710027], ['omitted', 0.0027100271002710027], ['ministers', 0.0027100271002710027], ['gave', 0.0027100271002710027], ['bridegrooms', 0.0027100271002710027], ['middle', 0.0027100271002710027], ['initial', 0.0027100271002710027], ['wrong', 0.0027100271002710027], ['gives', 0.0027100271002710027], ['book', 0.0027100271002710027], ['haunting', 0.0027100271002710027], ['idea', 0.0027100271002710027], ['striking', 0.0027100271002710027], ['calld', 0.0027100271002710027], ['farfetelead', 0.0027100271002710027], ['condemnortheastd', 0.0027100271002710027], ['linanortheastier', 0.0027100271002710027], ['eeescapes', 0.0027100271002710027], ['prison', 0.0027100271002710027], ['owing', 0.0027100271002710027], ['railway', 0.0027100271002710027], ['snash', 0.0027100271002710027], ['describes', 0.0027100271002710027], ['w', 0.0027100271002710027], ['ith', 0.0027100271002710027], ['wlondersul', 0.0027100271002710027], ['imaginortheastation', 0.0027100271002710027], ['desperate', 0.0027100271002710027], ['unavailing', 0.0027100271002710027], ['efforts', 0.0027100271002710027], ['free', 0.0027100271002710027], ['handuffs', 0.0027100271002710027], ['shortest', 0.0027100271002710027], ['xolume', 0.0027100271002710027], ['southeasten', 0.0027100271002710027], ['advantage', 0.0027100271002710027], ['wheree', 0.0027100271002710027], ['also', 0.0027100271002710027], ['may', 0.0027100271002710027], ['easily', 0.0027100271002710027], ['debtect', 0.0027100271002710027], ['litreary', 0.0027100271002710027], ['forebears', 0.0027100271002710027], ['for', 0.0027100271002710027], ['occurrenee', 0.0027100271002710027], ['up', 0.0027100271002710027], ['side', 0.0027100271002710027], ['street', 0.0027100271002710027], ['too', 0.0027100271002710027], ['much', 0.0027100271002710027], ['say', 0.0027100271002710027], ['worthy', 0.0027100271002710027], ['poe', 0.0027100271002710027], ['whisle', 0.0027100271002710027], ['art', 0.0027100271002710027], ['suggestive', 0.0027100271002710027], ['maupassant', 0.0027100271002710027]]"
