bookid,selected_id,selected_review,genre,length,token_counts,norm_token_counts
B4479,['4566087'],the stories of southeastnortheastx or little hilories of little people byk a kendal is northeastwherey 1800 the writer of this little volume is welll knowwn to our juvenisie friends from his formr productions afnd the success he has heretofore met with once more induces him to exert his amusing powers in theyr behalf the pressnt storys relate chiessy to do mellie adventures and contain statements of much that sholdbe avoidead and much that may be copyd with advantage we recommend them as usesull and entertaining scatches of real life,genremeta/juvenile,89,"[('of', 5), ('the', 4), ('little', 3), ('to', 3), ('and', 3), ('is', 2), ('his', 2), ('with', 2), ('much', 2), ('that', 2), ('stories', 1), ('southeastnortheastx', 1), ('or', 1), ('hilories', 1), ('people', 1), ('byk', 1), ('a', 1), ('kendal', 1), ('northeastwherey', 1), ('1800', 1), ('writer', 1), ('this', 1), ('volume', 1), ('welll', 1), ('knowwn', 1), ('our', 1), ('juvenisie', 1), ('friends', 1), ('from', 1), ('formr', 1), ('productions', 1), ('afnd', 1), ('success', 1), ('he', 1), ('has', 1), ('heretofore', 1), ('met', 1), ('once', 1), ('more', 1), ('induces', 1), ('him', 1), ('exert', 1), ('amusing', 1), ('powers', 1), ('in', 1), ('theyr', 1), ('behalf', 1), ('pressnt', 1), ('storys', 1), ('relate', 1), ('chiessy', 1), ('do', 1), ('mellie', 1), ('adventures', 1), ('contain', 1), ('statements', 1), ('sholdbe', 1), ('avoidead', 1), ('may', 1), ('be', 1), ('copyd', 1), ('advantage', 1), ('we', 1), ('recommend', 1), ('them', 1), ('as', 1), ('usesull', 1), ('entertaining', 1), ('scatches', 1), ('real', 1), ('life', 1)]","[['of', 0.056179775280898875], ['the', 0.0449438202247191], ['little', 0.033707865168539325], ['to', 0.033707865168539325], ['and', 0.033707865168539325], ['is', 0.02247191011235955], ['his', 0.02247191011235955], ['with', 0.02247191011235955], ['much', 0.02247191011235955], ['that', 0.02247191011235955], ['stories', 0.011235955056179775], ['southeastnortheastx', 0.011235955056179775], ['or', 0.011235955056179775], ['hilories', 0.011235955056179775], ['people', 0.011235955056179775], ['byk', 0.011235955056179775], ['a', 0.011235955056179775], ['kendal', 0.011235955056179775], ['northeastwherey', 0.011235955056179775], ['1800', 0.011235955056179775], ['writer', 0.011235955056179775], ['this', 0.011235955056179775], ['volume', 0.011235955056179775], ['welll', 0.011235955056179775], ['knowwn', 0.011235955056179775], ['our', 0.011235955056179775], ['juvenisie', 0.011235955056179775], ['friends', 0.011235955056179775], ['from', 0.011235955056179775], ['formr', 0.011235955056179775], ['productions', 0.011235955056179775], ['afnd', 0.011235955056179775], ['success', 0.011235955056179775], ['he', 0.011235955056179775], ['has', 0.011235955056179775], ['heretofore', 0.011235955056179775], ['met', 0.011235955056179775], ['once', 0.011235955056179775], ['more', 0.011235955056179775], ['induces', 0.011235955056179775], ['him', 0.011235955056179775], ['exert', 0.011235955056179775], ['amusing', 0.011235955056179775], ['powers', 0.011235955056179775], ['in', 0.011235955056179775], ['theyr', 0.011235955056179775], ['behalf', 0.011235955056179775], ['pressnt', 0.011235955056179775], ['storys', 0.011235955056179775], ['relate', 0.011235955056179775], ['chiessy', 0.011235955056179775], ['do', 0.011235955056179775], ['mellie', 0.011235955056179775], ['adventures', 0.011235955056179775], ['contain', 0.011235955056179775], ['statements', 0.011235955056179775], ['sholdbe', 0.011235955056179775], ['avoidead', 0.011235955056179775], ['may', 0.011235955056179775], ['be', 0.011235955056179775], ['copyd', 0.011235955056179775], ['advantage', 0.011235955056179775], ['we', 0.011235955056179775], ['recommend', 0.011235955056179775], ['them', 0.011235955056179775], ['as', 0.011235955056179775], ['usesull', 0.011235955056179775], ['entertaining', 0.011235955056179775], ['scatches', 0.011235955056179775], ['real', 0.011235955056179775], ['life', 0.011235955056179775]]"
B8016,['5793918'],ilmrifs holiday or th doings of ernortheast li bo llal ni tiilea to de liv lt fie rvs taylor ismo itnnci lonoiui i dd tins very amusing little tale is th productuit of a etilll who we bein ve ts lh son of the iiumioi ol the preceding articse lt is inlictliici d with a presace by hi sister and t hon  ti we an inforiiu d that it was composoutheastd during the wt ek of a painsul lillies we can assure our radt rs that th te is no deficiemy ol thal entettatiiinnt whichh genortheastiidly rt nth rs an um lui moral most acceptable to youthsull itaders lt is in ti tub a vt ry pbasing as welll ns insTRUEctive lil th piece ami strongly calld to mind our juvenisie days when like young harry we  longd to have nothing to do nnd to be like  robinson cruso  but wi willl not impair the inter st of th volume by debtailing its fable  we arc convinortheastead we shalll do thc young a southeastrvice by rcommending it to theyr notice  nor do we knoww a mort amusing pi cst nt that can be made to tin in dui iug the approaching holiday si ascii,genremeta/juvenile,204,"[('to', 8), ('we', 7), ('a', 6), ('th', 5), ('of', 5), ('the', 5), ('is', 4), ('lt', 3), ('by', 3), ('that', 3), ('do', 3), ('holiday', 2), ('amusing', 2), ('ol', 2), ('d', 2), ('ti', 2), ('an', 2), ('it', 2), ('can', 2), ('our', 2), ('rs', 2), ('in', 2), ('like', 2), ('young', 2), ('be', 2), ('ilmrifs', 1), ('or', 1), ('doings', 1), ('ernortheast', 1), ('li', 1), ('bo', 1), ('llal', 1), ('ni', 1), ('tiilea', 1), ('de', 1), ('liv', 1), ('fie', 1), ('rvs', 1), ('taylor', 1), ('ismo', 1), ('itnnci', 1), ('lonoiui', 1), ('i', 1), ('dd', 1), ('tins', 1), ('very', 1), ('little', 1), ('tale', 1), ('productuit', 1), ('etilll', 1), ('who', 1), ('bein', 1), ('ve', 1), ('ts', 1), ('lh', 1), ('son', 1), ('iiumioi', 1), ('preceding', 1), ('articse', 1), ('inlictliici', 1), ('with', 1), ('presace', 1), ('hi', 1), ('sister', 1), ('and', 1), ('t', 1), ('hon', 1), ('inforiiu', 1), ('was', 1), ('composoutheastd', 1), ('during', 1), ('wt', 1), ('ek', 1), ('painsul', 1), ('lillies', 1), ('assure', 1), ('radt', 1), ('te', 1), ('no', 1), ('deficiemy', 1), ('thal', 1), ('entettatiiinnt', 1), ('whichh', 1), ('genortheastiidly', 1), ('rt', 1), ('nth', 1), ('um', 1), ('lui', 1), ('moral', 1), ('most', 1), ('acceptable', 1), ('youthsull', 1), ('itaders', 1), ('tub', 1), ('vt', 1), ('ry', 1), ('pbasing', 1), ('as', 1), ('welll', 1), ('ns', 1), ('insTRUEctive', 1), ('lil', 1), ('piece', 1), ('ami', 1), ('strongly', 1), ('calld', 1), ('mind', 1), ('juvenisie', 1), ('days', 1), ('when', 1), ('harry', 1), ('longd', 1), ('have', 1), ('nothing', 1), ('nnd', 1), ('robinson', 1), ('cruso', 1), ('but', 1), ('wi', 1), ('willl', 1), ('not', 1), ('impair', 1), ('inter', 1), ('st', 1), ('volume', 1), ('debtailing', 1), ('its', 1), ('fable', 1), ('arc', 1), ('convinortheastead', 1), ('shalll', 1), ('thc', 1), ('southeastrvice', 1), ('rcommending', 1), ('theyr', 1), ('notice', 1), ('nor', 1), ('knoww', 1), ('mort', 1), ('pi', 1), ('cst', 1), ('nt', 1), ('made', 1), ('tin', 1), ('dui', 1), ('iug', 1), ('approaching', 1), ('si', 1), ('ascii', 1)]","[['to', 0.0392156862745098], ['we', 0.03431372549019608], ['a', 0.029411764705882353], ['th', 0.024509803921568627], ['of', 0.024509803921568627], ['the', 0.024509803921568627], ['is', 0.0196078431372549], ['lt', 0.014705882352941176], ['by', 0.014705882352941176], ['that', 0.014705882352941176], ['do', 0.014705882352941176], ['holiday', 0.00980392156862745], ['amusing', 0.00980392156862745], ['ol', 0.00980392156862745], ['d', 0.00980392156862745], ['ti', 0.00980392156862745], ['an', 0.00980392156862745], ['it', 0.00980392156862745], ['can', 0.00980392156862745], ['our', 0.00980392156862745], ['rs', 0.00980392156862745], ['in', 0.00980392156862745], ['like', 0.00980392156862745], ['young', 0.00980392156862745], ['be', 0.00980392156862745], ['ilmrifs', 0.004901960784313725], ['or', 0.004901960784313725], ['doings', 0.004901960784313725], ['ernortheast', 0.004901960784313725], ['li', 0.004901960784313725], ['bo', 0.004901960784313725], ['llal', 0.004901960784313725], ['ni', 0.004901960784313725], ['tiilea', 0.004901960784313725], ['de', 0.004901960784313725], ['liv', 0.004901960784313725], ['fie', 0.004901960784313725], ['rvs', 0.004901960784313725], ['taylor', 0.004901960784313725], ['ismo', 0.004901960784313725], ['itnnci', 0.004901960784313725], ['lonoiui', 0.004901960784313725], ['i', 0.004901960784313725], ['dd', 0.004901960784313725], ['tins', 0.004901960784313725], ['very', 0.004901960784313725], ['little', 0.004901960784313725], ['tale', 0.004901960784313725], ['productuit', 0.004901960784313725], ['etilll', 0.004901960784313725], ['who', 0.004901960784313725], ['bein', 0.004901960784313725], ['ve', 0.004901960784313725], ['ts', 0.004901960784313725], ['lh', 0.004901960784313725], ['son', 0.004901960784313725], ['iiumioi', 0.004901960784313725], ['preceding', 0.004901960784313725], ['articse', 0.004901960784313725], ['inlictliici', 0.004901960784313725], ['with', 0.004901960784313725], ['presace', 0.004901960784313725], ['hi', 0.004901960784313725], ['sister', 0.004901960784313725], ['and', 0.004901960784313725], ['t', 0.004901960784313725], ['hon', 0.004901960784313725], ['inforiiu', 0.004901960784313725], ['was', 0.004901960784313725], ['composoutheastd', 0.004901960784313725], ['during', 0.004901960784313725], ['wt', 0.004901960784313725], ['ek', 0.004901960784313725], ['painsul', 0.004901960784313725], ['lillies', 0.004901960784313725], ['assure', 0.004901960784313725], ['radt', 0.004901960784313725], ['te', 0.004901960784313725], ['no', 0.004901960784313725], ['deficiemy', 0.004901960784313725], ['thal', 0.004901960784313725], ['entettatiiinnt', 0.004901960784313725], ['whichh', 0.004901960784313725], ['genortheastiidly', 0.004901960784313725], ['rt', 0.004901960784313725], ['nth', 0.004901960784313725], ['um', 0.004901960784313725], ['lui', 0.004901960784313725], ['moral', 0.004901960784313725], ['most', 0.004901960784313725], ['acceptable', 0.004901960784313725], ['youthsull', 0.004901960784313725], ['itaders', 0.004901960784313725], ['tub', 0.004901960784313725], ['vt', 0.004901960784313725], ['ry', 0.004901960784313725], ['pbasing', 0.004901960784313725], ['as', 0.004901960784313725], ['welll', 0.004901960784313725], ['ns', 0.004901960784313725], ['insTRUEctive', 0.004901960784313725], ['lil', 0.004901960784313725], ['piece', 0.004901960784313725], ['ami', 0.004901960784313725], ['strongly', 0.004901960784313725], ['calld', 0.004901960784313725], ['mind', 0.004901960784313725], ['juvenisie', 0.004901960784313725], ['days', 0.004901960784313725], ['when', 0.004901960784313725], ['harry', 0.004901960784313725], ['longd', 0.004901960784313725], ['have', 0.004901960784313725], ['nothing', 0.004901960784313725], ['nnd', 0.004901960784313725], ['robinson', 0.004901960784313725], ['cruso', 0.004901960784313725], ['but', 0.004901960784313725], ['wi', 0.004901960784313725], ['willl', 0.004901960784313725], ['not', 0.004901960784313725], ['impair', 0.004901960784313725], ['inter', 0.004901960784313725], ['st', 0.004901960784313725], ['volume', 0.004901960784313725], ['debtailing', 0.004901960784313725], ['its', 0.004901960784313725], ['fable', 0.004901960784313725], ['arc', 0.004901960784313725], ['convinortheastead', 0.004901960784313725], ['shalll', 0.004901960784313725], ['thc', 0.004901960784313725], ['southeastrvice', 0.004901960784313725], ['rcommending', 0.004901960784313725], ['theyr', 0.004901960784313725], ['notice', 0.004901960784313725], ['nor', 0.004901960784313725], ['knoww', 0.004901960784313725], ['mort', 0.004901960784313725], ['pi', 0.004901960784313725], ['cst', 0.004901960784313725], ['nt', 0.004901960784313725], ['made', 0.004901960784313725], ['tin', 0.004901960784313725], ['dui', 0.004901960784313725], ['iug', 0.004901960784313725], ['approaching', 0.004901960784313725], ['si', 0.004901960784313725], ['ascii', 0.004901960784313725]]"
B3294,['3176117'],the goldn age by kennortheastth grahame 3s 6d lanortheast perhaps the antagonortheastism of crabbed age and youth has northeastier been preasoutheastnted with more charming humour than by mr grahame in tleasoutheast pictures of a welllremembeard adventurous childhood fun and southeastntiment and grace contribute about equally to our delight we find the same kind of thing in brief scattered throughugh stevensons reminisoutheastences but mr grahame is the special chronicler of the happy graceasoutheastss careless busybrainortheastd youth that in defiance of the stupid intersoutheastrenee of maturity finds the world a merry place and fulll of intensoutheastst interest we cannot read the tales of edward southeasthina harold and the chronicler himsoutheastlff unsympathetically thoughugh they may not recalll our own old experiences all children healthily constituted revolt against respectability but the consistent attitude of scorn of tleasoutheast amusing little actors towards the alien grownup world is if not a little exaggerated at least exceptional this attitude counts for someething however in the amusoutheastment the book assords from the ordinary tale of childish escapades mr grahames  goldn age  is markd off by its resinortheastment its artistic southeastnsoutheast and the charm of its style,genremeta/juvenile,189,"[('the', 15), ('of', 12), ('and', 6), ('in', 4), ('age', 3), ('by', 3), ('grahame', 3), ('mr', 3), ('a', 3), ('is', 3), ('not', 3), ('its', 3), ('goldn', 2), ('youth', 2), ('tleasoutheast', 2), ('our', 2), ('we', 2), ('but', 2), ('chronicler', 2), ('world', 2), ('attitude', 2), ('little', 2), ('kennortheastth', 1), ('3s', 1), ('6d', 1), ('lanortheast', 1), ('perhaps', 1), ('antagonortheastism', 1), ('crabbed', 1), ('has', 1), ('northeastier', 1), ('been', 1), ('preasoutheastnted', 1), ('with', 1), ('more', 1), ('charming', 1), ('humour', 1), ('than', 1), ('pictures', 1), ('welllremembeard', 1), ('adventurous', 1), ('childhood', 1), ('fun', 1), ('southeastntiment', 1), ('grace', 1), ('contribute', 1), ('about', 1), ('equally', 1), ('to', 1), ('delight', 1), ('find', 1), ('same', 1), ('kind', 1), ('thing', 1), ('brief', 1), ('scattered', 1), ('throughugh', 1), ('stevensons', 1), ('reminisoutheastences', 1), ('special', 1), ('happy', 1), ('graceasoutheastss', 1), ('careless', 1), ('busybrainortheastd', 1), ('that', 1), ('defiance', 1), ('stupid', 1), ('intersoutheastrenee', 1), ('maturity', 1), ('finds', 1), ('merry', 1), ('place', 1), ('fulll', 1), ('intensoutheastst', 1), ('interest', 1), ('can', 1), ('read', 1), ('tales', 1), ('edward', 1), ('southeasthina', 1), ('harold', 1), ('himsoutheastlff', 1), ('unsympathetically', 1), ('thoughugh', 1), ('they', 1), ('may', 1), ('recalll', 1), ('own', 1), ('old', 1), ('experiences', 1), ('all', 1), ('children', 1), ('healthily', 1), ('constituted', 1), ('revolt', 1), ('against', 1), ('respectability', 1), ('consistent', 1), ('scorn', 1), ('amusing', 1), ('actors', 1), ('towards', 1), ('alien', 1), ('grownup', 1), ('if', 1), ('exaggerated', 1), ('at', 1), ('least', 1), ('exceptional', 1), ('this', 1), ('counts', 1), ('for', 1), ('someething', 1), ('however', 1), ('amusoutheastment', 1), ('book', 1), ('assords', 1), ('from', 1), ('ordinary', 1), ('tale', 1), ('childish', 1), ('escapades', 1), ('grahames', 1), ('markd', 1), ('off', 1), ('resinortheastment', 1), ('artistic', 1), ('southeastnsoutheast', 1), ('charm', 1), ('style', 1)]","[['the', 0.07936507936507936], ['of', 0.06349206349206349], ['and', 0.031746031746031744], ['in', 0.021164021164021163], ['age', 0.015873015873015872], ['by', 0.015873015873015872], ['grahame', 0.015873015873015872], ['mr', 0.015873015873015872], ['a', 0.015873015873015872], ['is', 0.015873015873015872], ['not', 0.015873015873015872], ['its', 0.015873015873015872], ['goldn', 0.010582010582010581], ['youth', 0.010582010582010581], ['tleasoutheast', 0.010582010582010581], ['our', 0.010582010582010581], ['we', 0.010582010582010581], ['but', 0.010582010582010581], ['chronicler', 0.010582010582010581], ['world', 0.010582010582010581], ['attitude', 0.010582010582010581], ['little', 0.010582010582010581], ['kennortheastth', 0.005291005291005291], ['3s', 0.005291005291005291], ['6d', 0.005291005291005291], ['lanortheast', 0.005291005291005291], ['perhaps', 0.005291005291005291], ['antagonortheastism', 0.005291005291005291], ['crabbed', 0.005291005291005291], ['has', 0.005291005291005291], ['northeastier', 0.005291005291005291], ['been', 0.005291005291005291], ['preasoutheastnted', 0.005291005291005291], ['with', 0.005291005291005291], ['more', 0.005291005291005291], ['charming', 0.005291005291005291], ['humour', 0.005291005291005291], ['than', 0.005291005291005291], ['pictures', 0.005291005291005291], ['welllremembeard', 0.005291005291005291], ['adventurous', 0.005291005291005291], ['childhood', 0.005291005291005291], ['fun', 0.005291005291005291], ['southeastntiment', 0.005291005291005291], ['grace', 0.005291005291005291], ['contribute', 0.005291005291005291], ['about', 0.005291005291005291], ['equally', 0.005291005291005291], ['to', 0.005291005291005291], ['delight', 0.005291005291005291], ['find', 0.005291005291005291], ['same', 0.005291005291005291], ['kind', 0.005291005291005291], ['thing', 0.005291005291005291], ['brief', 0.005291005291005291], ['scattered', 0.005291005291005291], ['throughugh', 0.005291005291005291], ['stevensons', 0.005291005291005291], ['reminisoutheastences', 0.005291005291005291], ['special', 0.005291005291005291], ['happy', 0.005291005291005291], ['graceasoutheastss', 0.005291005291005291], ['careless', 0.005291005291005291], ['busybrainortheastd', 0.005291005291005291], ['that', 0.005291005291005291], ['defiance', 0.005291005291005291], ['stupid', 0.005291005291005291], ['intersoutheastrenee', 0.005291005291005291], ['maturity', 0.005291005291005291], ['finds', 0.005291005291005291], ['merry', 0.005291005291005291], ['place', 0.005291005291005291], ['fulll', 0.005291005291005291], ['intensoutheastst', 0.005291005291005291], ['interest', 0.005291005291005291], ['can', 0.005291005291005291], ['read', 0.005291005291005291], ['tales', 0.005291005291005291], ['edward', 0.005291005291005291], ['southeasthina', 0.005291005291005291], ['harold', 0.005291005291005291], ['himsoutheastlff', 0.005291005291005291], ['unsympathetically', 0.005291005291005291], ['thoughugh', 0.005291005291005291], ['they', 0.005291005291005291], ['may', 0.005291005291005291], ['recalll', 0.005291005291005291], ['own', 0.005291005291005291], ['old', 0.005291005291005291], ['experiences', 0.005291005291005291], ['all', 0.005291005291005291], ['children', 0.005291005291005291], ['healthily', 0.005291005291005291], ['constituted', 0.005291005291005291], ['revolt', 0.005291005291005291], ['against', 0.005291005291005291], ['respectability', 0.005291005291005291], ['consistent', 0.005291005291005291], ['scorn', 0.005291005291005291], ['amusing', 0.005291005291005291], ['actors', 0.005291005291005291], ['towards', 0.005291005291005291], ['alien', 0.005291005291005291], ['grownup', 0.005291005291005291], ['if', 0.005291005291005291], ['exaggerated', 0.005291005291005291], ['at', 0.005291005291005291], ['least', 0.005291005291005291], ['exceptional', 0.005291005291005291], ['this', 0.005291005291005291], ['counts', 0.005291005291005291], ['for', 0.005291005291005291], ['someething', 0.005291005291005291], ['however', 0.005291005291005291], ['amusoutheastment', 0.005291005291005291], ['book', 0.005291005291005291], ['assords', 0.005291005291005291], ['from', 0.005291005291005291], ['ordinary', 0.005291005291005291], ['tale', 0.005291005291005291], ['childish', 0.005291005291005291], ['escapades', 0.005291005291005291], ['grahames', 0.005291005291005291], ['markd', 0.005291005291005291], ['off', 0.005291005291005291], ['resinortheastment', 0.005291005291005291], ['artistic', 0.005291005291005291], ['southeastnsoutheast', 0.005291005291005291], ['charm', 0.005291005291005291], ['style', 0.005291005291005291]]"
