RecordID	RecordTitle	PathID	Title	AlphaPubDate	PubYear	bookauthor	booktitle	bookdate	matchquality
5891695	Yankee Humour and Uncle Sam's Fun.	20160128002159_00007	The New quarterly review and digest of current literature, British, American, French, and German	Jan 1854	1854	nan	Yankee humour and Uncle Sam's fun	1853	3.593671553727874
5173741	Kenneth; or, the Rear Guard of the Grand Army.	20160127230657_00008	The Literary gazette : A weekly journal of literature, science, and the fine arts	Mar 8, 1851	1851	Yonge, Charlotte M. (Charlotte Mary)	Kenneth; or, The rear guard of the grand army	1864	3.5897619047619047
8756896	Hawksview: a Family History of our Own Times.	20160127193122_00012	The Athenaeum	Jul 16, 1859	1859	Lee, Holme	Hawksview: a family history of our own times	1860	3.5782567267224668
4989909	The Hall of Chavenlay; a Winter's Tale of 1649.	20160127230759_00009	The Critic	Jan 1, 1852	1852	Curling, Henry	The Hall of Chavenlay; a winter's tale of 1649	1852	3.575887914403382
8631421	La Mort d'Arthure. The History of King Arthur and of the Knights of the Round Table.	20160127191949_00014	The Athenaeum	Sep 4, 1858	1858	Malory, Thomas, Sir	La mort d'Arthure. The history of King Arthur and of the knights of the Round Table	1858	3.5611757019755377
8612977	Fern Leaves from Fanny's Port-Folio.	20160127192200_00007	The Athenaeum	Jun 3, 1854	1854	Parton, Sara Payson (Willis)	Fern leaves from Fanny's port-folio	1854	3.5563675213675214
9044654	The Upper Ten Thousand: Sketches of American Society.	20160127192715_00011	The Athenaeum	Feb 28, 1852	1852	Bristed, Charles Astor	The upper ten thousand: sketches of American society	1852	3.551479436756239
9014176	Evenings at Donaldson Manor; or, the Christmas Guest.	20160127192200_00007	The Athenaeum	Jan 18, 1851	1851	McIntosh, Maria J. (Maria Jane)	Evenings at Donaldson manor;	1851	3.548314536340852
5172999	Evenings at Donaldson Manor; or, The Christmas Guest.	20160127230149_00002	The Literary gazette : A weekly journal of literature, science, and the fine arts	Jan 25, 1851	1851	McIntosh, Maria J. (Maria Jane)	Evenings at Donaldson manor;	1851	3.548314536340852
9423960	Alton Locke, Tailor and Poet.	20160128004443_00001	Examiner	Jan 5, 1856	1856	Kingsley, Charles	Alton Locke, tailor and poet. An autobiography	1850	3.5461111111111108
4449777	Lorenzo Benoni; or, Passages in the Life of an Italian.	20160127235207_00008	Tait's Edinburgh magazine	Jun 1853	1853	Ruffini, Giovanni	Lorenzo Benoni; or, Passages in the life of an Italian;	1853	3.544050256557809
4449162	Lorenzo Benoni; or, Passages in the Life of an Italian.	20160127193123_00003	Tait's Edinburgh magazine	Feb 1854	1854	Ruffini, Giovanni	Lorenzo Benoni; or, Passages in the life of an Italian;	1853	3.544050256557809
4344033	Lorenzo Benoni; or, Passages in the Life of an Italian.	20160127193123_00003	The Rambler, Jan. 1848-May 1862	May 1854	1854	Ruffini, Giovanni	Lorenzo Benoni; or, Passages in the life of an Italian;	1853	3.544050256557809
9186511	Lorenzo Benoni; or, Passages in the Life of an Italian.	20160127192611_00010	The Athenaeum	May 14, 1853	1853	Ruffini, Giovanni	Lorenzo Benoni; or, Passages in the life of an Italian;	1853	3.544050256557809
6177091	Lorenzo Benoni; or, Passages in the Life of an Italian.	20160128001956_00005	The New quarterly review and digest of current literature, British, American, French, and German	Oct 1853	1853	Ruffini, Giovanni	Lorenzo Benoni; or, Passages in the life of an Italian;	1853	3.544050256557809
9046055	Memoirs and Resolutions of Adam Graeme, of Mossgray, &c.	20160127192200_00007	The Athenaeum	May 1, 1852	1852	Oliphant	Memoirs and resolutions of Adam Graeme of Mossgray	1852	3.5439285714285713
9009710	Alton Locke, Tailor and Poet: an Autobiography.	20160127191439_00002	The Athenaeum	Sep 7, 1850	1850	Kingsley, Charles	Alton Locke, tailor and poet. An autobiography	1850	3.5428502415458936
8459316	The Scouring of the White Horse; or, the Long Vacation Ramble of a London Clerk.	20160128004950_00002	Examiner	Dec 4, 1858	1858	Hughes, Thomas	The scouring of the White Horse; or, The long vacation ramble of a London clerk	1859	3.5385714285714283
8638607	The Scouring of the White Horse; or, the Long Vacation Ramble of a London Clerk.	20160127192405_00018	The Athenaeum	Dec 4, 1858	1858	Hughes, Thomas	The scouring of the White Horse; or, The long vacation ramble of a London clerk	1859	3.5385714285714283
8502770	Childe Harold's Pilgrimage.	20160128005153_00003	Examiner	Jan 1, 1859	1859	Byron, George Gordon Byron	Childe Harold's pilgrimage	1855	3.5377777777777775
9021154	Extracts from the Diary of a Living Physician.	20160127191439_00002	The Athenaeum	Feb 22, 1851	1851	nan	Extracts from the diary of a living physician	1851	3.5376208933185675
5275704	Extracts from the Diary of a Living Physician.	20160127230802_00010	The Literary gazette : A weekly journal of literature, science, and the fine arts	Feb 8, 1851	1851	nan	Extracts from the diary of a living physician	1851	3.5376208933185675
8965294	Brimelsea; or, Character the Index of Fate.	20160127192053_00005	The Athenaeum	Jul 25, 1857	1857	nan	Brimelsea; or, Character the index of fate	1857	3.5362626262626264
2874030	BRIMELSEA; OR, CHARACTER THE INDEX 0F FATE.	20160127190825_00015	New sporting magazine	Nov 1857	1857	nan	Brimelsea; or, Character the index of fate	1857	3.5362626262626264
9035697	The Maiden and Married Life of Mary Powell, afterwards Mistress Milton.	20160127192611_00010	The Athenaeum	Feb 8, 1851	1851	Manning, Anne	The maiden and married life of Mary Powell : afterwards Mistress Milton	1852	3.533890730093935
8607503	High and Low; or, Life's Chances and Changes.	20160127191848_00004	The Athenaeum	Jan 7, 1854	1854	Coke, Henry J	High and low; or, Life's chances and changes	1854	3.5307699163581514
9032251	The Iris: an Illuminated Souvenir, for 1842.	20160127183121_00003	The Athenaeum	Dec 20, 1851	1851	nan	The Iris: an illuminated souvenir for MDCCCLII	1852	3.5266666666666664
8685590	Willy Reilly and his dear Colleen Bawn: a Tale founded on Fact.	20160127191542_00003	The Athenaeum	May 5, 1855	1855	Carleton, William	Willy Reilly and his dear Coleen Bawn; a tale, founded upon fact	1856	3.5265458937198066
5292631	Reuben Medlicott; or, the Coming Man.	20160127230555_00007	The Literary gazette : A weekly journal of literature, science, and the fine arts	Oct 2, 1852	1852	Savage, M. W. (Marmion Wilard)	Reuben Medlicott; or, The coming man	1852	3.525956418708712
9443972	Reuben MedliCott; or, The Coming Man.	20160128005915_00010	Examiner	Oct 2, 1852	1852	Savage, M. W. (Marmion Wilard)	Reuben Medlicott; or, The coming man	1852	3.525956418708712
9586879	Reuben Medlicott; or, the Coming Man.	20160127192407_00009	The Athenaeum	Oct 2, 1852	1852	Savage, M. W. (Marmion Wilard)	Reuben Medlicott; or, The coming man	1852	3.525956418708712
8415543	The Poor Artist; or Seven Eye-sights and One Object.	20160128002159_00007	Examiner	Jan 26, 1850	1850	Horne, R. H. (Richard H.)	"The poor artist; or, Seven eye-sights and one object. ""Science in fable."""	1850	3.523206886657102
9162072	Harry Muir: a Story of Scottish Life.	20160127192611_00010	The Athenaeum	Mar 12, 1853	1853	nan	Harry Muir: a story of Scottish life	1853	3.5083795580724657
8633762	The Highlanders of Glen Ora.	20160127190414_00004	The Athenaeum	Nov 21, 1857	1857	Grant, James	The highlanders of Glen Ora	1857	3.5044444444444443
8710279	The Further Adventures of Mr. Verdant Green, an Oxford Under-Graduate; being a Continuation of 'The Adventures of Mr. Verdant Green, an Oxford Freshman.'	20160127192303_00008	The Athenaeum	Nov 4, 1854	1854	Bede, Cuthbert	The further adventures of Mr. Verdant Green, an Oxford undergraduate, being a continuation of The adventures of Mr. Verdant Green, an Oxford freshman	1854	3.5002037381771682
9108661	The Huguenot Exiles; or, the Times of Louis the Fourteenth. A Historical Novel.	20160127192715_00011	The Athenaeum	Jul 19, 1856	1856	Dupuy, Eliza A. (Eliza Ann)	The Huguenot exiles; or, The times of Louis XIV.  A historical novel	1856	3.4985547201336673
8641870	The Courtship of Miles Standish, and other Poems.	20160127192200_00007	The Athenaeum	Sep 25, 1858	1858	Longfellow, Henry Wadsworth	The courtship of Miles Standish, and other poems	1859	3.4975441225441224
8435376	The Courtship of Miles Standish, and other Poems.	20160128003224_00005	Examiner	Sep 25, 1858	1858	Longfellow, Henry Wadsworth	The courtship of Miles Standish, and other poems	1859	3.4975441225441224
9175320	People I have Met; or, Pictures of Society and People of Mark, drawn under a thin Veil of Fiction.	20160127192200_00007	The Athenaeum	Mar 16, 1850	1850	Willis, Nathaniel Parker	People I have met; or, Pictures of society and people of mark, drawn under a thin veil of fiction	1850	3.495798548094374
9021645	Madam Dorrington of the Dene: the Story of a Life.	20160127193122_00012	The Athenaeum	Mar 15, 1851	1851	Howitt, William	Madam Dorrington of the Dene: the story of a life	1851	3.493126293995859
4456616	Madam Dorrington of the Dene: the Story of a Life.	20160127234700_00003	Tait's Edinburgh magazine	Mar 1851	1851	Howitt, William	Madam Dorrington of the Dene: the story of a life	1851	3.493126293995859
8419445	Madam Dorrington of the Dene: The Story of a Life.	20160128002916_00002	Examiner	Mar 15, 1851	1851	Howitt, William	Madam Dorrington of the Dene: the story of a life	1851	3.493126293995859
6219566	It is never too Late to Mend. A Matter-of-fact Romance.	20160127231822_00007	The New quarterly review and digest of current literature, British, American, French, and German	Oct 1856	1856	Reade, Charles	It is never too late to mend : a matter of fact romance	1856	3.492986028419465
8607059	A Commonplace Book of Thoughts, Memories, and Fancies, Original and Selected.	20160127191542_00003	The Athenaeum	Nov 18, 1854	1854	Jameson, (Anna), Mrs	A commonplace book of thoughts, memories, and fancies. Original and selected	1855	3.488246753246753
