RecordID	RecordTitle	PathID	Title	AlphaPubDate	PubYear	bookauthor	booktitle	bookdate	matchquality
8972818	Arcadian Adventures with the Idle Rich.	20160127192715_00011	The Athenaeum	Jan 23, 1915	1915	Leacock, Stephen	Arcadian adventures with the idle rich	1914	3.455532912045614
3170964	THE IRRESISTIBLE MRS. FERRERS.	20160127185900_00007	The Bookman	Oct 1912	1912	Kenealy, Arabella	The irresistible Mrs. Ferrers	1912	3.449912280701754
3180186	THE REVELATION OF THE MONK OF EVESHAM ABBEY.	20160127190618_00013	The Bookman	Jan 1910	1910	nan	The revelation to the monk of Evesham abbey in the year of Our Lord eleven hundred ninety-six, concerning the places of purgatory and paradise	1909	3.4475090909090906
9101091	Goethe's HERMANN AND DOROTHEA, done into English by Vivian Brandon, 3/6 net.	20160127192611_00010	The Athenaeum	Oct 18, 1913	1913	Goethe, Johann Wolfgang von	Goethe's Hermann and Dorothea	1898	3.443333333333333
3195015	NINETY-SIX HOURS' LEAVE.	20160127190721_00014	The Bookman	Nov 1917	1917	McKenna, Stephen	Ninety-six hours' leave	1917	3.44025641025641
8979540	Recollections: the Reminiscences of the Busy Life of One who has Played the Varied Parts of Sailor,	20160127191542_00003	The Athenaeum	Apr 10, 1915	1915	Bullen, Frank Thomas	Recollections: the reminiscences of the busy life of one who has played the varied parts of sailor, author & lecturer	1915	3.4401969272557507
3199483	THE PROSE WORKS OF PERCY BYSSHE SHELLEY.	20160127190207_00009	The Bookman	May 1912	1912	Shelley, Percy Bysshe	The prose works of Percy Bysshe Shelley ... ed. ... by Richard Herne Shepherd	1906	3.42985766758494
8984244	Olga Nazimov, and Other Stories.	20160127190619_00006	The Athenaeum	Apr 24, 1915	1915	George, Walter Lionel	Olga Nazimov, and other stories	1915	3.427140449790313
3179426	THE LITTLE FLOWERS OF ST. FRANCIS OF ASSISI.	20160127184845_00001	The Bookman	Apr 1910	1910	nan	The little flowers of St. Francis of Assisi	1900	3.4268652400231345
3180542	MISS HAROUN AL-RASCHID.	20160127190413_00011	The Bookman	May 1917	1917	Kerruish, Jessie Douglas	Miss Haroun Al-Raschid	1917	3.4124806201550384
6880506	The Wife of Sir Isaac Harman.	20160127183527_00008	The Academy and literature,  1914-1916	Oct 31, 1914	1914	Wells, H. G. (Herbert George)	The wife of Sir Isaac Harman	1914	3.4112554112554108
8978906	The Wife of Sir Isaac Harman.	20160127192303_00008	The Athenaeum	Oct 24, 1914	1914	Wells, H. G. (Herbert George)	The wife of Sir Isaac Harman	1914	3.4112554112554108
2435344	THE WIFE OF SIR ISAAC HARMAN.	20160127180954_00001	The English review,  1908-1937	Dec 1914	1914	Wells, H. G. (Herbert George)	The wife of Sir Isaac Harman	1914	3.4112554112554108
3186631	THE ROMANCE OF SANDRO BOTTICELLI.	20160127180954_00001	The Bookman	Dec 1912	1912	Anderson, A. J. (Arthur James)	The romance of Sandro Botticelli woven with his paintings	1912	3.4027991694979236
3175582	SALLY CASTLETON, SOUTHERNER.	20160127191129_00016	The Bookman	Dec 1913	1913	Marriott, Crittenden	Sally Castleton, southerner	1913	3.4016666666666664
3204548	WONDER TALES FROM SCOTTISH MYTH AND LEGEND.	20160127185757_00006	The Bookman	Dec 1917	1917	Mackenzie, Donald A. (Donald Alexander)	Wonder tales from Scottish myth & legend	1917	3.3998709799587887
9447290	The Diverting Adventures of Maurin.	20160127192200_00007	The Athenaeum	Feb 5, 1910	1910	Aicard, Jean	The diverting adventures of Maurin	1910	3.3956428021555043
9087633	From a Pedagogue's Sketch-Book.	20160127192200_00007	The Athenaeum	Sep 21, 1912	1912	Duckworth, Francis Robinson Gladstone	From a pedagogue's sketch-book	1912	3.3942866221798536
6858837	From a Pedagogue's Sketch-Book.	20160127191337_00011	The Academy and literature, 1910-1914	Feb 8, 1913	1913	Duckworth, Francis Robinson Gladstone	From a pedagogue's sketch-book	1912	3.3942866221798536
6814832	The Aspirations of Jean Servien.	20160127192159_00016	The Academy and literature, 1910-1914	Jan 25, 1913	1913	France, Anatole	The aspirations of Jean Servien	1912	3.3885714285714283
6752533	The Lady of Beauty (Agnes Sorel).	20160127191440_00012	The Academy and literature, 1910-1914	Jun 22, 1912	1912	Hamel, Frank	The lady of beauty (Agnes Sorel)	1912	3.3771341641450334
3185446	THE LADY OF BEAUTY (AGNES SOREL).	20160127191129_00016	The Bookman	May 1912	1912	Hamel, Frank	The lady of beauty (Agnes Sorel)	1912	3.3771341641450334
3185442	LOVE-BIRDS IN THE COCO-NUTS.	20160127190105_00008	The Bookman	Jun 1915	1915	Blundell, Peter	Love-birds in the coco-nuts	1915	3.376666666666667
2436474	THE FFOLLIOTS OF REDMARLEY.	20160127190105_00008	The English review,  1908-1937	Sep 1913	1913	Harker, L. Allen (Lizzie Allen), Mrs	The Ffolliots of Redmarley	1913	3.376666666666667
9351725	Russian Sketches, CHIEFLY OF PEASANT LIFE, translated from the Russian by Beatrix L. Tollemache, 5/ net.	20160127191439_00002	The Athenaeum	Jul 12, 1913	1913	Tollemache, Beatrix Lucia Catherine Egerton	Russian sketches, chiefly of peasant life	1913	3.365640315277817
3176857	CHILDREN OF THE CLOVEN HOOF.	20160127185757_00006	The Bookman	Apr 1911	1911	Dorrington, Albert	Children of the cloven hoof	1911	3.3652083333333334
8939030	Children of the Cloven Hoof.	20160127192715_00011	The Athenaeum	Feb 4, 1911	1911	Dorrington, Albert	Children of the cloven hoof	1911	3.3652083333333334
3280777	THE TALE OF PIGLING BLAND.	20160127191234_00017	The Bookman	Dec 1913	1913	Potter, Beatrix	The tale of Pigling Bland	1913	3.361712328767123
9061684	Kami-No-Michi: the Way of the Gods in Japan.	20160127192159_00016	The Athenaeum	Apr 9, 1910	1910	Huntly, Hope	Kami-no-michi: the way of the gods in Japan	1910	3.360638138138138
3204010	ENGLAND HATH NEED OF THEE.	20160127191129_00016	The Bookman	Dec 1916	1916	Grier, Sydney C	England hath need of thee	1916	3.356053196053196
9096321	A Summer on the Yenesei (1914).	20160127192157_00006	The Athenaeum	Mar 6, 1915	1915	Haviland, Maud D (Maud Doria)	A summer on the Yenesei (1914)	1915	3.3497039897039897
9457185	The King over the Water; or, the Marriage of Mr. Melancholy.	20160127192611_00010	The Athenaeum	Apr 29, 1911	1911	McCarthy, Justin H , (Justin Huntly)	The king over the water; or, The marriage of Mr. Melancholy	1911	3.3421098616830323
6859976	The King Over the Water; or, The Marriage of Mr. Melancholy.	20160127190208_00002	The Academy and literature, 1910-1914	Jul 1, 1911	1911	McCarthy, Justin H , (Justin Huntly)	The king over the water; or, The marriage of Mr. Melancholy	1911	3.3421098616830323
8961549	Hero Tales and Legends of the Serbians.	20160127192303_00008	The Athenaeum	Sep 19, 1914	1914	Petrovitch, Woislav M	Hero tales and legends of the Serbians	1915	3.3382624097046785
3194731	THE LITTLE FLOWERS OF SAINT FRANCIS OF ASSISI.	20160127180954_00001	The Bookman	Dec 1915	1915	of Assisi, Saint, Francis	The little flowers of Saint Francis of Assisi	1900	3.33703007518797
6855191	Reminiscences of a Blackwall Midshipman.	20160127183222_00004	The Academy and literature, 1910-1914	Aug 17, 1912	1912	Downie, Walter I	Reminiscences of a Blackwall midshipman	1912	3.3313203463203465
3184273	MAD SHEPHERDS, AND OTHER HUMAN STUDIES.	20160127183730_00010	The Bookman	Jun 1910	1910	Jacks, L. P. (Lawrence Pearsall)	Mad shepherds, and other human studies	1910	3.330952971805586
3197349	COME UNTO THESE YELLOW SANDS.	20160127183222_00004	The Bookman	Dec 1914	1914	Woods, Margaret L. (Margaret Louisa)	Come unto these yellow sands	1915	3.3231196330991413
6854004	Letters from China and Some Eastern Sketches.	20160127183527_00008	The Academy and literature, 1910-1914	Mar 30, 1912	1912	Denby, Jay	Letters from China and some Eastern sketches	1911	3.3063520116236615
6823759	The Making and Breaking of Almansur.	20160127190414_00004	The Academy and literature,  1914-1916	Apr 3, 1915	1915	Cresswell, Clarice M	The making and breaking of Almansur	1915	3.304242424242424
9510724	The Making and Breaking of Almansur.	20160127192407_00009	The Athenaeum	Mar 20, 1915	1915	Cresswell, Clarice M	The making and breaking of Almansur	1915	3.304242424242424
8949326	A Diplomatist's Wife in Many Lands.	20160127192200_00007	The Athenaeum	Mar 11, 1911	1911	Fraser, Hugh, Mrs	A diplomatist's wife in many lands	1910	3.3024068322981366
2433355	A DIPLOMATIST'S WIFE IN MANY LANDS.	20160127190618_00013	The English review,  1908-1937	May 1911	1911	Fraser, Hugh, Mrs	A diplomatist's wife in many lands	1910	3.3024068322981366
8947538	The Early History of Jacob Stahl.	20160127192303_00008	The Athenaeum	Apr 8, 1911	1911	Beresford, J. D. (John Davys)	The early history of Jacob Stahl	1911	3.29803728412603
3173366	TO MENELEK IN A MOTOR-CAR.	20160127183527_00008	The Bookman	Apr 1913	1913	Hall??, Clifford	To Menelek in a motor-car	1913	3.293333333333333
8954844	To Menelek in a Motor-Car.	20160127191130_00009	The Athenaeum	Apr 5, 1913	1913	Hall??, Clifford	To Menelek in a motor-car	1913	3.293333333333333
3210361	WHEN BEATTY KEPT THE SEAS.	20160127182915_00001	The Bookman	Dec 1917	1917	Shaw, Frank H. (Frank Hubert)	When Beatty kept the seas	1917	3.2920308024129676
9511848	Agar Halfi the Mystic.	20160127191848_00004	The Athenaeum	Nov 13, 1915	1915	Filkin, Roland	Agar Halfi the mystic	1915	3.2909090909090906
6857107	Vanitas: Polite Stories including the Hitherto Unpublished Story entitled A Frivolous Conversion.	20160127183527_00008	The Academy, 1905-1910	Oct 22, 1910	1910	Lee, Vernon	"Vanitas; polite stories, including the hitherto unpublished story entitled ""A frivolous conversion."""	1911	3.287917089325211
3182638	QUEEN OF THE GUARDED MOUNTS.	20160127191338_00018	The Bookman	Jun 1912	1912	Oxenham, John	Queen of the guarded mounts	1912	3.2850700280112046
3187046	THE NOTORIOUS MISS LISLE.	20160127183832_00011	The Bookman	Nov 1911	1911	Reynolds, Baillie, Mrs	The notorious Miss Lisle	1911	3.2841472868217054
3196634	CARMEN AND MR. DRYASDUST.	20160127184845_00001	The Bookman	Apr 1914	1914	Jordan, Humfrey Robertson	Carmen and Mr. Dryasdust	1914	3.2825706214689263
2441354	SIR GEORGE'S OBJECTION.	20160127185900_00007	The English review,  1908-1937	Jan 1911	1911	Clifford, W. K., Mrs	Sir George's objection	1910	3.2798268398268395
8931893	Sir George's Objection.	20160127192157_00006	The Athenaeum	Aug 6, 1910	1910	Clifford, W. K., Mrs	Sir George's objection	1910	3.2798268398268395
6855014	Sir George's Objection.	20160127190619_00006	The Academy, 1905-1910	Jul 30, 1910	1910	Clifford, W. K., Mrs	Sir George's objection	1910	3.2798268398268395
3209467	THE INVISIBLE BALANCE SHEET.	20160127183323_00005	The Bookman	Apr 1917	1917	Trask, Katrina	The invisible balance sheet	1916	3.276666666666667
3298408	THE RAYNER-SLADE AMALGAMATION.	20160127185352_00004	The Bookman	Dec 1917	1917	Fletcher, J. S. (Joseph Smith)	The Rayner-Slade amalgamation	1922	3.276666666666667
3177585	A TURKISH WOMAN'S EUROPEAN IMPRESSIONS.	20160127190413_00011	The Bookman	Apr 1913	1913	Zeyneb, hanum	A Turkish woman's European impressions	1913	3.2725661375661375
6847150	The Celebrated Madame Campan.	20160127182915_00001	The Academy, 1914	Jun 13, 1914	1914	Montagu, Violette M	The celebrated Madame Campan	1914	3.2684821428571427
9491273	Memoirs of the Court of England in 1675.	20160127192611_00010	The Athenaeum	Aug 16, 1913	1913	Aulnoy	Memoirs of the court of England in 1675	1913	3.2673928701665926
6878117	Mrs. Vanderstein's Jewels.	20160127191440_00012	The Academy, 1914	Jun 20, 1914	1914	Bryce, Charles	Mrs. Vanderstein's jewels	1914	3.2624122807017546
3196016	MRS. VANDERSTEIN'S JEWELS.	20160127183222_00004	The Bookman	Sep 1914	1914	Bryce, Charles	Mrs. Vanderstein's jewels	1914	3.2624122807017546
8954813	The Double Life of Mr. Alfred Burton.	20160127193122_00012	The Athenaeum	Oct 3, 1914	1914	Oppenheim, E. Phillips (Edward Phillips)	The double life of Mr. Alfred Burton	1914	3.26081228176941
3214364	THE TALE OF JOHNNY TOWN-MOUSE.	20160127191441_00019	The Bookman	Dec 1918	1918	Potter, Beatrix	The tale of Johnny Town-mouse	1918	3.253869191512221
6869795	Phileas Fox, Attorney.	20160127190927_00008	The Academy, 1905-1910	Jan 8, 1910	1910	Sadlier, Anna Theresa	Phileas Fox, attorney	1909	3.249206349206349
8938058	Gathered Leaves from the Prose of Mary E. Coleridge.	20160127192611_00010	The Athenaeum	Jul 9, 1910	1910	Coleridge, Mary E. (Mary Elizabeth)	Gathered leaves from the prose of Mary E. Coleridge	1910	3.247059098855002
2441117	GATHERED LEAVES FROM THE PROSE OF MARY E. COLERIDGE. With a Memoir by EDITH SICHEL.	20160127183121_00003	The English review,  1908-1937	Jul 1910	1910	Coleridge, Mary E. (Mary Elizabeth)	Gathered leaves from the prose of Mary E. Coleridge	1910	3.247059098855002
3179311	WAR PHASES ACCORDING TO MARIA.	20160127183323_00005	The Bookman	Dec 1916	1916	Lane, Anna Eichberg	War phases according to Maria	1917	3.241186055323986
6861026	Through Dante's Land: Impressions in Tuscany.	20160127192159_00016	The Academy and literature, 1910-1914	Oct 26, 1912	1912	Grant, Colquhoun, Mrs	Through Dante's land; impressions in Tuscany	1912	3.2403301587301585
8973771	Where Bonds are Loosed.	20160127192200_00007	The Athenaeum	May 23, 1914	1914	Grant Watson, Elliot L. (Elliot Lovegood)	Where bonds are loosed	1918	3.2239285714285715
2437463	WHERE BONDS ARE LOOSED.	20160127183222_00004	The English review,  1908-1937	May 1914	1914	Grant Watson, Elliot L. (Elliot Lovegood)	Where bonds are loosed	1918	3.2239285714285715
3187384	COME RACK! COME ROPE!	20160127183628_00009	The Bookman	Dec 1912	1912	Benson, Robert Hugh, (Spirit)	Come rack! Come rope!	1912	3.2238095238095235
9108723	With Poor Immigrants to America.	20160127192200_00007	The Athenaeum	Oct 17, 1914	1914	Graham, Stephen	With poor immigrants to America	1914	3.221552028218695
6874605	With Poor Immigrants to America.	20160127190516_00005	The Academy and literature,  1914-1916	Oct 24, 1914	1914	Graham, Stephen	With poor immigrants to America	1914	3.221552028218695
3293304	MR. WILDRIDGE OF THE BANK.	20160127180954_00001	The Bookman	Aug 1916	1916	Doyle, Lynn	Mr. Wildridge of the bank	1916	3.2142372881355934
3191338	BILDAD THE QUILL-DRIVER.	20160127190310_00010	The Bookman	Feb 1916	1916	Caine, William	Bildad the quill-driver	1916	3.213333333333333
3209324	THE STRAITS IMPREGNABLE.	20160127185352_00004	The Bookman	Oct 1917	1917	De Loghe, Sydney	The straits impregnable	1916	3.213333333333333
3197432	STILL MORE RUSSIAN PICTURE TALES.	20160127191129_00016	The Bookman	Dec 1915	1915	Karrik, Valerïan Vil'i͡amovich	Still more Russian picture tales	1915	3.2124809734122706
8932205	Mrs. Maxon Protests.	20160127192200_00007	The Athenaeum	Sep 9, 1911	1911	Hope, Anthony	Mrs. Maxon protests	1911	3.2099122807017544
6862949	Mrs. Maxon Protests.	20160127192053_00005	The Academy and literature, 1910-1914	Sep 30, 1911	1911	Hope, Anthony	Mrs. Maxon protests	1911	3.2099122807017544
3209489	STORIES FROM THE EARTHLY PARADISE.	20160127190310_00010	The Bookman	Dec 1915	1915	Morris, William	Stories from The earthly paradise	1915	3.2091946676414205
8973892	The Palace of Darkened Windows.	20160127192303_00008	The Athenaeum	Feb 13, 1915	1915	Bradley, Mary Hastings	The palace of darkened windows	1914	3.2083516483516483
3210114	THE LONDON NIGHTS OF BELSIZE.	20160127185900_00007	The Bookman	Jul 1917	1917	Rendall, Vernon Horace	The London nights of Belsize	1917	3.207272138578598
8961364	Tales from Five Chimneys.	20160127192510_00019	The Athenaeum	Aug 14, 1915	1915	Pickthall, Marmaduke William	Tales from Five Chimneys	1914	3.2067064037967157
3202085	THE LIGHT IN THE UPPER STOREY.	20160127190825_00015	The Bookman	May 1917	1917	Warden, Florence	The light in the upper storey	1917	3.2066666666666666
9500562	The House in Demetrius Road.	20160127191335_00001	The Athenaeum	May 23, 1914	1914	Beresford, J. D. (John Davys)	The house in Demetrius Road	1914	3.2049542660068977
2437825	THE HOUSE IN DEMETRIUS ROAD.	20160127183526_00007	The English review,  1908-1937	Jul 1914	1914	Beresford, J. D. (John Davys)	The house in Demetrius Road	1914	3.2049542660068977
6878659	The Man Who Could Not Lose.	20160127191335_00001	The Academy and literature, 1910-1914	Feb 10, 1912	1912	Davis, Richard Harding	The man who could not lose	1912	3.203528239202658
3198045	THE SOUL OF SUSAN YELLAM.	20160127183222_00004	The Bookman	Oct 1918	1918	Vachell, Horace Annesley	The soul of Susan Yellam	1918	3.2022916666666665
3196383	BY ESKIMO DOG-SLED AND KAYAK.	20160127183222_00004	The Bookman	Dec 1918	1918	Hutton, Samuel King	By Eskimo dog-sled and kayak;	1919	3.2003203761412715
3189181	TALES FROM OLD JAPANESE DRAMAS.	20160127190207_00009	The Bookman	Dec 1915	1915	Miyamori, Asataro	Tales from old Japanese dramas	1915	3.1989629145091087
3204334	THE PREACHER OF CEDAR MOUNTAIN.	20160127185757_00006	The Bookman	Dec 1917	1917	Seton, Ernest Thompson	The preacher of Cedar Mountain	1917	3.198157894736842
3192949	THE ADVENTURES OF A MODEST MAN.	20160127183934_00012	The Bookman	May 1912	1912	Chambers, Robert W. (Robert William)	The adventures of a modest man	1911	3.1976428021555043
3183206	SOME OLD ENGLISH WORTHIES.	20160127191338_00018	The Bookman	Aug 1912	1912	Senior, Dorothy	Some old English worthies	1912	3.1948371652031597
6855221	The Forged Coupon, and Other Stories and Dramas.	20160127190927_00008	The Academy and literature, 1910-1914	Apr 13, 1912	1912	Tolstoy, Leo, graf	The forged coupon, and other stories	1912	3.1938071164569797
9379846	Minnie's Bishop, and Other Stories.	20160127193122_00012	The Athenaeum	Jun 12, 1915	1915	Birmingham, George A	Minnie's bishop, and other stories of Ireland	1915	3.1935254984334263
3197740	THE PIED PIPER OF HAMELIN.	20160127180954_00001	The Bookman	Dec 1914	1914	Browning, Robert	The pied piper of Hamelin	1939	3.1933333333333334
8965730	The Mutiny of the Elsinore.	20160127192715_00011	The Athenaeum	Feb 13, 1915	1915	London, Jack	The mutiny of the Elsinore	1914	3.1861904761904762
2440142	FIELD AMBULANCE SKETCHES.	20160127190618_00013	The English review,  1908-1937	Dec 1919	1919	nan	Field ambulance sketches	1919	3.185477860148267
3196730	LADY MOLLY OF SCOTLAND YARD.	20160127190515_00012	The Bookman	Oct 1910	1910	Orczy, Emmuska Orczy, Baroness	Lady Molly of Scotland Yard	1910	3.183019659368764
6872763	Animal Ghosts, or Animal Hauntings and the Hereafter.	20160127192510_00019	The Academy and literature, 1910-1914	Dec 6, 1913	1913	O'Donnell, Elliott	Animal ghosts; or Animal hauntings & the hereafter	1913	3.1805417989417992
3199786	THE LIGHTER SIDE OF ENGLISH LIFE.	20160127190207_00009	The Bookman	Dec 1913	1913	Moore, Frank Frankfort	The lighter side of English life	1913	3.177272336241272
8956001	Nicky-Nan, Reservist.	20160127192159_00016	The Athenaeum	Jul 17, 1915	1915	Quiller-Couch, Arthur Thomas, Sir	Nicky-Nan, reservist	1915	3.1766666666666667
3193723	GREYLAKE OF MALLERBY.	20160127191129_00016	The Bookman	Sep 1914	1914	Cribb, William Llanwarne	Greylake of Mallerby	1914	3.1766666666666667
6878892	Mightier than the Sword.	20160127190516_00005	The Academy and literature, 1910-1914	Aug 24, 1912	1912	Courlander, Alphonse	Mightier than the sword	1912	3.1760292580982235
3193604	MIGHTIER THAN THE SWORD.	20160127184036_00013	The Bookman	Aug 1912	1912	Courlander, Alphonse	Mightier than the sword	1912	3.1760292580982235
2433479	HELENA BRETT'S CAREER.	20160127184845_00001	The English review,  1908-1937	May 1913	1913	Coke, Desmond	Helena Brett's career	1913	3.1738562091503266
6859300	Helena Brett's Career.	20160127191440_00012	The Academy and literature, 1910-1914	Feb 8, 1913	1913	Coke, Desmond	Helena Brett's career	1913	3.1738562091503266
9077514	The Matador of the Five Towns.	20160127192715_00011	The Athenaeum	Mar 16, 1912	1912	Bennett, Arnold	The matador of the Five Towns	1912	3.1735135135135133
8960524	Her Ladyship's Conscience.	20160127192201_00017	The Athenaeum	Aug 22, 1914	1914	Fowler, Ellen Thorneycroft	Her ladyship's conscience	1913	3.17006006006006
3207417	NOTHING MATTERS, AND OTHER STORIES.	20160127190310_00010	The Bookman	Mar 1917	1917	Tree, Herbert Beerbohm, Sir	Nothing matters, and other stories	1916	3.1655531482030117
3291413	THE PRIVATE PAPERS OF HENRY RYECROFT.	20160127185352_00004	The Bookman	Dec 1915	1915	Gissing, George	The private papers of Henry Ryecroft	1903	3.164598820996152
6750195	A Circuit Rider's Wife.	20160127191337_00011	The Academy and literature, 1910-1914	Jan 20, 1912	1912	Harris, Corra	A circuit rider's wife	1910	3.163333333333333
3185443	WITH THE INCOMPARABLE 29th.	20160127185454_00005	The Bookman	Dec 1919	1919	Mure, A H	With the incomparable 29th	1919	3.16
6854670	The Gathering of Brother Hilarius.	20160127190414_00004	The Academy and literature, 1910-1914	Oct 5, 1912	1912	Barber, Margaret Fairless	The gathering of Brother Hilarius	1901	3.158917748917749
3211436	THE PATROL OF THE SUN DANCE TRAIL.	20160127185249_00003	The Bookman	Dec 1914	1914	Connor, Ralph	The patrol of the Sun Dance trail	1914	3.158339499361762
4112269	The Passing of the Third Floor Back.	20160127191233_00010	The Review of reviews	May 1911	1911	Jerome, Jerome K. (Jerome Klapka)	The passing of the third floor back	1910	3.1572542403248924
6763363	Madeleine at Her Mirror: A Woman's Diary.	20160127190003_00001	The Academy and literature, 1910-1914	Sep 20, 1913	1913	Tinayre, Marcelle	Madeleine at her mirror, a woman's diary	1913	3.156689614540907
3190820	PIERROT, DOG OF BELGIUM.	20160127185454_00005	The Bookman	Dec 1915	1915	Dyer, Walter A. (Walter Alden)	Pierrot, dog of Belgium	1915	3.156262626262626
8958172	A Vagabond Voyage through Brittany.	20160127191439_00002	The Athenaeum	Nov 13, 1915	1915	Lester, Emma Service	A vagabond voyage through Brittany	1915	3.156067821067821
