RecordID	RecordTitle	PathID	Title	AlphaPubDate	PubYear	bookauthor	booktitle	bookdate	matchquality
2439248	LACEMAKER LEKHOLM HAS AN IDEA.	20160127185900_00007	The English review,  1908-1937	Dec 1930	1930	Hellström, Gustaf	Lacemaker Lekholm has an idea	1931	3.8147619047619044
3228357	FAREWELL, MISS JULIE LOGAN: A Wintry Tale.	20160127190105_00008	The Bookman	Dec 1932	1932	Barrie, J. M. (James Matthew)	Farewell, Miss Julie Logan, a wintry tale	1932	3.4992473571749887
2488546	WHAT ARE WE TO DO WITH OUR LIVES?	20160127180954_00001	Fortnightly review, May 1865-June 1934	Feb 1932	1932	Wells, H. G. (Herbert George)	What are we to do with our lives?	1931	3.4549094004506378
2483933	DEATH OF FELICITY TAVERNER.	20160127190721_00014	Fortnightly review, May 1865-June 1934	Jan 1933	1933	Butts, Mary	Death of Felicity Taverner	1932	3.4484615384615385
3231253	MISS BARRETT'S ELOPEMENT.	20160127190825_00015	The Bookman	Jan 1930	1930	Oman, Carola	Miss Barrett's elopement	1930	3.4121052631578945
2457221	MR. WITT AMONG THE REBELS.	20160127183527_00008	The English review,  1908-1937	Jun 1937	1937	Sender, Ramón José	Mr. Witt among the rebels	1938	3.377082490564464
3230732	THE PIED PIPER OF HAMELIN.	20160127190825_00015	The Bookman	Dec 1934	1934	Browning, Robert	The pied piper of Hamelin	1939	3.3766666666666665
3330235	POCAHONTAS; OR THE NONPARELL OF VIRGINIA.	20160127185352_00004	The Bookman	Feb 1933	1933	Garnett, David	Pocahontas; or, The nonparell of Virginia	1933	3.3649333333333336
2441898	THE POSTHUMOUS PAPERS OF THE PICKWICK CLUB.	20160127185047_00002	The English review,  1908-1937	Jan 1931	1931	Dickens, Charles	The posthumous papers of the Pickwick Club	1935	3.3436507936507938
3225694	DON JUAN AND THE WHEELBARROW	20160127183527_00008	The Bookman	Sep 1932	1932	Strong, L. A. G. (Leonard Alfred George)	Don Juan and the wheelbarrow	1932	3.309242424242424
2495318	PIRATE JUNK: FIVE MONTHS' CAPTIVITY WITH MANCHURIAN BANDITS,	20160127182915_00001	Fortnightly review, May 1865-June 1934	Jun 1934	1934	Johnson, Clifford	Pirate junk; five months captivity with Manchurian bandits	1934	3.3073356725146197
3229976	TALES FROM THE PANCHATANTRA	20160127190310_00010	The Bookman	Dec 1930	1930	nan	Tales from the Panchatantra	1930	3.295751727163066
3225132	I AM JONATHAN SCRIVENER.	20160127185900_00007	The Bookman	Apr 1930	1930	Houghton, Claude	I am Jonathan Scrivener	1930	3.256923076923077
3231007	The Lonely Lady of Dulwich.	20160127185900_00007	The Bookman	Oct 1934	1934	Baring, Maurice	The lonely lady of Dulwich	1934	3.230566522227572
2495240	THE LONELY LADY OF DULWICH,	20160127190207_00009	Fortnightly	Sep 1934	1934	Baring, Maurice	The lonely lady of Dulwich	1934	3.230566522227572
2443276	THE SPIDER'S PALACE AND OTHER STORIES.	20160127183730_00010	The English review,  1908-1937	Dec 1931	1931	Hughes, Richard Arthur Warren	The spider's palace and other stories	1931	3.2162643603170187
2455270	ADVENTURES IN LIVING DANGEROUSLY.	20160127185757_00006	The English review,  1908-1937	Jun 1930	1930	Golding, Louis	Adventures in living dangerously	1930	3.2161483319547837
3238174	UNCLE SAM IN THE EYES OF HIS FAMILY.	20160127182915_00001	The Bookman	Nov 1930	1930	Erskine, John	Uncle Sam in the eyes of his family : a novel	1930	3.171524051068472
3232045	THE LAST OF MRS. CHEYNEY.	20160127185757_00006	The Bookman	Apr 1930	1930	Lonsdale, Frederick	The last of Mrs. Cheyney	1929	3.1693711851214617
3238058	SIR JOHN MAGILL'S LAST JOURNEY.	20160127183425_00006	The Bookman	Oct 1930	1930	Crofts, Freeman Wills	Sir John Magill's last journey; an Inspector French case	1930	3.166511762325877
3233517	SHAKE HANDS WITH THE DEVIL.	20160127182915_00001	The Bookman	Oct 1933	1933	Conner, Rearden	Shake hands with the devil	1934	3.1645822102425876
3229086	THE SHEPHERD OF GUADALOUPE	20160127183018_00002	The Bookman	Dec 1930	1930	Grey, Zane	The shepherd of Guadaloupe	1930	3.12025641025641
3242406	REMEMBRANCE OF THINGS PAST	20160127190413_00011	The Bookman	Dec 1933	1933	Proust, Marcel	Remembrance of things past	1934	3.1126645768025076
2457554	IF WISHES WERE HORSES.	20160127190207_00009	The English review,  1908-1937	Jan 1930	1930	Fowler, H. W. (Henry Watson)	If wishes were horses	1929	3.111205899363794
2455815	HUDSON RIVER BRACKETED.	20160127183526_00007	The English review,  1908-1937	Feb 1930	1930	Wharton, Edith	Hudson River bracketed	1929	3.1055275779376497
3239456	THE ANIMALS CAME TO DRINK	20160127191338_00018	The Bookman	Oct 1932	1932	Kearton, Cherry	The animals came to drink	1932	3.1018836387013824
2489711	THE ANIMALS CAME TO DRINK,	20160127190207_00009	Fortnightly review, May 1865-June 1934	Nov 1932	1932	Kearton, Cherry	The animals came to drink	1932	3.1018836387013824
2443018	THE ODYSSEY OF AN OUT-OF-WORK.	20160127185047_00002	The English review,  1908-1937	Sep 1931	1931	Horsley, Terence	The Odyssey of an out-of-work	1931	3.0959649122807016
3234763	THE HOUSE IN DORMER FOREST.	20160127190825_00015	The Bookman	Dec 1931	1931	Webb, Mary	The house in Dormer forest	1929	3.0815125304945665
3241548	STAYING WITH RELATIONS.	20160127183527_00008	The Bookman	Oct 1930	1930	Macaulay, Rose, Dame	Staying with relations	1930	3.066190476190476
