seq	RecordID	RecordTitle	PathID	Title	AlphaPubDate	PubYear	bookauthor	booktitle	bookdate	matchquality	isfiction	howpositive	genresnamed	comments
800	2455442	NEW ZEALAND SHORT STORIES.	20160127190310_00010	The English review,  1908-1937	May 1930	1930		New Zealand short stories	1953	2.8437272113424847				
801	4382613	FIVE OLD FRIENDS AND A YOUNG PRINCE.	20160127192508_00001	The London review of politics, society, literature, art, and science	Nov 7, 1868	1868	Ritchie, Anne Thackeray	Five old friends ; and, A young prince	1875	2.613840711418399				
802	6781604	THE MIRACLES OF ANTI-CHRIST.	20160127190003_00001	The Academy, 1869-1902, 0269-333X	Mar 25, 1899	1899	Lagerlöf, Selma	The miracles of Antichrist;	1899	2.4316				
803	8623263	Friends of Bohemia; or, Phases of London Life.	20160127192157_00006	The Athenaeum	Mar 7, 1857	1857	Whitty, Edward Michael	Friends of Bohemia : or, Phases of London life	1857	2.6486751322751325				
804	5893458	The Elements of Grammar.	20160128001648_00002	The New quarterly review and digest of current literature, British, American, French, and German	Jul 1852	1852	L'Homond, C. F	Elements of French grammar	1848	2.2191666666666667				
805	5148456	Topsail-Sheet Blocks, &c.	20160128000328_00006	The Literary gazette : A weekly journal of literature, science, and the fine arts	Mar 31, 1838	1838	Old Sailor	Topsail-sheet blocks, or, The naval foundling	1838	2.540114285714285				
806	2457554	IF WISHES WERE HORSES.	20160127190207_00009	The English review,  1908-1937	Jan 1930	1930	Fowler, H. W. (Henry Watson)	If wishes were horses	1929	3.1112058993637937				
807	8727403	CHRISTMAS BOOKS.	20160127183222_00004	The Athenaeum	Dec 3, 1881	1881	Dickens, Charles	Christmas books	1885	2.24515710832784				
808	8955363	The Son of a Peasant.	20160127193122_00012	The Athenaeum	Nov 13, 1897	1897	McNulty, Edward	The son of a peasant	1897	2.5893650793650798				
809	9071361	Panther's Cub.	20160127192715_00011	The Athenaeum	Dec 3, 1910	1910	Castle, Agnes	Panther's cub	1910	2.73				
810	8624754	The Life and Journals of the Rev. Daniel West, Wesleyan Minister and Deputation to the Wesleyan Mission Stations on the Gold Coast, Western Africa.	20160127190414_00004	The Athenaeum	Oct 10, 1857	1857	Baker, William M. (William Mumford)	The life and labours of the Rev. Daniel Baker, D. D	1858	2.304629371010608				
811	3207838	THE WIND BLOWETH.	20160127190413_00011	The Bookman	Dec 1922	1922	Byrne, Donn	The wind bloweth	1922	2.6932343234323435				
812	8676697	Goethe's Hermann and Dorothea.	20160127192159_00016	The Athenaeum	Jul 2, 1870	1870	Goethe, Johann Wolfgang von	Goethe's Hermann and Dorothea	1898	3.0457142857142854				
813	8580005	English Travellers and Italian Brigands.	20160128003123_00004	Examiner	Dec 30, 1865	1865	Moens, W. J. C. (William John Charles)	English travellers and Italian brigands : a narrative of capture and captivity	1866	3.3299404761904756				
814	6717463	Altiora Peto.	20160127190927_00008	The Academy, 1869-1902, 0269-333X	Oct 13, 1883	1883	Oliphant, Laurence	Altiora Peto	1883	2.556666666666666				
815	8636930	The Semi-Detached House.	20160127192200_00007	The Athenaeum	Aug 27, 1859	1859	Eden, Emily	The semi-detached house	1860	2.9784848484848485				
816	6785916	MONICA GREY.	20160127192201_00017	The Academy, 1869-1902, 0269-333X	Sep 1, 1900	1900	Hely-Hutchinson, M	Monica Grey	1900	2.3039682539682538				
817	3223380	THE WESTMINSTER ALICE.	20160127190207_00009	The Bookman	Nov 1927	1927	Saki	The Westminster Alice	1902	2.408333333333333				
818	4967258	Sybil, or the Two Nations.	20160127234903_00005	Critic, 1844-1847	May 17, 1845	1845	Disraeli, Benjamin, Earl of Beaconsfield	Sybil, or, The two nations	1845	2.8537597300337465				
819	8862914	A Passing Fancy.	20160127190516_00005	The Athenaeum	Nov 11, 1899	1899	Cameron, H. Lovett, Mrs	A passing fancy	1899	2.4221212121212123				
820	6740415	The Odyssey of Homer.	20160127190619_00006	The Academy, 1869-1902, 0269-333X	Mar 3, 1888	1888	Homer	The Odyssey of Homer	1879	2.563409090909091				
821	5171922	THE GOOD-NATURED BEAR.	20160127230904_00011	The Literary gazette : A weekly journal of literature, science, and the fine arts	Jan 24, 1846	1846		The Good-natured bear	1846	3.15				
822	3228771	A CURE OF SOULS.	20160127191338_00018	The Bookman	Mar 1924	1924	Sinclair, May	A cure of souls	1924	2.4086622073578594				
823	2440244	BROOME STAGES.	20160127190310_00010	The English review,  1908-1937	Sep 1931	1931	Dane, Clemence	Broome stages	1931	2.73				
824	8854958	A Millionaire's Daughter.	20160127191542_00003	The Athenaeum	Apr 22, 1899	1899	White, Percy	A millionaire's daughter	1904	2.8246728971962614				
825	8772650	History of the United States, from the Discovery of the American Continent.	20160128004443_00001	Examiner	Nov 3, 1866	1866	[Hawks, Francis Lister]	History of the United States: no. I	1844	2.3519642857142857				
826	3232740	WILLIAM MAKEPEACE THACKERAY	20160127183323_00005	The Bookman	Nov 1931	1931	Thackeray, William Makepeace	William Makepeace Thackeray, the writer and his work	1950	2.462584276157036				
827	9091124	Persian Hero (A): STORIES FROM THE 'SHAH NAMEH,' with Introduction, Notes, &c., by Wallace Gandy, 1/	20160127191335_00001	The Athenaeum	Jul 27, 1912	1912	Firdawsī	"A Persian hero : stories from the ""Shah Nameh"""	1922	2.420343060362353				
828	4977267	The Chronicles of Clovernook; with some account of the Hermit of Bellyfull.	20160127230802_00010	Critic, 1844-1847	Jun 13, 1846	1846	Jerrold, Douglas William	The chronicles of Clovernook; with some account of the hermit of Bellyfulle	1846	3.3588229162142205				
829	4443234	The Gift for all Seasons.	20160127192713_00002	Tait's Edinburgh magazine	Apr 1839	1839		The Gift for all seasons	1853	2.839483491337038				
