seq	RecordID	RecordTitle	PathID	Title	AlphaPubDate	PubYear	bookauthor	booktitle	bookdate	matchquality	isfiction	howpositive	genresnamed	comments
916	8635510	Memoirs and Adventures of Felice Orsini, written by himself containing Unpublished State Papers of the Roman Court.	20160127191848_00004	The Athenaeum	Aug 29, 1857	1857		Memoirs and adventures of a man of fashion : written by himself, including anecdotes of many celebrated persons with whom he had intercourse and connexion ... in three volumes	1835	2.3090487674169347				
917	5271091	The Deerslayer.	20160128000123_00003	The Literary gazette : A weekly journal of literature, science, and the fine arts	Sep 11, 1841	1841	Cooper, James Fenimore	The deerslayer	1854	2.203333333333333				
918	9142682	The Life and Correspondence of the late Robert Southey, &c. &c. Vol. II.	20160127190414_00004	The Athenaeum	Jan 19, 1850	1850	Southey, Robert	The life and correspondence of Robert Southey	1855	2.782674595182148				
919	2458911	THE VILLAGE ON THE CLIFF.	20160127184845_00001	Fortnightly review, May 1865-June 1934	Apr 1867	1867	Ritchie, Anne Thackeray	The village on the cliff	1867	2.8956410256410257				
920	8750634	Grimm's Household Tales.	20160127191545_00013	The Athenaeum	Jan 17, 1885	1885	Grimm, Jacob	Grimm's household tales, with the author's notes	1884	2.6240766236520057				
921	8806169	The Barber's Chair, and the Hedgehog Letters.	20160127191335_00001	The Athenaeum	Aug 22, 1874	1874	Jerrold, Douglas William	The barber's chair, and the hedgehog letters	1874	3.741232492997199				
922	8199505	Henry de Pomeroy; or, the Eve of St. John: a Legend of Cornwall and Devon.	20160127192510_00019	The Gentleman's Magazine: and historical review, July 1856-May 1868	May 1842	1842	Bray, (Anna Eliza), Mrs	Henry de Pomeroy, or, The Eve of St. John : a legend of Cornwall and Devon	1846	2.6830470763746965				
923	3227714	TWO O'CLOCK COURAGE.	20160127185900_00007	The Bookman	Dec 1934	1934	Burgess, Gelett	Two o'clock courage	1934	2.7574127036913865				
924	4854836	CRUMBS FROM A SPORTSMAN'S TABLE.	20160127230454_00006	The Reader,  1863-1867	Sep 23, 1865	1865	Clarke, Charles	Crumbs from a sportsman's table	1865	3.4002691511387164				
925	6111461	GASTON DE LATOUR.	20160127232631_00001	Macmillan's magazine,  1859-1907	Jun 1888	1888	Pater, Walter	Gaston de Latour : an unfinished romance	1896	2.169180655062118				
926	4416501	ROWLAND BRADSHAW.	20160127193123_00003	New monthly magazine and humorist, Jan. 1837-Dec. 1852	Dec 1847	1847	Hall, Thomas	Rowland Bradshaw	1848	2.8000000000000003				
927	3213347	CRESCENDO.	20160127185249_00003	The Bookman	Apr 1929	1929	Bellamannn, Henry	Crescendo	1928	2.203333333333333				
928	5080731	SKETCHES FROM LIFE.	20160127235106_00007	Leader and Saturday analyst, Jan. 7-June 30, 1860	Mar 15, 1851	1851	Martineau, Harriet	Sketches from life	1856	2.4891427207279437				
929	8933013	Shorty McCabe.	20160127192715_00011	The Athenaeum	Feb 15, 1908	1908	Ford, Sewell	Shorty McCabe	1906	2.4661111111111107				
930	3228357	FAREWELL, MISS JULIE LOGAN: A Wintry Tale.	20160127190105_00008	The Bookman	Dec 1932	1932	Barrie, J. M. (James Matthew)	Farewell, Miss Julie Logan, a wintry tale	1932	3.4992473571749887				
931	6814690	THE GENTLEMAN FROM INDIANA.	20160127192405_00018	The Academy, 1869-1902, 0269-333X	Mar 24, 1900	1900	Tarkington, Booth	The gentleman from Indiana	1899	3.0421037073531223				
932	3288330	HIGHWAYS AND BYWAYS IN CAMBRIDGE AND ELY.	20160127185352_00004	The Bookman	Dec 1910	1910	Johnson, Clifton	Highways and byways of the South	1904	2.2884571428571427				
933	4083395	THE TOWER OF LONDON.	20160127190414_00004	The Review of reviews	Apr 1902	1902	Ainsworth, William Harrison	The Tower of London	1900	2.503212341197822				
934	3219722	SONG OF THE WHEATFIELDS.	20160127183323_00005	The Bookman	Jun 1931	1931	Móra, Ferenc	Song of the wheatfields	1930	2.9772222222222213				
935	9079816	The Position of Peggy Harper.	20160127192200_00007	The Athenaeum	Sep 23, 1911	1911	Merrick, Leonard	The position of Peggy	1911	2.4057331200620427				
936	8713173	An Elementary Treatise on Algebra.	20160127191848_00004	The Athenaeum	Dec 18, 1875	1875	Heather, John Fry	An elementary treatise on descriptive geometry	1851	2.7457142857142856				
937	3239669	THE BUD OF THE SPRING.	20160127190825_00015	The Bookman	Apr 1932	1932	McHugh, Mary Frances	The bud of the spring	1932	2.76123595505618				
938	6846190	The Garden of Resurrection.	20160127190927_00008	The Academy and literature, 1910-1914	Jun 17, 1911	1911	Thurston, E. Temple (Ernest Temple)	The garden of resurrection;	1911	2.4703092783505154				
939	8734268	A Faithful Lover.	20160127192303_00008	The Athenaeum	Jun 17, 1882	1882	Macquoid, Katharine S	A faithful lover	1882	2.4268321513002364				
940	6803337	A Rose of Yesterday.	20160127191440_00012	The Academy, 1869-1902, 0269-333X	Jun 12, 1897	1897	Crawford, F. Marion (Francis Marion)	A rose of yesterday	1897	2.541590909090909				
941	8532137	Kate Byrne.	20160128005912_00009	Examiner	Nov 14, 1874	1874	Taylor, S. Howard	Kate Byrne	1874	2.2861904761904763				
942	2443325	A SHEPHERD'S LIFE.	20160127184036_00013	The English review,  1908-1937	Mar 1911	1911	Hudson, W. H. (William Henry)	A shepherd's life;	1911	2.1209115646258505				
943	3319691	THE WILD BODY: A SOLDIER OF HUMOUR AND OTHER STORIES.	20160127183934_00012	The Bookman	Mar 1928	1928	Lewis, Wyndham	The wild body; A soldier of humour, and other stories	1927	2.6472084656084656				
944	3249644	THE GOLDEN ARROW.	20160127185352_00004	The Bookman	Dec 1930	1930	Webb, Mary Gladys Meredith	The golden arrow	1928	2.402827380952381				
945	3173550	THE SEEKER.	20160127190618_00013	The Bookman	May 1905	1905	Wilson, Harry Leon	The seeker	1904	2.11				
946	3172195	LIKE ANOTHER HELEN.	20160127185352_00004	The Bookman	Sep 1899	1899	Horton, George	Like another Helen	1901	2.694998056527292				
947	3163126	FRATERNITY.	20160127184845_00001	The Bookman	May 1909	1909	Galsworthy, John	Fraternity	1909	2.16				
948	8915234	The Evolution of Katherine.	20160127191848_00004	The Athenaeum	Mar 16, 1907	1907	Thurston, E. Temple (Ernest Temple)	The evolution of Katherine	1913	2.7925396825396827				
949	3171490	THE TWELFTH HOUR.	20160127191234_00017	The Bookman	Aug 1907	1907	Leverson, Ada	The twelfth hour	1907	2.5770270270270266				
950	8976465	They that Sit in Darkness.	20160127192157_00006	The Athenaeum	Jul 31, 1897	1897	Mackie, John	They that sit in darkness. A story of the Australian Never-Never	1897	3.1144588214722853				
951	5249351	Father Connell.	20160127230759_00009	The Literary gazette : A weekly journal of literature, science, and the fine arts	Jul 2, 1842	1842	Banim, John	Father Connell	1842	2.4963157894736843				
952	2455111	THE COAT WITHOUT SEAM.	20160127190413_00011	The English review,  1908-1937	Apr 1929	1929	Baring, Maurice	The coat without seam	1929	3.0625				
953	5851767	Aglavaine and Selysette.	20160127231312_00003	The National observer, and British review of politics, economics, literature, science, and art	Jul 17, 1897	1897	Maeterlinck, Maurice	Aglavaine and Selysette	1911	3.0966666666666667				
954	8912230	Jane Cable.	20160127192053_00005	The Athenaeum	Jul 6, 1907	1907	McCutcheon, George Barr	Jane Cable	1906	2.149209726443769				
955	9020675	Past, Present, and Future.	20160127192611_00010	The Athenaeum	May 11, 1850	1850		Past, present, and future	1850	3.2678571428571432				
956	5243083	Vandeleur; or, Animal Magnetism.	20160127231005_00012	The Literary gazette : A weekly journal of literature, science, and the fine arts	Sep 24, 1836	1836	Mme.] [Pisani, Marianna	Vandeleur; or, Animal magnetism. A novel	1836	3.2052380952380948				
957	4997736	VOYAGES AND TRAVELS.	20160127234659_00002	The Critic	Oct 15, 1853	1853		Voyages and travels	1838	2.481742424242424				
958	3206146	THE WHITE WOLF.	20160127190515_00012	The Bookman	Dec 1921	1921	Gregor, Elmer Russell	The White Wolf	1921	2.2974752475247526				
959	8509083	Exeter Hall.	20160128003325_00006	Examiner	Nov 7, 1868	1868	McDonnell, William	Exeter hall	1873	2.3938596491228066				
960	8505532	Three Wives.	20160128010019_00011	Examiner	Oct 24, 1868	1868	Stretton, Julia Cecilia	Three wives	1868	2.1900705645161294				
961	3185576	THE WORKS OF OSCAR WILDE.	20160127183526_00007	The Bookman	Mar 1910	1910	Wilde, Oscar	The works of Oscar Wilde	1909	2.891508794236067				
962	3238043	CHARLOTTE'S ROW.	20160127190207_00009	The Bookman	Jun 1931	1931	Bates, H. E. (Herbert Ernest)	Charlotte's row	1931	2.626666666666667				
963	3211467	THE PILGRIM'S PROGRESS.	20160127191234_00017	The Bookman	Dec 1919	1919	Bunyan, John	The pilgrim's progress ; and The life & death of Mr. Badman	1928	2.2477426927002133				
964	9448923	Leaves from the Note-Book of a Chief of Police.	20160127193122_00012	The Athenaeum	Dec 17, 1864	1864	Brampton, James	Leaves from the note-book of a New York detective	1865	2.8810418375717797				
965	4987576	The Oath of Allegiance.	20160127235106_00007	Critic, 1844-1847	Dec 11, 1847	1847	Rolfe, Ann	The oath of allegiance	1847	2.951111111111111				
966	2450678	THE SPANISH FARM TRILOGY, 1914-18.	20160127191338_00018	The English review,  1908-1937	Apr 1927	1927	Mottram, R. H. (Ralph Hale)	The Spanish farm trilogy, 1914-1918	1930	2.8030360337337084				
967	8966493	A Freelance in Kashmir.	20160127191542_00003	The Athenaeum	Mar 13, 1915	1915	MacMunn, George Fletcher	A freelance in Kashmir;	1914	2.416493827160494				
968	2464938	ROBERT DALBY AND HIS WORLD OF TROUBLE.	20160127191234_00017	Fortnightly review, May 1865-June 1934	Jan 1, 1866	1866	Merritt, Henry	Robert Dalby and his world of troubles : being the early days of a connoisseur	1866	3.2073223013545595				
969	8865054	The Giant's Robe.	20160127192510_00019	The Athenaeum	May 31, 1884	1884	Anstey, F	The giant's robe	1884	2.6166666666666667				
970	6191148	Tales of Woman's Trials.	20160127232936_00002	The Metropolitan magazine,  1833-1840	Jan 1835	1835	Hall, S. C., Mrs	Tales of woman's trials	1835	2.8443832391713753				
971	8972713	The Rocks of Valpre.	20160127193122_00012	The Athenaeum	Mar 28, 1914	1914	Dell, Ethel M. (Ethel May)	The rocks of Valpré	1913	2.1232215647600263				
972	9236562	Laura Erle.	20160127192157_00006	The Athenaeum	Dec 6, 1873	1873		Laura Erle	1873	2.4354901960784314				
973	4214136	CAPTURED BY CANNIBALS.	20160127192201_00017	The Universal review	Dec 1889	1889	Hatton, Joseph	Captured by cannibals; some incidents in the life of Horace Durand	1889	2.167492598277217				
974	5169139	Memoirs and Adventures of Sir William Kirkaldy of Grange Blackwood.	20160127234659_00002	The Literary gazette : A weekly journal of literature, science, and the fine arts	Dec 16, 1848	1848		Memoirs and adventures of a man of fashion : written by himself, including anecdotes of many celebrated persons with whom he had intercourse and connexion ... in three volumes	1835	2.45565511307768				
975	3206926	THIS OLD MAN.	20160127191441_00019	The Bookman	Aug 1925	1925	Bone, Gertrude Helena Dodd, Lady	This old man	1925	2.3528668340763854				
976	8545720	THE TRAGIC COMEDIANS.	20160128002306_00010	Examiner	Feb 5, 1881	1881	Meredith, George	The tragic comedians	1896	2.6314285714285712				
977	6748736	The Life and Letters of Sam el Wells Williams: Missionary, Diplomatist, Sinologist.	20160127190003_00001	The Academy, 1869-1902, 0269-333X	Mar 23, 1889	1889	Elisabeth	The life and letters of Madame ??lisabeth de France	1901	2.1382847826086957				
978	2443817	AARON'S ROD.	20160127183527_00008	The English review,  1908-1937	Aug 1922	1922	Lawrence, D. H. (David Herbert)	Aaron's rod	1922	2.583333333333333				
979	3181021	THE RECKONING.	20160127190413_00011	The Bookman	Feb 1906	1906	Chambers, Robert W. (Robert William)	The reckoning	1905	2.155				
980	6175630	The Inner Life of the House of Commons.	20160128003428_00007	The National observer, and British review of politics, economics, literature, science, and art	May 8, 1897	1897	Madame, Carette	The inner life of the court of the Tuileries	1889	2.3875552221843392				
981	6802233	THE MILLIONAIRE MYSTERY.	20160127191130_00009	The Academy, 1869-1902, 0269-333X	Jun 22, 1901	1901	Hume, Fergus	The millionaire mystery	1901	2.6730486944248413				
982	8903175	The Tenderfoot.	20160127191848_00004	The Athenaeum	Sep 2, 1905	1905	Sheppard, W. J	The tenderfoot	1906	2.1533333333333333				
983	8405366	A Letter to the Right Hon. Sir J. Hobhouse, President of the Board of Control, on the Baggage of the Indian Army.	20160128000429_00007	Examiner	Feb 24, 1849	1849	pseud. Fabius	A letter to the Right Hon. Lord Byron, protesting against the immolation of Gray, Cowper, & Campbell, at the shrine of Pope	1821	2.678589743589744				
984	8903336	The Voyage of the Arrow.	20160127192407_00009	The Athenaeum	Sep 29, 1906	1906	Hains, T. Jenkins (Thornton Jenkins)	The voyage of the Arrow : to the China Seas ; its adventures and perils, including its capture by Sea Vultures from the Countess of Warwick, as set down by William Gore, Chief Mate	1906	2.48919600415924				
985	4451270	Hungarian Sketches in Peace and War.	20160127192508_00001	Tait's Edinburgh magazine	Nov 1854	1854	Jókai, Mór	Hungarian sketches in peace and war	1854	3.2066037959755835				
986	8732393	The Garden of Eden.	20160127191542_00003	The Athenaeum	Feb 4, 1882	1882	Howard, Blanche Willis	The garden of Eden	1900	2.141996779388084				
987	8983258	The Hour and the Man: a Historical Romance.	20160127192715_00011	The Athenaeum	Dec 5, 1840	1840	Martineau, Harriet	The hour and the man. A historical romance	1841	2.6547431688878502				
988	2443018	THE ODYSSEY OF AN OUT-OF-WORK.	20160127185047_00002	The English review,  1908-1937	Sep 1931	1931	Horsley, Terence	The Odyssey of an out-of-work	1931	3.0959649122807016				
989	9032251	The Iris: an Illuminated Souvenir, for 1842.	20160127183121_00003	The Athenaeum	Dec 20, 1851	1851		The Iris: an illuminated souvenir for MDCCCLII	1852	3.5266666666666664				
990	9148654	The Various Writings of Cornelius Mathews.	20160127193122_00012	The Athenaeum	Mar 23, 1844	1844	Mathews, Cornelius	The various writings of Cornelius Mathews	1843	3.421204481792717				
991	9434442	Adventures in the Far Interior of South Africa, including a Journey to Lake Ngami, and Rambles in Honduras: to which is appended a Short Treatise on the Best Mode of Skinning and Preserving Birds, Animals, &c.; also, Receipts for making Preservatives.	20160127191439_00002	The Athenaeum	Aug 11, 1866	1866		My adventures in the far west	1862	2.1324030030030032				
992	8254244	Tales of popular Fiction.	20160127192159_00016	The Gentleman's Magazine: and historical review, July 1856-May 1868	Jul 1834	1834	Keightley, Thomas	Tales and popular fictions;	1834	2.2268438983282506				
993	5846571	Arthur Coningsby.	20160128002305_00009	The Metropolitan magazine,  1833-1840	Feb 1833	1833	Sterling, John	Arthur Coningsby	1833	2.4829365079365084				
994	3326963	THE MAN WITHIN.	20160127185047_00002	The Bookman	Jul 1929	1929	Greene, Graham	The man within	1929	2.3155659435417992				
995	8631809	Beyminstre.	20160127191542_00003	The Athenaeum	Apr 26, 1856	1856	Wallace, Ellen	Beyminstre	1856	2.243333333333333				
996	8501987	EXETER HALL.	20160128001855_00004	Examiner	Mar 5, 1870	1870	McDonnell, William	Exeter hall	1873	2.3943223443223443				
997	5257604	A Book of the Passions.	20160127230657_00008	The Literary gazette : A weekly journal of literature, science, and the fine arts	Dec 8, 1838	1838	James, G. P. R. (George Payne Rainsford)	A book of the passions	1839	2.59				
998	8793124	Max Havelaar; or, the Coffee Auctions of the Dutch Trading Company.	20160127192159_00016	The Athenaeum	Aug 8, 1868	1868	Multatuli	Max Havelaar; or, The coffee auctions of the Dutch trading company	1868	4.106428571428571				
999	5250424	The Peasant and the Prince.	20160127230149_00002	The Literary gazette : A weekly journal of literature, science, and the fine arts	Jun 12, 1841	1841	Martineau, Harriet	The peasant, and The prince	1857	2.343721212121212				
