seq	RecordID	RecordTitle	PathID	Title	AlphaPubDate	PubYear	bookauthor	booktitle	bookdate	matchquality	isfiction	howpositive	genresnamed	comments
1100	4701678	"The Heiress of Bruges, by the Author of ""High-ways and By-ways,"" i. e. Thomas C. Grattan, Esq. 4 vols. 12mo."	20160127230555_00007	Monthly magazine, or, British regster, Feb. 1800-June 1836	Nov 1830	1830	Grattan, Thomas Colley	The heiress of Bruges	1830	2.4828629794499664				
1101	4375018	THE ETHICS OF THE DUST.	20160127192713_00002	The London review of politics, society, literature, art, and science	Mar 10, 1866	1866	Ruskin, John	The ethics of the dust : or Elements of crystallization	1880	2.533577787837633				
1102	8564600	Adventures of a Young Naturalist.	20160128002510_00012	Examiner	Nov 5, 1870	1870	Biart, Lucien	Adventures of a young naturalist	1871	3.067096228239845				
1103	6855533	Daphne in the Fatherland.	20160127191949_00014	The Academy and literature, 1910-1914	Aug 31, 1912	1912	Topham, Anne	Daphne in the Fatherland	1913	2.9037662337662336				
1104	3434210	THE STANDARD BEARER.	20160127190105_00008	Cosmopolis	Jun 1898	1898	Crockett, S. R. (Samuel Rutherford)	The standard bearer	1898	2.836666666666667				
1105	5141692	The Queen's Poisoner; or, France in the Sixteenth Century.	20160127234801_00004	The Literary gazette : A weekly journal of literature, science, and the fine arts	May 15, 1841	1841	Costello, Louisa Stuart	The queen's poisoner; or, France in the sixteenth century. : A romance	1841	3.4092063492063494				
1106	8753561	Poor Nellie.	20160127190619_00006	The Athenaeum	Oct 22, 1887	1887		Poor Nellie	1887	2.3922413793103448				
1107	2867278	THE BOY'S COUNTRY BOOK.	20160127190825_00015	New sporting magazine	Feb 1839	1839	Howitt, William	The boy's country book	1840	2.7528571428571427				
1108	2449372	DARK HESTER.	20160127185900_00007	The English review,  1908-1937	Jun 1929	1929	Sedgwick, Anne Douglas	Dark Hester	1929	2.3014778325123157				
1109	8890258	Will Watch; from the Autobiography of a British Officer.	20160127192407_00009	The Athenaeum	Nov 15, 1834	1834	Neale, W. Johnson (William Johnson)	Will watch : from the auto-biography of a British officer	1835	2.2946080822403405				
1110	9111432	His Royal Happiness.	20160127191439_00002	The Athenaeum	Jan 30, 1915	1915	Duncan, Sara Jeannette	His Royal Happiness	1914	2.7489732475764352				
1111	3202249	LETTERS FROM LA-BAS.	20160127185352_00004	The Bookman	Apr 1914	1914	Hayward, Rachel	Letters from Là-Bas	1914	2.1568696895195902				
1112	6787078	Sixty Years of Recollections.	20160127190414_00004	The Academy, 1869-1902, 0269-333X	Sep 9, 1893	1893	Legouvé, Ernest	Sixty years of recollections	1893	2.928528880340386				
1113	6809471	THE FAITH OF ROBERT LOUIS STEVENSON.	20160127190722_00007	The Academy and literature, 1902-1905	May 30, 1903	1903	Stevenson, Robert Louis	The works of Robert Louis Stevenson	1904	2.137855454238433				
1114	4927433	GREAT EXPECTATIONS.	20160127230149_00002	Sharpe's London magazine of entertainment and instruction for general reading	Oct 1861	1861	Dickens, Charles	Great expectations	1850	2.365				
1115	2487245	THE SWEET CHEAT GONE,	20160127183832_00011	Fortnightly review, May 1865-June 1934	Nov 1930	1930	Proust, Marcel	the sweet cheat gone	1949	2.6045378151260503				
1116	6757589	As a Watch in the Night.	20160127192159_00016	The Academy, 1869-1902, 0269-333X	Nov 17, 1900	1900	Praed, Campbell, Mrs	As a watch in the night;	1901	2.2797536053805856				
1117	5131767	A Vindication of the South Sea Missionaries from the Misrepresentations of Otto Von Kotzebue, Captain of the Russian Navy.	20160127231005_00012	The Literary gazette : A weekly journal of literature, science, and the fine arts	Aug 13, 1831	1831	pseud. Philo-Milton	"A vindication of the Paradise lost from the charge of exculpating ""Cain"", a mystery"	1822	2.2686798771121346				
1118	9042812	The Songstresses of Scotland.	20160127192303_00008	The Athenaeum	Jul 8, 1871	1871	Tytler, Sarah	The songstresses of Scotland	1871	3.043333333333333				
1119	3219031	ANN AND HER MOTHER.	20160127183527_00008	The Bookman	Sep 1922	1922		Ann and her mother	1922	2.7364875427454813				
1120	9003780	Narratives of Remarkable Criminal Trials.	20160127191335_00001	The Athenaeum	Mar 28, 1846	1846	Feuerbach, Paul Johann Anselm	Narratives of remarkable criminal trials	1846	3.4167821067821067				
1121	5863161	Adrian; or, the Clouds of the Mind, A Romance.	20160127231618_00005	The New quarterly review and digest of current literature, British, American, French, and German	Jul 1852	1852	James, G. P. R. (George Payne Rainsford)	Adrian, or, The clouds of the mind	1851	2.6577904761904763				
1122	6771690	A KNIGHT OF THE NETS.	20160127190414_00004	The Academy, 1869-1902, 0269-333X	Nov 6, 1897	1897	Barr, Amelia Edith Huddleston	A knight of the nets	1896	2.666555772994129				
1123	9133732	CHRISTMAS BOOKS.	20160127192715_00011	The Athenaeum	Nov 17, 1888	1888	Thackeray, William Makepeace	Christmas books	1896	2.24515710832784				
1124	6838342	Brazenhead the Great.	20160127191949_00014	The Academy and literature, 1910-1914	Apr 15, 1911	1911	Hewlett, Maurice Henry	Brazenhead the Great	1911	2.846622807017544				
1125	5214785	The Premier.	20160127231108_00013	The Literary gazette : A weekly journal of literature, science, and the fine arts	Mar 19, 1831	1831	Mudford, William 1782-1848	The premier	1831	2.15				
1126	8870236	The Things that Count.	20160127192713_00002	The Athenaeum	Dec 15, 1900	1900	Tompkins, Elizabeth Knight	The things that count	1900	2.576333789329685				
1127	8318940	The Parricide.	20160127192407_00009	The Gentleman's Magazine: and historical review, July 1856-May 1868	Apr 1836	1836	Reynolds, Frederic Mansel	The parricide	1836	2.23				
1128	5213527	A Circumstantial Narrative of the Wreck of the Rothsay Castle Steam-Packet, &c.	20160127230454_00006	The Literary gazette : A weekly journal of literature, science, and the fine arts	May 18, 1833	1833	Adshead, Joseph	A circumstantial narrative of the wreck of the Rothsay Castle steam packet	1834	3.3072222222222223				
1129	8854700	Phases of an Inferior Planet.	20160127192200_00007	The Athenaeum	Oct 29, 1898	1898	Glasgow, Ellen Anderson Gholson	Phases of an inferior planet [a novel]	1898	3.4969047619047617				
1130	8414615	The Last of the Fairies.	20160128004443_00001	Examiner	Jan 22, 1848	1848	James, G. P. R. (George Payne Rainsford)	The last of the fairies	1838	2.7055952380952384				
1131	5236826	Narrative of a Journey from Lima to Para, &c.	20160127230454_00006	The Literary gazette : A weekly journal of literature, science, and the fine arts	Jul 23, 1836	1836	Louis	Narrative of a journey to Brussels and Coblentz, 1791	1823	2.1429262515262515				
1132	3157778	TAKEN FROM THE ENEMY.	20160127183526_00007	The Bookman	Dec 1892	1892	Newbolt, Henry John, Sir	Taken from the enemy	1892	2.758294149608924				
1133	8693608	Life and Adventures of Count Beugnot, Minister of State under Napoleon I.	20160127190414_00004	The Athenaeum	Aug 5, 1871	1871	Williams, James	Life and adventures of James Williams, a fugitive slave, with a full description of the Underground railroad	1873	2.220529568884724				
1134	8582165	Exeter Hall.	20160128002916_00002	Examiner	Sep 12, 1868	1868	McDonnell, William	Exeter hall	1873	2.3938596491228066				
1135	8694511	Erewhon; or, Over the Range.	20160127192159_00016	The Athenaeum	Apr 20, 1872	1872	Butler, Samuel	Erewhon, or, Over the range	1872	2.7084115942028983				
1136	3194650	A BED OF ROSES.	20160127183832_00011	The Bookman	May 1911	1911	George, Walter Lionel	A bed of roses	1911	2.389047619047619				
1137	6116058	Specimens of the Table Talk of the late Samuel Taylor Coleridge.	20160128001241_00001	The Metropolitan magazine,  1833-1840	Jun 1835	1835	Coleridge, Samuel Taylor	Specimens of the table talk of Samuel Taylor Coleridge	1836	3.07978021978022				
1138	6654529	Kate Carnegie and Those Ministers.	20160127190619_00006	The Academy, 1869-1902, 0269-333X	Nov 21, 1896	1896	Maclaren, Ian	Kate Carnegie and those ministers	1896	3.4526785714285717				
1139	4415418	MASSANIELLO.	20160127192713_00002	New monthly magazine and humorist, Jan. 1837-Dec. 1852	Aug 1842	1842	MacCarthy, Daniel	Massaniello	1842	2.2				
1140	4441265	The Works of Daniel De Foe; with a Memoir of his Life and Writings.	20160127224123_00002	Tait's Edinburgh magazine	Feb 1841	1841	Defoe, Daniel	The works of Daniel De Foe : with a memoir of his life and writings	1840	2.8307867514704244				
1141	8975506	Incidents of Travel in Central America, Chiapas, and Yucatan.	20160127193122_00012	The Athenaeum	Aug 7, 1841	1841	Stephens, John L	Incidents of travel in Egypt, Arabia Petræa, and the Holy Land	1843	2.4194136200716847				
1142	8754077	Marmion: a Tale of Flodden Field.	20160127192200_00007	The Athenaeum	Nov 5, 1887	1887	Scott, Walter, Sir	Marmion; a tale of Flodden Field	1887	2.910692261904762				
1143	6845224	From Paleolith to Motor-car; or Heasham Tales.	20160127183628_00009	The Academy, 1905-1910	Jun 2, 1906	1906	Lowerison, Harry	From Paleolith to motor car; or, Heacham tales	1906	2.800017405342837				
1144	8203937	The Country Curate.	20160127190516_00005	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Jul 1831	1831	Gleig, G. R. (George Robert)	The country curate	1830	2.55				
1145	6817479	The Works of William Shakespeare.	20160127191545_00013	The Academy, 1905-1910	Mar 2, 1907	1907	Shakespeare, William	The works of William Shakspere	1897	2.8061405436573654				
1146	8841926	The Long Vacation.	20160127192200_00007	The Athenaeum	Apr 4, 1896	1896	Yonge, Charlotte M. (Charlotte Mary)	The long vacation	1901	2.3556565656565662				
1147	4851607	GOETHE'S CORRESPONDENCE WITH CARL AUGUST.	20160127230555_00007	The Reader,  1863-1867	Aug 1, 1863	1863	Arnim, Bettina von	Goethe's correspondence with a child	1841	2.4950140056022407				
1148	8923620	At the Sign of the Peacock.	20160127192200_00007	The Athenaeum	Nov 24, 1906	1906	Reed, Myrtle	At the sign of the Jack o' Lantern	1905	2.1408358836206896				
1149	8991880	Narrative of a Voyage round the World, including Details of the Naval Operations in China, &c. from 1836 to 1842.	20160127193122_00012	The Athenaeum	Feb 25, 1843	1843	Macdouall, John	Narrative of a voyage to Patagonia and Terra del Fuégo : through the Straits of Magellan, in H.M.S. Adventure and Beagle, in 1826 and 1827	1833	2.210555844155844				
1150	3206761	THE SINGING CAPTIVES.	20160127191234_00017	The Bookman	Jan 1922	1922	Jones, E. B. C. (Emily Beatrix Coursolles)	The singing captives	1922	2.6938235294117647				
1151	6242698	Agatha Beaufort; or, Family Pride.	20160128002201_00008	The New quarterly review and digest of current literature, British, American, French, and German	Apr 1852	1852	Ellis, Sarah Stickney	Agatha Beaufort; or, Family pride	1852	3.392275132275132				
1152	8758090	Royalty Restored; or, London under Charles II.	20160127191335_00001	The Athenaeum	Nov 14, 1885	1885	Molloy, J. Fitzgerald (Joseph Fitzgerald)	Royalty restored : or, London under Charles II	1885	3.1259639106957726				
1153	3187553	AUNT JANE OF KENTUCKY.	20160127185249_00003	The Bookman	Oct 1909	1909	] [Obenchain, Eliza Caroline Calvert, Mrs	Aunt Jane of Kentucky	1907	2.8659604267238814				
1154	8985937	The Diary of a Freshman.	20160127191335_00001	The Athenaeum	Dec 14, 1901	1901	Flandrau, Charles Macomb	The diary of a freshman	1901	2.7005882352941173				
1155	6841384	A Mountain Europa.	20160127192155_00015	The Academy, 1905-1910	Feb 3, 1906	1906	Fox, John	A mountain Europa	1899	2.6387179487179493				
1156	5111497	FRANCE BEFORE THE REVOLUTION.	20160128000429_00007	Leader and Saturday analyst, Jan. 7-June 30, 1860	Aug 9, 1856	1856	Bungener, Félix	France before the revolution; or, Priests, infidels, and Huguenots in the reign of Louis XV	1854	2.6353968253968256				
1157	6806959	Tom Gerrard.	20160127192510_00019	The Academy, 1905-1910	Aug 19, 1905	1905	Becke, Louis	Tom Gerrard	1904	2.4940860215053764				
1158	8666945	A Golden Heart: a Novel.	20160127192715_00011	The Athenaeum	Aug 10, 1867	1867	Hood, Tom	A golden heart : a novel	1867	2.11255455741449				
1159	3170565	IN A NORTH COUNTRY VILLAGE.	20160127185352_00004	The Bookman	Dec 1896	1896	Francis, M. E	In a North country village	1893	2.7946898648425367				
1160	4990429	Pencillings by the Way.	20160127230453_00005	The Critic	Jun 15, 1852	1852	Willis, Nathaniel Parker	Pencillings by the way: written during some years of residence and travel in France, Italy, Greece, Asia Minor, Turkey and England	1844	2.3405222322820785				
1161	8988464	The Heart's Highway.	20160127191335_00001	The Athenaeum	Oct 20, 1900	1900	Freeman, Mary Eleanor (Wilkins), Mrs	The heart's highway	1904	2.47				
1162	3188964	ROMANCE OF THE FRENCH ABBEYS.	20160127185454_00005	The Bookman	Dec 1905	1905	Champney, Elizabeth W. (Elizabeth Williams)	Romance of the French abbeys	1905	3.2001424867385047				
1163	3215415	THREE LOVING LADIES.	20160127183628_00009	The Bookman	Aug 1921	1921	Dowdall	Three loving ladies	1921	2.771936026936027				
1164	8417230	Mary Schweidler, the Amber Witch.	20160128010120_00006	Examiner	Aug 10, 1844	1844	Meinhold, Wilhelm	Mary Schweidler, the amber witch : the most interesting trial for witchcraft ever known. Printed from an imperfect manuscript by her father, Abraham Schweidler	1844	3.5266666666666664				
1165	3727056	BEHIND THE SCENES.	20160127185249_00003	The London journal, and weekly record of literature, science, and art, Mar. 1845-Apr. 1906	Jul 8, 1854	1854	Lytton, Rosina Doyle (Wheeler) Bulwerlytton	Behind the scenes	1854	2.4586274509803925				
1166	6426279	THE ILIAD OF HOMER.	20160128003428_00007	Time	Dec 1886	1886	Homer	The Iliad of Homer;	1884	2.4006260375854973				
1167	9450847	English Women of Letters: Biographical Sketches.	20160127191848_00004	The Athenaeum	Oct 25, 1862	1862	Kavanagh, Julia	English women of letters: biographical sketches	1862	3.628244949494949				
