seq	RecordID	RecordTitle	PathID	Title	AlphaPubDate	PubYear	bookauthor	booktitle	bookdate	matchquality	isfiction	howpositive	genresnamed	comments
500	4999067	Mademoiselle Mori: a Tale of Modern Rome.	20160127231211_00014	The Critic	Apr 28, 1860	1860	Roberts, Margaret	Mademoiselle Mori : a tale of modern Rome	1862	2.814130066239044				
501	8197352	Henry of Monmouth, or the Field of Agincourt.	20160127192405_00018	The Gentleman's Magazine: and historical review, July 1856-May 1868	Jun 1841	1841	Major. Michel	Henry of Monmouth, or, The field of Agincourt	1841	3.067024297924298				
502	3187924	HAPPY RASCALS.	20160127190721_00014	The Bookman	Nov 1920	1920	Howard, F. Morton	Happy rascals	1922	2.5764912280701755				
503	8525567	LOST FOR LOVE.	20160128003325_00006	Examiner	Nov 14, 1874	1874	Braddon, M. E. (Mary Elizabeth)	Lost for love	1874	2.2421070650482413				
504	6789530	CHILDREN OF THE BUSH.	20160127192159_00016	The Academy and literature, 1902-1905	Aug 30, 1902	1902	Lawson, Henry	Children of the bush	1902	2.535458668315812				
505	8965624	Romance (The) of Tristan and Iseult, drawn from the Best French Sources and retold by J. Bedier, 2/6 net.	20160127192303_00008	The Athenaeum	Dec 6, 1913	1913		The romance of Tristan & Iseult	1914	2.474446788545543				
506	2435272	THE DEMI-GODS.	20160127191441_00019	The English review,  1908-1937	Jan 1915	1915	Stephens, James	The demi-gods	1921	2.263333333333333				
507	8946861	After Long Waiting.	20160127183222_00004	The Athenaeum	Jan 23, 1897	1897	Nicholson, Jessie L	After long waiting	1897	2.6586056049213944				
508	5018753	The Poor Relation.	20160127231108_00013	The Critic	Jul 3, 1858	1858	Pardoe	The poor relation	1858	2.6194117647058826				
509	3229921	THE SEA AND THE JUNGLE	20160127191129_00016	The Bookman	Dec 1930	1930	Tomlinson, H. M. (Henry Major)	The sea and the jungle	1913	2.266595744680851				
510	3233449	ORPHAN ISLAND.	20160127183730_00010	The Bookman	Jan 1925	1925	Macaulay, Rose, Dame	Orphan Island	1925	2.320579710144928				
511	3271190	TOMMY AND GRIZEL.	20160127191129_00016	The Bookman	Nov 1900	1900	Barrie, J. M. (James Matthew)	Tommy and Grizel	1900	2.645454545454545				
512	3209646	THE LAW OF THE GUN.	20160127183222_00004	The Bookman	Dec 1918	1918	Cullum, Ridgwell	The law of the gun	1918	2.505358851674641				
513	8860688	The Life and Works of the Chevalier Noverre.	20160127190722_00007	The Athenaeum	Sep 30, 1882	1882	Brontë, Charlotte	The life and works of the sisters Brontë	1900	2.247441384950927				
514	3196652	ACTIONS AND REACTIONS IN RUSSIA.	20160127190207_00009	The Bookman	Dec 1917	1917	Kipling, Rudyard	Actions and reactions	1909	2.6839382482671708				
515	8974845	From Opposite Shores.	20160127192407_00009	The Athenaeum	May 30, 1914	1914	Guicciardi-Fiastri, Virginia	From opposite shores, by Virginia Guicciardi-Fiastri, tr. from the Italian by Hèléne Antonelli	1914	2.343096947656846				
516	2879379	THE NATURAL HISTORY AND HABITS OF THE SALMON.	20160127191338_00018	New sporting magazine	Sep 1854	1854	Smith, Albert	The natural history of the ballet-girl	1847	2.2606893081761004				
517	2848795	Hands to Humphrey's Clock. By Jacob Parallel. Part II.	20160127185757_00006	The Mirror of literature, amusement, and instruction, Nov. 1822-June 1847	Jun 26, 1841	1841	Dickens, Charles	Master Humphrey's clock	1840	2.5777777777777784				
518	8776189	Ayesha, the Maid of Kars.	20160127191848_00004	The Athenaeum	May 31, 1834	1834	Morier, James Justinian	Ayesha, the maid of Kars	1834	3.232121212121212				
519	2489073	AGAINST THE SUN.	20160127185900_00007	Fortnightly review, May 1865-June 1934	Oct 1928	1928	Elton, Godfrey Elton, baron	Against the sun	1928	2.352159054615139				
520	6655240	The Devil's Chain.	20160127191130_00009	The Academy, 1869-1902, 0269-333X	Jan 8, 1876	1876	Jenkins, Edward	The devil's chain	1876	2.566923076923077				
521	5141104	The Last Days of Mary Stuart: a Novel.	20160127230657_00008	The Literary gazette : A weekly journal of literature, science, and the fine arts	Apr 24, 1841	1841	Finch, Emily	The last days of Mary Stuart	1841	2.826071428571429				
522	4985104	SAYINGS AND DOINGS OF THE DAY.	20160127230453_00005	The Critic	Aug 15, 1851	1851	Haliburton, Thomas Chandler	The sayings and doings of Samuel Slick, esq.; together with his opinion on matrimony	1858	2.103933333333333				
523	8759450	Frederick Hazzleden.	20160127183222_00004	The Athenaeum	Jun 18, 1887	1887	Westbury, Hugh	Frederick Hazzleden	1887	2.7226315789473685				
524	2493515	THE NARROW CORNER.	20160127190618_00013	Fortnightly review, May 1865-June 1934	Dec 1932	1932	Maugham, W. Somerset, (William Somerset)	The narrow corner	1932	2.52968253968254				
525	4994329	Lucille Belmont.	20160127230904_00011	Critic of books, society, pictures, music and decorative art, 1848-1849	Feb 1, 1849	1849	Lamington, Alexander Dundas Ross Wishart Cochrane-Baillie	Lucille Belmont	1849	2.652857142857143				
526	5002761	Reginald Hastings; or, a Tale of the Troubles in 164-.	20160127231211_00014	The Critic	Apr 15, 1850	1850	Warburton, Eliot	Reginald Hastings : or, A tale of the troubles in 164-	1850	2.3847587140439934				
527	5148516	Sandron Hall; or, The Days of Queen Anne.	20160127231108_00013	The Literary gazette : A weekly journal of literature, science, and the fine arts	Jul 11, 1840	1840	Berkeley, Grantley F. (Grantley Fitzhardinge)	Sandron hall, or, The days of Queen Anne	1840	2.9517817889317888				
528	3244933	A VOYAGE TO PURILIA.	20160127185900_00007	The Bookman	Oct 1930	1930	Rice, Elmer	A voyage to Purilia	1930	2.8241666666666667				
529	2450279	THE NATURE OF A CRIME.	20160127183934_00012	The English review,  1908-1937	Nov 1924	1924	Conrad, Joseph	The nature of a crime	1924	2.599043062200957				
530	3205283	THE KINGDOM ROUND THE CORNER.	20160127190207_00009	The Bookman	Mar 1922	1922	Dawson, Coningsby	The kingdom round the corner-- a novel	1921	2.6537950937950936				
531	3223694	CLARA BARRON.	20160127183323_00005	The Bookman	Dec 1927	1927	O'Higgins, Harvey Jerrold	Clara Barron	1926	2.3920202020202015				
532	4986319	VOYAGES AND TRAVELS.	20160127231108_00013	Critic, 1844-1847	Mar 13, 1847	1847		Voyages and travels	1838	2.580516934046346				
533	5248170	Leila; or, the Siege of Granada: and Calderon, the Courtier.	20160128000328_00006	The Literary gazette : A weekly journal of literature, science, and the fine arts	May 19, 1838	1838	Lytton, Edward Bulwer Lytton, Baron	Leila, or, The siege of Grenada	1838	2.2607666666666666				
534	2723181	Shooting the Rapids.	20160127190413_00011	The Illustrated review : a fortnightly journal of literature, science and art	Jun 1872	1872	Shand, Alexander Innes	Shooting the rapids	1872	2.9144444444444444				
535	2450713	THE PATRICIAN.	20160127180954_00001	The English review,  1908-1937	Apr 1911	1911	Galsworthy, John	The patrician	1911	2.3633333333333333				
536	5809980	The Posthumous Papers of the Pickwick Club, containing a Faithful Record of the Perambulations, Perils, Travels, Adventures, and Sporting Transactions, of the Corresponding Members.	20160127231415_00004	The Metropolitan magazine,  1833-1840	Aug 1836	1836	Dickens, Charles	The posthumous papers of The Pickwick Club	1837	3.73521645021645				
537	5012510	The Countess de Bonneval: her Life and Letters.	20160127230250_00003	The Critic	May 15, 1858	1858	Fullerton, Georgiana Charlotte Seveson-Gower, Lady	The countess de Bonneval	1858	2.4608294390647947				
538	6718461	Prince Otto: a Romance.	20160127191233_00010	The Academy, 1869-1902, 0269-333X	Feb 27, 1886	1886	Stevenson, Robert Louis	Prince Otto; a romance	1886	2.295230852658716				
539	3251446	A HIGHLAND GATHERING.	20160127185454_00005	The Bookman	Oct 1932	1932	Wallace, Harold Frank	A highland gathering : being some leaves from a stalker's diary	1932	2.1595679012345683				
540	8807035	The Star-Gazers.	20160127192200_00007	The Athenaeum	Oct 21, 1893	1893	Fenn, George Manville	The star-gazers	1894	2.276666666666667				
541	6776126	Little Journeys to the Homes of Famous Women.	20160127191440_00012	The Academy, 1869-1902, 0269-333X	Feb 5, 1898	1898	Hubbard, Elbert	Little journeys to the homes of	1890	2.8549288806431665				
542	5208846	Journal of a Tour made by Senor Juan de Vega, the Spanish Minstrel of 1828-9, through Great Britain and Ireland.	20160127230802_00010	The Literary gazette : A weekly journal of literature, science, and the fine arts	Jul 24, 1830	1830	Cochrane, Charles	The journal of a tour made by Señor Juan de Vega [pseud.] the Spanish minstrel of 1828-9, through Great Britain and Ireland, a character assumed by an English gentleman	1830	2.5623499167499166				
543	8719582	HER MAJESTY'S OPERA.	20160127191130_00009	The Athenaeum	Mar 29, 1879	1879		Her Majesty's prisons	1881	2.1035865921787718				
544	3241548	STAYING WITH RELATIONS.	20160127183527_00008	The Bookman	Oct 1930	1930	Macaulay, Rose, Dame	Staying with relations	1930	3.0661904761904757				
545	2456108	THE SILVER THORN.	20160127185900_00007	The English review,  1908-1937	Dec 1928	1928	Walpole, Hugh, Sir	The silver thorn	1935	2.337792642140468				
546	8861256	The Rhymer.	20160127192407_00009	The Athenaeum	Apr 14, 1900	1900	McAulay, Allan	The rhymer	1900	2.243333333333333				
547	8958172	A Vagabond Voyage through Brittany.	20160127191439_00002	The Athenaeum	Nov 13, 1915	1915	Lester, Emma Service	A vagabond voyage through Brittany	1915	3.1560678210678215				
548	6850852	The Man in the Shadow.	20160127183730_00010	The Academy and literature, 1910-1914	Dec 16, 1911	1911	Child, Richard Washburn	The man in the shadow	1911	2.561900990099009				
549	5105860	WESTWARD HO!	20160127231108_00013	Leader and Saturday analyst, Jan. 7-June 30, 1860	May 19, 1855	1855	Kingsley, Charles	Westward ho!	1855	2.3920202020202015				
550	3241725	HERE AND THERE.	20160127190721_00014	The Bookman	Jul 1926	1926	Buckley, Horace Mann	Here and there	1938	2.123472222222222				
551	8971256	The White Lie.	20160127192407_00009	The Athenaeum	Nov 21, 1914	1914	Le Queux, William	The white lie	1915	2.303759573759573				
552	2483003	MISS MOLE,	20160127183934_00012	Fortnightly review, May 1865-June 1934	Oct 1930	1930	Young, E. H. (Emily Hilda)	Miss Mole	1930	2.2216290726817043				
553	6760191	SOME PORTRAITS OF WOMEN.	20160127192201_00017	The Academy, 1869-1902, 0269-333X	Apr 15, 1899	1899	Bourget, P.C.J	Some portraits of women (Voyageuses)	1898	2.551277173913044				
554	6826100	The Princess and the Goblin.	20160127191337_00011	The Academy, 1905-1910	Nov 26, 1910	1910	MacDonald, George	The princess and the goblin	1900	2.761866151866152				
555	4982137	VOYAGES AND TRAVELS.	20160127234700_00003	Critic, 1844-1847	May 1, 1847	1847		Voyages and travels	1838	2.580516934046346				
556	3192735	THE CATFISH.	20160127190721_00014	The Bookman	Apr 1913	1913	Marriott, Charles	The catfish	1913	2.283333333333333				
557	5283800	Researches on the Physical Geography of the Alps, (Untersuchungen uber die Physicalischer Geographic der Alpen, &c.	20160127230250_00003	The Literary gazette : A weekly journal of literature, science, and the fine arts	Feb 8, 1851	1851	Prichard, James Cowles	Researches into the physical history of mankind	1836	2.3210666666666664				
558	3211908	MYSTERY AT GENEVA.	20160127190413_00011	The Bookman	Dec 1922	1922	Macaulay, Rose, Dame	Mystery at Geneva;	1922	2.1432966657588093				
559	6153676	Zohrab, the Hostage.	20160127231210_00002	Metropolitan : a monthly journal of literature, science and the fine arts, 1831-1832	Nov 1832	1832	Morier, James Justinian	Zohrab, the hostage	1832	3.0033333333333334				
560	6825354	Lady Julia's Emerald.	20160127192155_00015	The Academy, 1905-1910	Aug 22, 1908	1908	Wylde, Katharine	Lady Julia's emerald	1908	3.107599018576937				
561	6699609	The Poetical Works of Oliver Wendell Holmes.	20160127190927_00008	The Academy, 1869-1902, 0269-333X	Jan 7, 1882	1882	Holmes, Oliver Wendell	The complete works of Oliver Wendell Holmes	1891	2.2728545275437644				
562	6689266	Cameos from English History.	20160127182915_00001	The Academy, 1869-1902, 0269-333X	Apr 14, 1877	1877		Tales from English history	1866	2.220897272171881				
