author	date	titlewords
richter, hans werner	1950	robert translated defeat
pennoyer, sara (waller), mrs	1937	polly hortense tucker illustrated foreword spadea merchant mcquarrie odlum
hoogstraal, harry	1941	martinson drawings insect stories studies camera melvin
kohl, edith eudora, mrs	1938	drawings voorhies stephen burnt thigh
benchley, robert	1943	williams gluyas beside drawings
rebreanu, liviu	1930	hanged,translated
rebreanu, liviu	1930	translated hangeda novel
gee, j. (joseph)	1919	joseph isaacs chapters david merchant
duchêne, ferdinand	1927	emily algeria thamilla isabelle turtle-dove) newton mountains duchêne translated
mowery, william byron	1929	mercie god's
slocombe, george	1932	dictator edward romance
laughlin, clara e. (clara elizabeth)	1917	highness
zweig, arnold	1933	vriendt
zweig, arnold	1928	german grischa sergeant
zweig, arnold	1930	claudia
showerman, grant	1916	chronicle
wilson, leon	1949	sinners
bianco, margery williams	1934	illustrated torrey helen animals
forsythe, robin	1935	marston murder manor
hale, beatrice forbes-robertson	1916	nest-builder novel frontispiece
shiffrin, abraham b	1937	romance pirate
anderson, c. w. (clarence william)	1941	courage
angelo, valenti	1940	lithographs valley paradise
connolly, james b. (james brendan)	1917	running
lamb, harold	1932	mahal
barnes, djuna	1937	edited plumb drafts version related cheryl
barnes, djuna	1937	eliot
coolidge, grace	1917	tepee neighbors
streeter, edward	1949	gluyas illus williams bride
browne, porter emerson	1917	clarence someone somebody illustrated underwood
kelsey, alice geer	1947	bayley racing dorothy illustrated morse robert
green, henry	1949	loving updike
richards, laura elizabeth howe	1918	daughter
richards, laura elizabeth howe	1921	cyrus blessed
richards, laura elizabeth howe	1923	squire
kieve, rudolph s	1949	sorcerers
huch, ricarda octavia	1931	invincible
paludan, jacob	1928	isabel colbron birds danish translated
vergani, orio	1930	translated nigger hobson italian
larsen, nella	1928	deborah edited mcdowell
amado, jorge	1945	translated foreword violent (terras portuguese putnam samuel
manners-sutton, d. (doris)	1934	congo
harrison, cuthbert woodville	1916	malaya magic
proust, marcel	1922	moncrieff budding grove scott translated
brooke, jocelyn	1949	scapegoat
van keuren, floyd	1942	door[by]
hopkins, william john	1922	blowsl sparm
drummond, hamilton	1920	saints maker
drummond, hamilton	1919	betrayers
wood, clement	1922	nigger
wood, clement	1920	mountain
hawkins, quail	1944	apple illustratorphyllis don't
grant, blanche c. (blanche chloe)	1941	santa doña
heard, adrian	1921	ivory
romański, andrzej c	1948	andrew romanski besterman prisoners blair walter corvin translated taylor
havill, edward	1947	ember novel
thomson, edith	1922	afterglow
townsend, reginald townsend	1927	old-fashioned collection cheerful christmas edited stories yuletide
hayes, nelson	1940	dildo
byrd, sigman	1939	redlander
hayne, coe	1939	indian american novel dance
requa, m. l. (mark lawrence)	1933	time--1874 mining nevada grubstake
haedrich, marcel	1943	foreword katherine barrack woods translated
sabsay, nahum	1931	hurricane
rothermell, fred	1940	ghostland novel
mirza, youel b. (youel benjamin)	1940	stripling
o'connor, jack	1938	southwestern novel
miller, elizabeth york	1917	keller arthur illustrations
lundberg, daniel	1941	extravaganza 'teens
aufricht-ruda, hans	1929	wassermann miall defendant jacob afterword bernard translated
marriott, alice lee	1947	roland stories whitehorse winter-telling illus
brinkley, william	1948	quicksand novel
du maurier, daphne	1934	portrait geralda
lockridge, richard	1949	taste
davenport, gwen	1947	belvedere novel
price, willard	1941	novel barbarian
bayliss, marguerite f. (marguerite farlee)	1944	bolinvars
thompson, mary wolfe	1935	moccasins illustrated richard rodgers trail
henriot, emile	1926	translated longan aricie stuart
balint, emery	1927	louis hungarian rittenberg translated alpha
hoffman, marie e	1920	lindy
majdalany, f. (fred)	1946	monastery
thurston, mabel nelson	1917	sarah caswell illustrations
rideout, henry milner	1927	tales
rideout, henry milner	1918	cowrie
rideout, henry milner	1923	barbry
gregory, sacha	1919	yellowleaf
paull, grace	1946	breakfast pancakes
paull, grace	1941	patch raspberry
field, louise maunsell	1917	laugh howitt novel newton frontispiece
purcell, patrick a	1946	quiet
fleuron, svend	1933	horses iceland translated danish
chambliss, w. c. (william c.)	1944	boomerang
gould, elizabeth lincoln	1914	ralph boyer illustrated cap'n
freitag, george h	1947	novel
freuchen, peter	1935	jusztis translation ivalu edward eskimo janos ehrich
nels, jacques	1948	meanstr halperin elaine
easton, robert olney	1943	haslam california foreword novel gerald schaefer ranch
crosbie, mary	1929	fires rekindled
clancy, louise marks breitenbach, mrs	1920	novel christine
jackson, charles tenney	1922	sazarac
colby, stoddard benham	1946	mckay dorothy illustrated sprout scholar
farnol, john jeffrey	1923	comedy romantic dering
phillips, thomas hal	1950	novel bitterweed
chipp, elinor	1922	doubting castle
pope, edith	1944	colcorton
colver, alice ross	1931	windymere
ingles, j. wesley (james wesley)	1949	samaria
niggli, josephina	1947	novel elder
lippmann, julie mathilde	1917	mannequin
sauer, julia l (julia lina)	1943	magic
gilman, mildred evans	1928	headlines
alington, argentine francis	1933	regiment talbot [pseud.]
brown, joe e. (joe evan)	1944	creekmore raymond illustrations
sandoz, maurice	1944	memories salvador fantastic illustrations
mckishnie, archie p	1920	courage
nin, anaïs	1942	anais
merz, charles	1924	centerville u.s.a
emery, r. g. (russell guy)	1940	harry deitch illustrated wings
forbes, john maxwell	1917	scott doubloons illustrated arthur
dwinger, edwin erich	1932	translated saunders marion
gilbert, o. p. (oscar paul)	1937	translated bradley warre wells
lasswell, mary	1949	illus
lasher, mary harmon	1944	chance logging
davies, mary carolyn	1921	pilsbry husband frontispiece elizabeth
van stockum, hilda	1938	illustrated bantry cottage
chase, james hadley	1941	chinks [pseud.]
hornborg, harald	1941	passion swedish gösta sword translated larsson
gottlieb, hinko	1947	morris fischer novel bolman translated
curtis, alice bertha	1945	paull illustrated prairie
lyons, dorothy	1948	dennis illus embers wesley
robinson, thomas p (thomas pendleton)	1949	trigger robert john's illus mccloskey
birabeau, andré	1930	revelation translated troubridge
meredith, elisabeth gray lyman	1920	terrier's temr̀e
easton, dorothy	1923	tantalus
bellamy, francis rufus	1922	flash
holmes, garett	1937	preacher
hoellering, franz	1944	furlough novel
hatch, alden	1944	willkie
fülöp-miller, rené	1947	german richard winston translated
riding, laura	1937	trojan ending
chevalier, elizabeth pickett	1942	drivin'
biggs, john, jr	1926	demigods
roberts, edith kneipple, mrs	1940	tamarack novel
bailey, carolyn sherwin	1944	lithographs paull america pioneer
best, herbert	1944	young'un
taylor, arthur russell	1918	triangles squem
mitchell, joseph	1948	flood
shneour, zalman	1944	downfall
shneour, zalman	1945	dnieper novel
steele, james	1935	conveyor novel
wilson, helen finnegan, mrs	1939	novel
bowen, stirling	1930	wishbone
armandy, andré	1930	renegade
chichester, john jay	1925	bigamist detective
herrmann, john	1939	salesman novel
gilbert, edwin	1947	squirrel
williams, sidney	1920	crusader unconscious
flaiano, ennio	1950	translated italian stuart
myers, bessy	1942	ambulance captured prisoner experiences driver nazis
river, w. l. (walter leslie)	1940	transit novel
ozaki, milton k	1947	fiend
bush, clara goodyear boise	1921	grinding
kennedy, rowland	1924	pedlar's kenney
turnbull, belle	1940	goldboat
lowis, cecil champain	1926	sandals
mckenna, edward l	1929	hardware
travers, ben	1925	mischief
looms, george	1925	caraways
looms, george	1922	stubble
uttley, alison, mrs	1940	phyllis traveler illustrations
lustgarten, edgar	1947	unfortunate
kuhn, rene leilani	1948	cornelia novel
dillon, mary (mary c. johnson)	1918	comrades
dillon, mary (mary c. johnson)	1919	american
van loon, hendrik willem	1940	happened recollections invasion
kuncewiczowa, maria szczepańska	1945	stranger novel
heatter, basil	1946	novel
roof, katharine metcalf	1920	demonstration
kehoe, william john	1945	sweep
prichard, ettie stephens, mrs	1934	novel
sweet, louis matthews	1919	makin'
bliss, eliot	1931	bailey saraband
amorim, enrique	1943	graham authorized o'connell shadow novel translation richard luján
marchal, lucie	1949	peterson virgilia translated
guèvremont, germaine	1950	outlander sutton translated
surdez, georges	1946	homeland
baker, charlotte	1945	nellie pictures
mussolini, benito	1928	mistress hiram cardinal's translated motherwell
mittelhölzer, edgar	1950	trinidad
howard, frederick james	1928	emigrant
strange, john stephen	1930	strangler
bennett, peggy	1946	varmints
graham, winston	1949	cordelia novel
mammen, edward william	1950	jessie robinson turnipseed illustrated jones
colcord, lincoln	1922	stories instrument
bonner, charles	1946	ambition novel
malraux, andré	1935	gilbert stuart
malraux, andré	1929	conquerors stephen becker
randall, john herman	1919	novel
turnbull, margaret	1916	handle novel
landis, carole	1944	illustrated cushing jills
trenker, luis	1934	translated brothers
childe, wilfred rowland	1917	dream
falkberget, johan	1930	gjelsness lisbeth jarnfjeld rudolph translated
novikov-priboĭ, a. s. (alekseĭ silych)	1936	translated cedar tsushima russian
mclelland, isabel couper	1948	beaver roadillus stevens
jelliffe, belinda dobson, mrs	1936	selected virginia edited howard pruitt faulkner stories
tchernavin, tatiana	1936	translated alexander soviet
newton, w. douglas	1919	ladies
royde-smith, naomi	1927	prologue lucinda adventure epilogue holdenbrook portrait arabell skin-deep
askham, francis	1947	novel foolish
anker larsen, j. (johannes)	1926	chater danish arthur martha
escholier, raymond	1925	blind translated lewis
zuckmayer, carl	1937	moons novel
whitman, stephen french	1916	illus novel gruger
holland, bryan t	1922	vagrant
sothern, margaret	1938	solves barclay barbara carter translated
young, f. e. mills (florence ethel mills)	1919	shadow
schwartz, delmore	1943	genesis
raphaelson, samson	1939	skylark
chardonne, jacques	1931	interrupted diary
dunbar, ruth	1919	swallow
rhys, jean	1928	quartet
homer	1932	odyssey
muilenburg, walter john	1925	prairie
scott, natalie anderson	1949	husband
beymer, william gilmore	1947	midnight
mearns, hughes	1916	ralph boyer illustrated richard
codman, charles r	1937	contact
guillaumin, émile	1919	foreword edward garnett margaret holden
simpson, alyse	1939	convent
matthews, allen r	1947	assault
cooney, percival j. (percival john)	1916	kinsmen
woodward, william e	1924	lottery
winship, glen brion	1925	volonor
rowland, henry cottrell	1920	peddler
mchugh, vincent	1947	victory
russell, george william	1933	fantasy futurist avatars
freedman, ralph	1948	divided novel
cooper, john c. (john cobb)	1948	gesture [pseud.]
hodges, arthur	1919	bounder vulgar
ornitz, samuel	1927	passional yankee
frank, pat	1946	novel
frank, pat	1948	affair
gibson, katharine	1939	cinders
rollins, william	1930	obelisk
david, wilfrid	1933	novel monsoon
stevenson, sylvia	1924	surplus novel
black, irma simonton	1950	dusty barbara latham pictures
black, irma simonton	1940	flipper sea-lion illustrated rounds
richards, clarice estabrook	1920	tales tenderfoot ranch bride
stebbins, anna elizabeth	1943	flags lockwood illustrated waving
rostron, richard	1941	apprentice frank illustrated lieberman sorcerer's
ficke, arthur davison	1939	mexico decorations morton gladys
winsloe, christa	1933	"maedchen german novel agnes scott neill uniform"" manuela translated
claymore, tod	1939	happened
jenkins, burris atkins	1922	color bracegirdle weston frontispiece taylor
holbrook, stewart hall	1945	edited promised collection northwest
gracq, julien	1950	strachan stranger translated
ratel, simonne	1934	translated sutton hills
frank, leonhard	1930	brooks translated cyrus sister
grossman, vasiliĭ semenovich	1944	nights vassili
sheppard, alfred tresidder	1917	ledgar quest dunstan
torrance, arthur	1933	junglemania
dixelius, hildur	1926	swedish foreword edward daughter settergren garnett translated minister's
ewers, hanns heinz	1932	german translated halasz rider
mikels, rosa mary redding	1916	edited stories courses
wiechert, ernst emil	1947	forest ursula translated stechow
peyrefitte, roger	1950	translated edward hyams friendships novel
pirogov, peter	1950	escaped
clark, jacob wendell	1924	republished dudley edited holman jelen smith
morris, harrison s. (harrison smith)	1920	hannah
prévost, marcel	1927	prevost fleming mistress translated
crane, nathalia	1929	alien
couppey, madeleine	1947	rumor forest marguerite waldman
mikels, rosa m. r	1916	edited stories courses
white, e. b. (elwyn brooks)	1938	bicycle vadimus
mcdonald, lucile saunders	1941	piece lucky sheker's pictures
mori, toshio	1949	[short introd yokohama saroyan california stories]
aubry, octave	1927	evelyn johnson king's couch translated
burr, amelia josephine	1922	fires ceylon
cocteau, jean	1925	galantière thomas imposter lewis
cocteau, jean	1930	[by]jean enfants terribles putnam samuel
oldenbourg, zoé	1948	trask willard translated novel
smith, e. e. (edward elmer)	1950	lensman ""doc"
sillanpää, frans eemil	1938	pitkin heritage novel [originally translated matson
attenborough, gladys mary	1934	comedy honeymoon romantic
lauesen, marcus	1933	arthur chater danish translated waiting
brooks, walter r	1932	detective illustrations
brooks, walter r	1947	magician illustrated
johnson, edith l	1942	downer cabin marion illustrated
von hagen, victor wolfgang	1939	mayas capture aztecs quetzal quest
crowell, chester t	1930	ladies liquor
eyre, katherine wigmore	1942	harbor decie susan's illustrations katherien merwin
wasilewska, wanda	1943	rainbow elizabeth donnelly hanna translated
puckette, clara childs	1944	drawings puckett laughs sandra
heine, thomas theodor	1947	miracles german clara stillman
larbaud, valéry	1924	barnabooth diary cannan gilbert jenkins translated
wilder, walter beebe	1946	objects illustrated grandfather
updegraff, florence maule	1941	watson soldier illustrated updergraff
elliot, geraldine	1939	whispers illustrated grass sheila hawkins
ramos, graciliano	1946	kaplan translated anguish portuguese
walker, mannix	1948	martin herbstman veiled illustrated thinly
kellermann, bernhard	1937	gribble friendship novel
kellermann, bernhard	1925	german caroline november ninth
bazin, rené	1932	russell archers translated
montgomery, rutherford g. (rutherford george)	1949	barbara illustrated cooney kildee
vailland, roger	1948	playing keeps gerard novel] hopkins
frison-roche, roger	1949	smith novel janet
mondragón, magdalena	1947	someday putnam mondragón spanish dream translated samuel
dittler, edgar leon	1938	hippocratic
markovits, rodion	1929	siberian garrison halasz.] hungarian translated
