author	bookid	bpoids	genres	htrcids	subjects	title	is_fic
Mundy Talbot	B6080	{3210732}	{'War stories', 'History', 'Historical fiction', 'Love stories'}	{'mdp.39015009020440'}		Kingof the Khyber rifles a rom	
Mitchell S Weir Silas Weir	B5864	{6765077, 6789813}		{'uva.x004529780'}	{'Revolution, 1775-1783', 'Quakers', 'History'}	Hugh Wynne free Quaker  sometime brevet lieutenantcolonel on the staff of His Excellency General Washington	
Raymond Ernest	B6927	{3218373}		{'mdp.39015063950201'}	{'World War, 1914-1918'}	The jesting army	
HobartHampden Augustus Charles	B3502	{6732133}		{'loc.ark+=13960=t5w674q3g'}	{'Adventure and adventurers', 'Blockades', 'United States', 'History', 'Civil War, 1861-1865'}	Sketches from my life	
Manning Frederic	B5608	{2455938}		{'uc1.b3142972'}	{'World War, 1914-1918'}	Her privates we	
Marshall Beatrice	B5801	{3210257}		{'uc2.ark+=13960=t8rb6z48s'}	{'Civil War, 1642-1649', 'Great Britain', 'History'}	An old London nosegay	
Henty G A George Alfred	B3598	{2717629}	{'Juvenile audience'}	{'mdp.39015073481353'}	{'Franco-Prussian War, 1870-1871', 'Juvenile fiction'}	The young Franctireurs and their adventures in the FrancoPrussian War	
Wells H G Herbert George	B8479	{2439776}		{'mdp.39015001983314'}	{'World War, 1914-1918'}	Mr Britling sees it through	
Dickens Charles	B2381	{9438853, 4990166}	{'Legal stories', 'Bildungsromans', 'Domestic fiction', 'Bibliographies', 'ContainsBiogMaterial', 'Didactic fiction'}	{'uiuo.ark+=13960=t19k51v83', 'uiuo.ark+=13960=t9t15qw1s', 'uiuo.ark+=13960=t3tt5bm1x', 'uiuo.ark+=13960=t2c830k3q'}	{'Social problems', 'London (England)', 'Dickens, Charles', 'Young women', '1812-1870', 'Guardian and ward', 'Inheritance and succession', 'Illegitimate children'}	Bleak house	
Benson B K Blackwood Ketcham	B479	{9235632, 6833166}	{'History'}	{'njp.32101064787755'}	{'History', 'Civil War, 1861-1865'}	A friend with the countersign	
Ewart Wilfrid Herbert Gore	B2601	{3221483, 2452772}		{'uc2.ark+=13960=t6c24sz9g'}	{'World War, 1914-1918'}	Way of revelation	
Aldanov Mark Aleksandrovich	B136	{3215108}		{'uc1.b4398257'}	{'Revolution, 1789-1799', 'History'}	The ninth Thermidor	
