author	bookid	bpoids	genres	htrcids	subjects	title	is_fic
Stephens Robert Neilson	B7710	{3173924}		{'uc2.ark+=13960=t6d21t54b'}	{'France', 'History', 'Henry IV, 1589-1610'}	An enemy to the king	
Bennett Arnold	B1145	{3173216, 6684491, 6800411, 9005564, 6755335}		{'nyp.33433074928908'}		Anna of the five towns  a nove	
London Jack	B4892	{8940576}	{'Bibliographies'}	{'uc1.31158010724424'}	{'Young men', 'Working class', 'Authors'}	Martin Eden	
Bodkin M McDonnell Matthias McDonnell	B497	{9429956}		{'njp.32101066455278'}		The quests of Paul Beck	
Linton E Lynn Elizabeth Lynn	B4697	{4857230}		{'dul1.ark+=13960=t3mw35w9c', 'dul1.ark+=13960=t0ht3cn3c', 'dul1.ark+=13960=t0ns1h68r'}		Grasp your nettle	
London Jack	B5048	{6843345, 9308221}	{'Juvenile audience'}	{'njp.32101067626554', 'wu.89006659445'}	{'American literature'}	White Fang	
Gore	B3357	{6111713, 4696162, 9011931, 8598586}		{'dul1.ark+=13960=t0ft99g9v', 'dul1.ark+=13960=t3902vm2j'}		Stokeshill Place or The man of	
WebbPeploe Annie Mrs	B8642	{9428110}		{'nyp.33433075786206'}		Benaiah a tale of the captivit	
Robertson Morgan	B7094	{3171481, 6816506, 8902094}		{'uc2.ark+=13960=t59c6t87x'}		Over the border	
Seymour Beatrice Kean Stapleton Mrs	B7396	{2445228}		{'mdp.39015063956398'}		The hopeful journey	
Barrie J M James Matthew	B1247	{3228357}		{'mdp.39015030702370'}		Farewell Miss Julie Logan a wi	
Bergengren Ralph Wilhelm	B981	{3230626}		{'uc2.ark+=13960=t8sb3xn5t'}		The seven ages of man	
Collins Wilkie	B2072	{8416648}		{'nyp.33433074947312', 'nyp.33433074947320'}		Antonina or The fall of Rome  	
Marriott Crittenden	B5548	{3175582}		{'nyp.33433076051741'}		Sally Castleton southerner	
Kamouraska	B4594	{6639549}		{'uc1.b3123762', 'uc1.b3123763', 'uc1.b3123788'}		The Chickenborough ChitChat Club	
Calvert William Robinson	B1667	{3218766}		{'uc1.b3121985'}	{'Natural history'}	The secret of the wild	
Locke William John	B4736	{2442054}		{'mdp.39015048889342'}		The shorn lamb	
Moore Frank Frankfort	B5769	{8986320, 6824817}		{'uc2.ark+=13960=t6445k920'}		According to Plato	
Boaden James	B1290	{8613599}		{'hvd.32044086797214'}		Man of two lives a narrative w	
Crockett S R Samuel Rutherford	B1783	{3171531}		{'uc2.ark+=13960=t7dr2ts20'}		Strong Mac	
Yonge Charlotte M Charlotte Mary	B9048	{8624769}		{'uva.x001931349'}		The lances of Linwood chivalry	
DAnnunzio Gabriele	B2303	{6762796}		{'uc1.b4225584'}		The triumph of death	
Ewing Juliana Horatia Gatty	B2643	{8527240}		{'uc2.ark+=13960=t5fb4xc46', 'uc2.ark+=13960=t1sf2nc5n'}		A great emergency	
Scargill William Pitt	B7342	{4702351}		{'uiuo.ark+=13960=t74t77c6m', 'mdp.39015012355734', 'uiuo.ark+=13960=t08w41v7r'}		Bluestocking Hall	
Moore John	B5509	{2658173}		{'nyp.33433074910278', 'nyp.33433074910260', 'nyp.33433074910286'}		Mordaunt Sketches of life characters and manners in various countries including the Memoirs of a French lady of quality	
Stevenson Robert Louis	B8003	{9336498}	{'Historical fiction'}	{'uva.x000181264'}		Kidnapped being memoirs of the	
ODonnell Elliott	B6238	{9482907}		{'mdp.39015004712926'}	{'Werewolves'}	Werwolves	
Widdemer Margaret	B8550	{3209122}		{'njp.32101032254912'}		Graven image	
Burrows E Mrs	B366	{8660748, 8648452}		{'mdp.39015021933646'}		Household proverbs or Tracts for the people	
Oliphant	B6322	{6168872, 4416964, 9031648, 4974176}		{'uc1.$b250251', 'uc1.$b250250', 'uc1.$b250252'}		Passages in the life of Mrs Margaret Maitland of Sunnyside	
Dickinson H N	B2355	{6872467}		{'uc2.ark+=13960=t5v69br7s'}		The business of a gentleman	
Turner George Kibbe	B8198	{3190839}		{'uc2.ark+=13960=t4mk65p6j'}		Hagars hoard	
France Anatole	B2676	{3238774}		{'mdp.39015012966415'}		The well of Saint Clare	
Oliphant	B6348	{9046055}		{'uiuo.ark+=13960=t49p3mp3k', 'uc2.ark+=13960=t88g8mq9j', 'uc2.ark+=13960=t87h1kt6d'}		Memoirs and resolutions of Adam Graeme of Mossgray	
Horton George	B4052	{8592729}		{'uc2.ark+=13960=t80k2873h'}		A fair insurgent	
Cervantes Saavedra Miguel de	B1994	{8763361}	{'Bibliographies'}	{'uva.x000241464', 'mdp.39015002279308', 'mdp.39015001521627'}		The ingenious knight  Don Quix	
Macnaughtan S Sarah	B5521	{9055521, 3179699, 6834883}		{'nyp.33433074917083'}		Three Miss Graemes	
Dickinson H N	B2252	{9063600}		{'nyp.33433075761241'}		Sir Guy and Lady Rannard a nov	
Buchan John	B831	{2439897, 8921362, 6846324, 3203261}	{'Adventure stories'}	{'uc1.b4512667'}	{'Fiction in English, 1900-1945 - Texts', 'Clergy', 'Scots', 'Zulu (African people)', 'South Africa'}	Prester John	
Potter Beatrix	B6506	{3280777}	{'Juvenile audience'}	{'nyp.33433000855258'}	"{'Juvenile fiction', ""Children's stories, English"", 'Swine'}"	The tale of Pigling Bland	
Ollendorff H G Heinrich Gottfried	B6330	{9426628}		{'uc1.b3136283'}	{'Composition and exercises', 'French language'}	A key to the exercises in Ollendorffs new method of learning to read write and speak the French language	
Sutcliffe Halliwell	B7866	{3279623}		{'mdp.39015038669662'}		The open road  a romance of th	
Duhamel Georges	B2282	{2445047}		{'uc1.$b80847'}		Salavin	
James G P R George Payne Rainsford	B4245	{2853081}		{'mdp.39015062285807', 'uc1.b3123849', 'uc1.b3123848'}		Sir Theodore Broughton or Laurel water	
Chambers Robert W Robert William	B1799	{3181021, 8862366}		{'uc2.ark+=13960=t8rb6wq8k'}	{'Revolution, 1775-1783', 'History'}	The reckoning	
Inglis John pseud	B4186	{3200561}		{'uc2.ark+=13960=t2s46jj6t'}		George Wendern gave a party	
Homer	B4015	{6785067, 9406189, 8679551}		{'mdp.39015027627218'}		The Iliad of Homer rendered in	
Lyle Max	B5122	{8629681}		{'uiuo.ark+=13960=t9w09km39', 'uiuo.ark+=13960=t1dj5z40k'}		Fair oaks or The experiences o	
Lindsay Jack	B5158	{9097777, 3203231}		{'mdp.39015014137288'}		The revolt of the sons	
Jkai Mr	B4320	{3185101, 6768870}		{'uc1.$b289585'}		Pretty Michal	
Seawell Molly Elliot	B7532	{3158696}		{'nyp.33433076029929'}		The loves of the Lady Arabella	
Kaup Elizabeth Dewing	B4544	{8955039}		{'nyp.33433074864251'}		A big horse to ride	
Corbett M	B1714	{8569346}		{'uc2.ark+=13960=t25b03m8h'}		The odd volume	
Craik Dinah Maria Mulock Mrs	B2058	{9461110}		{'nyp.33433074949425'}		Mistress and maid a household 	
Lowerison Harry	B4814	{6845224}	{'Bibliographies'}	{'nyp.33433074877485'}		From Paleolith to motor car or Heacham tales	
Chambers Robert W Robert William	B1487	{8916778}		{'uc2.ark+=13960=t0rr1qh7c', 'nyp.33433074809470'}		The younger set	
Ballantyne R M Robert Michael	B451	{8651569}	"{""Publishers' advertisements"", 'Juvenile literature'}"	{'mdp.39015078568931'}	{'Voyages, Imaginary', 'West (U.S.)', 'Prairies', 'Juvenile literature', 'Dogs'}	The dog Crusoe A tale of the western prairies	
Harte Bret	B3775	{8915440, 6450235}		{'uc1.$b251148', 'uc1.$b251149'}	{'American literature'}	The crusade of the Excelsior	
pseud Aleth	B9132	{8772931}		{'nyp.33433074918941'}	{'English fiction'}	Ernestin or The hearts longing	
Chaucer Geoffrey	B2012	{8667224}		{'mdp.39015014648359'}		The Canterbury tales of Geoffr	
Smith Alexander	B7832	{9428739, 4852859}		{'uva.x030808966'}		Alfred Hagarts household	
Fullerton Georgiana Charlotte SevesonGower Lady	B2725	{8560169}		{'njp.32101068169406', 'uc2.ark+=13960=t0tq5x626', 'njp.32101068169422'}	{'English fiction', 'Fiction, English'}	Mrs Geralds niece	
Morris Gwladys Evan	B6024	{3233099}		{'uc1.b3327444'}		Tales from Bernard Shaw told i	
Bullock Shan F	B1272	{8903311}		{'nyp.33433074938790'}		Robert Thorne the story of a L	
Oppenheim E Phillips Edward Phillips	B6305	{8877573, 3181334}		{'nyp.33433075748818'}	{'English fiction'}	The survivor	
Barclay Florence L Florence Louisa	B1276	{6840335}		{'njp.32101045291570'}		Through the postern gate a rom	
Hewlett Maurice Henry	B3814	{8877820, 6780516}		{'uc1.b3322486'}	{'1157-1199', 'Richard', 'King of England'}	The life and death of Richard YeaandNay	
Tennyson Alfred Tennyson Baron	B8028	{8956803}		{'loc.ark+=13960=t2f76vv4j', 'loc.ark+=13960=t2697nk9s'}		Tennysons The princess	
jr Fox John	B9110	{6824095}		{'nyp.33433081819181'}	{'Social life and customs'}	Bluegrass and rhododendron outdoors in old Kentucky	
Wells Carolyn	B8667	{3205109}	{'Mystery fiction'}	{'nyp.33433076073836'}		The mystery of the sycamore	
Keary Annie	B4635	{8541086}		{'uiuo.ark+=13960=t1sf38n52', 'uiuo.ark+=13960=t2h70xd4w', 'uiuo.ark+=13960=t7hq4fp6c'}	{'823K21D'}	A doubting heart	
Halifax Robert	B3923	{9059937, 3178250}		{'uc2.ark+=13960=t5t729c3w'}		Low society	
Brown Oliver Madox	B347	{6552281, 9237628}		{'mdp.39015005616654', 'mdp.39015005616647'}		The Dwale bluth Hebditchs legacy  other literary remains of Oliver MadoxBrown	
Chorley Henry Fothergill	B1819	{8922895}		{'uiuo.ark+=13960=t5v69r81k', 'uiuo.ark+=13960=t0xp79n5c', 'uiuo.ark+=13960=t3223712c'}	{'English fiction'}	Sketches of a sea port town	
Dawson A J Alec John	B2213	{9244733}		{'nyp.33433074951256'}		Hidden manna	
Packard Frank L Frank Lucius	B6829	{8975566}		{'uc2.ark+=13960=t46q1v08k'}		The miracle man	
Manning Anne	B5474	{4994546, 9159042}		{'nyp.33433074899000'}	{'Osborne, Edward', 'London (England)', 'History', '1530?-1591', '16th century'}	The colloquies of Edward Osborne citizen and clothworker of London	
Howard Edward	B3820	{5242537}		{'uc1.b3324477', 'uc1.b3324476', 'uc1.b3324475'}	{'Morgan, Henry', '1635?-1688'}	Sir Henry Morgan the buccaneer	
Garnett David	B3426	{2488473, 3330235}		{'mdp.39015003699843'}		Pocahontas or The nonparell of	
Stephens John L	B7974	{9263257}		{'uc1.$b674781'}		Incidents of travel in the Rus	
Porchat J Jacques Jean Jacques	B6823	{3763815}	{'Juvenile audience'}	{'nyp.33433075832182'}		Three months under the snow  t	
Scott Walter Sir	B7895	{4993632, 4704225, 4993601, 4988617, 4996555, 4995799, 4692380}		{'hvd.32044090306994', 'nyp.33433076062466', 'hvd.32044090306986', 'nyp.33433076047269', 'nyp.33433076047228', 'nyp.33433076062441', 'hvd.32044090307000', 'nyp.33433076062458', 'nyp.33433076047244', 'nyp.33433076047251', 'nnc1.0315302458', 'nyp.33433076047236', 'hvd.32044090306978', 'hvd.32044090307018', 'hvd.32044090307109', 'hvd.32044014245443'}		The Waverley novels  with the 	
Busk Rachel Harriette	B1178	{6660140}		{'inu.39000005794198'}		The folklore of Rome collected	
Dix Beulah Marie	B2165	{6906921}		{'nc01.ark+=13960=t6ww8fm1f'}		Merrylips	
Kipling Rudyard	B4526	{8778868}		{'njp.32101068153533'}		In black and white	
Tayler Charles B Charles Benjamin	B8121	{8647764}	{'Juvenile audience'}	{'nyp.33433075763692'}	{'English fiction'}	Mark Wilton the merchants cler	
McDonald Robert	B5721	{8904533}		{'uc2.ark+=13960=t3jw88w11'}		Her ladyship	
Dickens Charles	B2097	{3203888}	{'Autobiographical fiction', 'Bildungsromane', 'ContainsBiogMaterial'}	{'njp.32101058459064', 'inu.32000002986299'}	{'Orphans', 'London', 'Young men', 'Dickens, Charles', 'England', 'Boys', 'Child labor', '19th century', '1812-1870', 'Stepfathers', 'Social life and customs'}	David Copperfield	
Brontë Charlotte	B1205	{4991985, 4618505, 4337431}	{'Bibliographies'}	{'uc1.b4713111'}		A Brontë  Tenant of Wildfell H	
Powell G H George Herbert	B6665	{6784550}		{'uc2.ark+=13960=t51g0nd7x'}	{'Animal behavior'}	Animal episodes and studies in sensation	
Beresford Max	B305	{8839387}		{'coo.31924013483379'}		Great lowlands	
Molière	B5248	{4851032, 8878619}		{'mdp.39015005306504'}		The dramatic works of Molière rendered into English	
Casserly Gordon	B1396	{3212880}		{'mdp.39015063524873'}		The elephant god	
Mayhew Henry	B5736	{8443638}		{'uc2.ark+=13960=t4qj7963f'}		The magic of kindness or The wondrous story of the good Huan	
Locke Marshall from old catalog	B4704	{6661764}		{'loc.ark+=13960=t1cj8x37x'}		The hunting of the snark or The professors dream	
Bullen Frank Thomas	B788	{3175842}		{'uc1.b3293633'}	{'Ocean', 'Seafaring life'}	A sack of shakings	
BethamEdwards Matilda	B680	{8556869}		{'nyp.33433074939293'}	{'English fiction'}	Doctor Jacob	
Freeman Mary Eleanor Wilkins Mrs	B2799	{8988464, 3168555}		{'nyp.33433076090962'}		The hearts highway	
Twain Mark	B8029	{2494249}		{'mdp.39015004809847'}		The private life of Adam and Eve being extracts from their diaries	
Cornford L Cope Leslie Cope	B1869	{3162341}		{'uva.x030735942'}	{'(1567-1568)', 'Gueux', 'Council of Blood'}	The masterbeggars	
Crockett S R Samuel Rutherford	B1866	{8985514, 6746229}		{'uva.x001606706'}	{'History', 'Carlist War, 1833-1840'}	The firebrand	
Caine Hall Sir	B1530	{9024427}		{'nyp.33433074938576'}		The prodigal son	
Hall S C Mrs	B4165	{9435847}	{'Juvenile audience', 'Fairy tales'}	{'nyp.33433088074723'}		The prince of the Fair family 	
Grant Maria M	B3079	{8976258}		{'njp.32101069166310'}		My hearts in the highlands	
Tynan Katharine	B8039	{3213970}		{'mdp.39015059433014'}		The respectable lady	
Rasmussen Knud	B6901	{3216642}		{'mdp.39015003932186'}	{'Eskimos', 'Folklore', 'Greenland'}	Eskimo folktales	
Head Francis Bond Sir	B4076	{4696468, 5155663}		{'nyp.33433081694543'}		Rough notes taken during some 	
Sherwood Mary Martha 17751851 Mrs	B7458	{8682030}		{'nyp.33433075743900'}		The lily of the valley	
Housman Laurence	B3719	{3285010, 6694981}		{'nyp.33433074872312'}	{'Short stories, English'}	The cloak of friendship	
Lever Charles James	B4778	{6244321}		{'njp.32101068141751'}	{'Irish fiction'}	Maurice Tiernay  the soldier of fortune	
Major Charles	B5670	{3162316}		{'uc2.ark+=13960=t0qr4ns7z'}		Yolanda	
Thompson Sylvia	B8142	{3219672, 2482109}		{'uc1.$b245245'}		Winter comedy	
Bullen Frank Thomas	B807	{8979540}		{'uc1.b3548135'}		Recollections the reminiscences of the busy life of one who has played the varied parts of sailor author  lecturer	
Okeden Fitzmaurice	B6358	{4863584, 9432863}		{'uiuo.ark+=13960=t3zs39k54', 'uiuo.ark+=13960=t9280wp2b', 'uiuo.ark+=13960=t1vd7d72p'}		Felicias dowry	
Aikin Lucy	B270	{4842841}	{'Juvenile literature', 'Juvenile audience', 'Novel', 'Imaginary voyages'}	{'mdp.39015078576652'}		The Swiss family Robinson in w	
Smollett T Tobias	B7818	{3166666, 8899550}		{'umn.31951002296346z'}		The adventures of Sir Launcelot Greaves	
Hunter William Wilson Sir	B4123	{3167498, 6747525}		{'mdp.39015049001418'}		The old missionary A narrative	
Jessopp Augustus	B4254	{6686989}		{'mdp.39015068335358'}		Frivola Simon Ryan and other p	
Stephen A M Alexander Maitland	B7582	{3223681}		{'uc1.$b803920'}		The kingdom of the sun  a romance of the far west coast	
Tynan Katharine	B8194	{3207891}		{'uc2.ark+=13960=t47p8wx1b'}		A girl of Galway	
Ashford Daisy	B161	{3216231}		{'uc2.ark+=13960=t4bp0150j'}	"{""Children's writings, English""}"	The young visiters sic or Mr Salteenas plan	
Lauder Thomas Dick Sir	B4783	{4692824}		{'njp.32101068972874', 'njp.32101068972866'}		The Wolfe of Badenoch  a historical romance of the fourteenth century	
Onions Oliver	B6251	{8937442, 2437756}		{'mdp.39015063562550'}		In accordance with the evidenc	
Undset Sigrid	B8341	{3316492}		{'mdp.39015003488916'}		The master of Hestviken	
Greene Asa	B3422	{8768081}		{'nyp.33433076089600', 'nyp.33433076089592'}		The life and adventures of Dr 	
Jerrold Douglas William	B4442	{8402331}		{'uc1.b3339483'}		A man made of money Sketches o	
McCarthy Justin H  Justin Huntly	B5448	{6859976, 9457185}		{'nyp.33433074893516'}		The king over the water or The marriage of Mr Melancholy	
Howitt William	B3785	{2867278}		{'uc1.$b308300'}		The boys country book	
Picken Andrew	B6497	{8619045}		{'uiuo.ark+=13960=t1kh16640', 'njp.32101064789645', 'njp.32101064789652'}		The dominies legacy	
