author	bookid	bpoids	genres	htrcids	subjects	title	is_fic
Collins Wilkie	B1947	{8691054}	{'Mystery and detective fiction', 'Great Britain'}	{'wu.89099775009'}		Poor Miss Finch A novel With i	
Hay Mary Cecil	B3663	{8693814}		{'nyp.33433074853213'}	{'English fiction'}	Victor and vanquished A novel	
Parker Gilbert Sir	B6831	{8812178}	{'Novel'}	{'mdp.39015063945680'}		Mrs Falchion a novel	
Clarke Isabel Constance	B1498	{3197826}		{'nyp.33433074842299'}		Lady Trents daughter a novel	
Phillips David Graham	B6610	{3178281, 8843489}		{'uc1.$b358466'}		The Great God Success  a novel	
Mme Pisani Marianna	B5308	{8788946, 6144973}		{'uc1.b3327584', 'uc1.b3327582', 'mdp.39015062237170', 'uc1.b3327583'}		Vandeleur or Animal magnetism A novel	
Alexander Mrs	B61	{9452037}		{'nyp.33433034410880'}	{'English fiction'}	Look before you leap a novel	
Braddon M E Mary Elizabeth	B1093	{8586151}		{'coo.31924013523133'}		An open verdict a novel	
Gore Catherine Grace Frances Mrs	B3130	{8433160, 9133513, 4416709}		{'nyp.33433074864426'}	{'English fiction'}	The diamond and the pearl  a novel	
Trollope Anthony	B8306	{6767111}		{'uc1.b4103265'}		The three clerks  a novel	
Tirebuck William Edwards	B8117	{8970956, 6801100}		{'nyp.33433075763072'}	{'English fiction'}	Meg of the scarlet foot a novel	
Hannay James	B3614	{5009307}		{'njp.32101067634244', 'njp.32101067634236', 'njp.32101067634251'}		Eustace Conyers a novel	
Roberts Morley	B6893	{6675849}		{'inu.39000001057152'}		Lord Linlithgow  a novel	
Wells H G Herbert George	B8452	{9084586, 6897338, 2434876}		{'coo.31924013568682', 'coo.31924064989241'}		The passionate friends a novel	
Winter John Strange	B8471	{9212193, 6791371, 6763735}		{'inu.30000054101815'}		A name to conjure with a novel	
Gibbon Charles	B3107	{8947480}		{'nyp.33433074857180'}	{'English fiction'}	For lack of gold A novel	
Sinclair May	B7945	{3228771}		{'uc1.$b244822', 'mdp.39015020221373'}		A cure of souls a novel	
Sala George Augustus	B7914	{9447202, 4368327}		{'nnc1.cu58507493'}		Quite alone a novel	
Jeaffreson John Cordy	B4295	{8472184, 8662811}		{'nyp.33433074867411'}	{'English fiction'}	Olive Blakes good work A novel	
Mathews Frances Aymar	B5551	{6815242}	{'Juvenile audience'}	{'nyp.33433076052020'}		The marquises millions a novel	
Dostoyevsky Fyodor	B2400	{6830562}		{'uva.x001166076'}		The brothers Karamazov  a novel in four parts and an epilogue	
Redding Cyrus	B7270	{8773503}		{'njp.32101065704353', 'njp.32101065704346', 'njp.32101065704262'}		Keeping up appearances a novel	
Burdett C D Mrs	B802	{4960934, 4452087}		{'uc1.b3322652', 'uc1.b3322650'}		Walter Hamilton  a novel	
Black William	B793	{8673696, 8502457, 4384134}		{'uc1.b3321714', 'uc1.b3321712', 'uc1.b3321713'}		In silk attire A novel	
Whitechurch Victor L Victor Lorenzo	B8570	{9041509}	"{'London', 'England', ""Publishers' catalogues""}"	{'njp.32101068606126'}		The locum tenens  a novel	
Knowles James Sheridan	B4560	{4973172}		{'nyp.33433074873328', 'nyp.33433074873336', 'nyp.33433074873310'}	{'English fiction'}	George Lovell A novel	
King Edward	B4664	{9381285}		{'uc1.b4380115'}		Joseph Zalmonah a novel	
Merrick Leonard	B6055	{3237893}		{'nyp.33433074897038', 'nyp.33433074897434', 'nyp.33433074897020'}		The man who was good  a novel	
Lever Charles James	B5086	{4855321, 9448677}		{'nyp.33433074877626'}		Tony Butler  a novel	
Newby C J Mrs	B6096	{8639840}		{'njp.32101063693533', 'njp.32101063693525', 'njp.32101063693517'}		Margaret Hamilton a novel	
Bride	B1047	{6176712}		{'uiuo.ark+=13960=t6nz8ts84', 'uiuo.ark+=13960=t8w95tv82', 'uiuo.ark+=13960=t4th95k4j'}		The bride elect a novel	
Brooke Emma	B632	{6769737, 6790132, 3174695}		{'nyp.33433074930391'}		The engrafted rose  a novel	
Farjeon B L Benjamin Leopold	B2805	{8523510}		{'nyp.33433082272745'}	{'English fiction'}	Londons heart A novel	
Reynolds George W M George William MacArthur	B6885	{8239412}		{'inu.30000005027044', 'inu.30000005027283'}		The youthful impostor A novel	
Pryce D Hugh Daisy Hugh	B6757	{8848356}		{'uc1.b3327616'}		Goddesses three  a novel	
Gore Catherine Grace Frances Mrs	B3129	{6115771}		{'nyp.33433074864418'}	{'English fiction'}	The bankers wife or Court and city a novel	
Briscoe	B1243	{6176712}		{'uiuo.ark+=13960=t6h13973w', 'uiuo.ark+=13960=t0js9xt6x', 'uiuo.ark+=13960=t9765rp3x'}		The young bride A novel	
Neil Ross	B6104	{9446662}		{'njp.32101072041765', 'njp.32101072041781', 'njp.32101072041773'}		Abbots Cleve or Can it be proved  a novel	
Pickering Ellen	B6432	{4446611}		{'hvd.hnn364'}		Sir Michael Paulet a novel	
Hofland Barbara Mrs	B3587	{4428412}		{'mdp.39015063931243'}		Iwanowna or The maid of Moscow  a novel	
Chambers Robert W Robert William	B1457	{3198855}		{'njp.32101068165537'}		Ailsa Paige  a novel	
Atherton Gertrude Franklin Horn	B108	{3172289, 6745931}		{'nyp.33433082173729'}		American wives and English husbands A novel	
Patterson J E John Edward	B6527	{3188002}		{'nyp.33433075749832'}		The story of Stephen Compton a novel	
Harraden Beatrice	B3473	{8903323, 6841766}		{'coo.31924064976875', 'coo.31924013479658'}		Katharine Frensham a novel	
Besant Walter Sir	B1097	{8522600, 2753650}		{'nyp.33433074939772'}		My little girl  a novel	
Aïdé Hamilton	B225	{9443122}		{'njp.32101068163029'}		Carr of Carrlyon  a novel	
Overton Gwendolen	B6391	{3152034, 8975214}		{'nyp.33433076054042'}		The heritage of unrest a novel	
Valentine Laura Jewry Mrs	B8381	{4990427}		{'uc1.b3326045', 'uc1.b3326043', 'uc1.b3326044'}		The cup and the lip  a novel	
Frederic Harold	B2694	{6770400}		{'mdp.39015063551611'}		The marketplace a novel	
Friedman I K Isaac Kahn	B2714	{3177349}		{'njp.32101063691347'}		By bread alone  a novel	
Mack William P	B6076	{9010035}		{'mdp.49015002637412'}		Normandy  a novel	
Carey Rosa Nouchette	B1431	{8803525}		{'njp.32101063605156'}		The mistress of Brae Farm  a novel	
Ritchie Leitch	B7290	{8780649}		{'hvd.32044020512364', 'hvd.32044020512372'}		The magician a novel	
Waugh Evelyn	B8990	{3241940}		{'mdp.39015003855437'}		Vile bodies a novel	
Rechy John	B7205	{6788952, 8966765}	{'Alternative histories', 'Historical fiction'}	{'mdp.39015037758052'}		Our lady of Babylon  a novel	
Wood Ellen	B8976	{4382377}		{'nyp.33433034411193'}		Anne Hereford A novel	
Montague C E Charles Edward	B6044	{2449745}		{'mdp.39015063025392'}		Rough justice a novel	
Oliphant Laurence	B6380	{8748464, 6717463}		{'mdp.39015063946845'}		Altiora Peto a novel	
Carryl Guy Wetmore	B1471	{8908928, 3188122}		{'nnc1.1002152240'}		The transgression of Andrew Vane a novel	
Gore Catherine Grace Frances Mrs	B3014	{5011213, 8634279}		{'mdp.39015009219950', 'mdp.39015009219802'}	{'823G66TW'}	The two aristocracies  a novel	
Boothby Guy Newell	B700	{6793905}		{'nyp.33433074940499'}	{'English fiction'}	The mystery of the clasped hands a novel	
Ouida	B6412	{3170530}		{'mdp.39015047764405'}		The Massarenesa novel	
Wood Ellen	B8987	{2715133}		{'coo.31924013573104', 'coo.31924065001079'}		Bessy Rane A novel	
Nordau Max Simon	B6086	{3167991}		{'mdp.39015013109874'}	{'German fiction'}	The comedy of sentiment  a novel	
Aldrich Thomas Bailey Mrs	B105	{8525908}		{'nyp.33433082170881'}		Prudence Palfrey A novel	
Wills W G William Gorman	B8578	{9460231}		{'nyp.33433044608457'}		The wifes evidence  a novel	
Lawrence George A George Alfred	B4799	{8661644}		{'nyp.33433074872791'}		Brakespeare or The fortunes of a free lance A novel	
Lever Charles James	B4903	{8861178}		{'uc1.b3324545'}		Gerald Fitzgerald the chevalier  a novel	
Bennett Arnold	B390	{6811339, 8917325, 3186503}		{'mdp.39015031224101'}		Sacred  profane love a novel in three episodes	
Ward Mary Augusta	B8721	{6832627, 8892436, 6677487}		{'uc1.b3549031'}		Lady Roses daughter a novel	
Collins Wilkie	B1890	{8691054}	{'Mystery and detective fiction', 'Great Britain'}	{'wu.89099775009'}	{'823C69P1872'}	Poor Miss Finch A novel With illustrations	
Philips F C Francis Charles	B6555	{6421352}		{'nyp.33433075766612'}	{'English fiction'}	Jack and three Jills A novel	
Merriman Henry Seton	B6005	{8898649, 6772578}		{'uc1.$b400496'}		The vultures a novel	
Mathew Frank James	B5430	{8851353, 3180363, 6760780}		{'nyp.33433074892526'}	{'English fiction'}	A child in the temple a novel	
Robertson E Arnot Eileen Arnot	B7289	{2489155}		{'uc1.$b104992'}		Ordinary families a novel	
Besant Walter Sir	B1123	{3181216}		{'mdp.39015063942554'}		The master craftsman a novel	
Lawrence George A George Alfred	B4774	{9435559}		{'njp.32101068141025'}	{'English fiction'}	Maurice Dering or The quadrilateral A Novel	
Brontë Emily	B645	{4417176}		{'nyp.33433074931118'}	{'Provenance', 'Heard, John'}	Wuthering Heights  a novel	
Reid Mayne	B6886	{2878807}		{'inu.30000010354136'}		The white gauntlet A novel	
Edwards Amelia B	B2628	{4915273, 9428135}		{'uc1.b3548934'}		Barbaras history  a novel	
Caine Hall Sir	B2019	{3162358}		{'mdp.39015063513488'}		The Manxman a novel	
Savage Richard	B7826	{6817349}		{'uva.x030741550'}		The golden rapids of high life  a novel	
Webster Henry Kitchell	B8600	{8878246}		{'nyp.33433075757868'}		Roger Drake captain of industry  a novel	
Bennett Arnold	B1136	{6811339, 8917325, 3186503}		{'mdp.39015031224101'}		Sacred  profane love a novel i	
Blackmore R D Richard Dooddridge	B1312	{2719549}		{'nyp.33433074939954'}		Clara Vaughan A novel	
McCarthy Justin	B5390	{8526825}		{'nyp.33433074875091'}		Linley Rochford  a novel	
Norris W E William Edward	B6222	{9460231}	{'Dime novels'}	{'njp.32101063882979'}		The widower  a novel	
Burrow Charles Kennett	B595	{6751945, 6751482}		{'nyp.33433074848387'}		Patricia of the hills a novel	
Yates Edmund Hodgson	B9004	{9433186}		{'njp.32101065605733'}		Kissing the rod A novel	
Reid Christian	B7037	{8663424}		{'uc1.b4102273'}	{'North Carolina'}	A question of honor A novel	
Ward Mary Augusta	B8915	{6826134}		{'wu.89099241663'}		Diana Mallory a novel	
Adams Samuel Hopkins	B265	{3232115}		{'uc1.$b71369'}		The flagrant years  a novel of	
Besant Walter Sir	B1086	{8814809}		{'mdp.39015063942703'}		The rebel queen a novel	
Charrington Charles	B1490	{3166205}		{'nyp.33433074810676'}		A sturdy beggar a novel	
Collins Wilkie	B2044	{4380498}		{'inu.30000007708815'}		The moonstone A novel	
Wood Ellen	B8884	{9451217, 4360492, 8733965, 4837207}		{'njp.32101068574324'}		Verners pride  a novel	
Curwood James Oliver	B1958	{3219980}		{'uc1.b4097817'}		The flaming forest  a novel of	
White Eliza Orne	B8660	{3163828}		{'nyp.33433076061971'}		The coming of Theodora a novel	
Atherton Gertrude Franklin Horn	B21	{3161089, 6794262}		{'mdp.39015018048069'}	{'American fiction'}	Patience Sparhawk and her times a novel	
ODonoghue Power Mrs	B6270	{9154977}		{'njp.32101066105501', 'njp.32101066105519'}		The knave of clubs  a novel	
Broughton Rhoda	B1222	{6239872, 3170836, 8840956}		{'uva.x001132252'}		Dear Faustina A novel	
Austen Jane	B78	{6154538, 8691846}	{'Autobiography', 'Bibliographies'}	{'nyp.33433074920517'}	{'1775-1817', 'Austen, Jane', '19th century', 'Sisters', 'Correspondence', 'Young women', 'English literature', 'English fiction', 'Social life and customs'}	Sense and sensibility  a novel	
Maurice Frederick Denison	B5216	{5231189}		{'hvd.hn1qjy', 'hvd.hn1qjz'}		Eustace Conway or The brother and sister  a novel	
Norris W E William Edward	B6193	{8816484}		{'wu.89099764771'}		Mademoiselle de Mersac A novel	
Jolly Emily	B4282	{8613249}		{'nyp.33433074865548'}		Safely married A novel	
Francis M E	B2936	{6808352, 6811513, 8866919}		{'uva.x030804037'}		Fianders widow a novel	
Marshall Bruce	B5568	{3226943}		{'uc1.$b242702'}		The stooping Venus  a novel	
Lane Elinor Macartney	B5151	{9029707, 6805830}		{'nyp.33433076070089'}		Nancy Stair  a novel	
Vance Louis Joseph	B8372	{3201537}		{'nyp.33433076041361'}		Joan Thursday  a novel	
Le Fanu Joseph Sheridan	B4915	{9185335}		{'uc1.b3579175', 'uc1.b3579176', 'uc1.b3579177'}		The Wyvern mystery  a novel	
Jenkin C Camilla	B4290	{9453257}		{'nyp.33433074867163'}		Once and again  a novel	
Hichens Robert Robert Smythe	B4161	{9074777, 6846798}		{'coo.31924064995487', 'coo.31924013625797'}		The fruitful vine a novel	
Hort Alfred Mrs	B3718	{9437081}		{'nyp.33433074872262', 'nyp.33433074872270'}		Hena or Life in Tahiti a novel	
Curtiss Philip	B1505	{3212013}		{'nyp.33433074846407'}		Craters gold  a novel	
Yates Edmund Hodgson	B9059	{9433186}		{'nyp.33433075873616'}		Going to the bad A novel	
Allardyce Alexander	B237	{8595958}		{'nyp.33433074919618'}		The city of sunshine  a novel	
Braddon M E Mary Elizabeth	B1157	{8525567}		{'coo.31924013523067'}		Lost for love a novel	
Meredith George	B5893	{5309345, 6753169}	{'Bibliographies'}	{'mdp.49015002138023', 'njp.32101068584588'}		Evan Harrington  a novel	
Payn James	B6519	{3156846}		{'nyp.33433075749568'}		In Market Overt A novel	
Payn James	B6625	{9448284}		{'uc1.b3327527'}		Married beneath him  a novel	
Maxwell W B William Babington	B5997	{9069208, 6799347, 9460231}		{'nyp.33433074892658'}		The rest cure  a novel	
Le Fanu Joseph Sheridan	B5085	{9426864, 4855285}		{'nyp.33433074877907'}		Guy Deverell  a novel	
Fletcher Miriam	B2731	{8640633}		{'nyp.33433074797667', 'nyp.33433074797659'}		The Methodist or Incidents and characters from life in the Baltimore conference A novel	
Willis Nathaniel Parker	B8693	{8707666}		{'uc1.$b799871'}		Paul Fane or Parts of a life else untold  A novel	
Kingsley Henry	B4568	{8666996}		{'nyp.33433074877204', 'nyp.33433074877196'}		Mademoiselle Mathilde A novel	
Gunter Archibald Clavering	B3155	{8804055}		{'nyp.33433076088214'}		Baron Montez of Panama and Paris a novel	
Mallock W H William Hurrell	B6067	{9434037}		{'umn.31951p00996593n'}		An immortal soul a novel	
King Basil	B4644	{6844939}		{'wu.89100335819'}		The street called Straight a novel	
Wallace Ellen	B8930	{8631809, 5004234}		{'nyp.33433075755367'}		Beyminstre a novel	
Masefield John	B5341	{2452060}		{'miua.0633020.0001.001'}		The midnight folk a novel	
Macaulay Rose Dame	B5365	{6821759}		{'njp.32101068574498'}		Abbots Verney  a novel	
Dowson Ernest Christopher	B2463	{8923728, 3152938}		{'inu.32000005295938'}		A comedy of masks  a novel	
Jókai Mór	B4269	{8856329}		{'nyp.33433074389531'}	{'History', '1699-1848'}	The nameless castle  a novel	
Huntington Jedediah Vincent	B3595	{4416379, 8406358}		{'mdp.39015070201523'}		Lady Alice or The new Una A novel	
Haggard H Rider Henry Rider	B4010	{3147242}		{'nyp.33433074849393'}		Joan Haste a novel	
Mikszáth Kálmán	B6003	{8996439}		{'mdp.39015065135488'}		St Peters umbrella a novel	
Moore Frank Frankfort	B5503	{8984101}		{'nyp.33433074904966'}	{'1751-1816', 'Sheridan, Richard Brinsley'}	A nest of linnets  a novel	
Lawrence George A George Alfred	B5108	{8463467}		{'nyp.33433074872817'}		Sword and gown A novel	
Tolstoy Leo graf	B8304	{3224978}		{'mdp.39015056165874'}		Anna Karenina  a novel in eigh	
Griggs Sutton E  Sutton Elbert	B3428	{6869575}		{'mdp.39015076831745'}		Overshadowed  a novel	
Wood Ellen	B8941	{8665899}		{'nyp.33433034411045'}		A lifes secret A novel	
Tarkington Booth	B8272	{9507773}		{'nyp.33433076091655'}		The turmoil  a novel	
Black William	B1188	{8627177}		{'mdp.39015063761178', 'mdp.39015063761194', 'mdp.39015063761186'}		Macleod of Dare  a novel	
Powell Anthony	B6819	{9429098}		{'mdp.39015005162584'}		The kindly ones a novel	
Beresford Hope A J B Alexander James Beresford	B523	{8545534}		{'njp.32101067708352'}		Strictly tied up  a novel	
Boone Henry Burnham	B1066	{8874896}		{'uva.x001181165'}	{'Plantation owners', 'Virginia', 'Plantation life'}	Eastover Court House  a novel	
Daniel	B2389	{9457474, 4932803, 4846155}		{'uiuo.ark+=13960=t6251zv5c', 'uiuo.ark+=13960=t4qj7s111', 'uiuo.ark+=13960=t6931637v'}		Reaping the whirlwind A novel	
Alexander Mrs	B215	{8817059}	{'Dime novels'}	{'nyp.33433074849302'}		Found wanting A novel	
Howells William Dean	B3517	{8901208}	{'Bibliographies'}	{'mdp.39015013008589'}		The son of Royal Langbrith  a novel	
Hume Fergus	B3683	{9006588, 3188231}		{'nyp.33433074861919'}		Lady Jim of Curzen street a novel	
Houstoun Matilda Charlotte Mrs	B3808	{8665442}		{'uc1.b3123856', 'uc1.b3123855', 'uc1.b3123854'}		Sink or swim  a novel	
Erskine John	B2595	{3238174}		{'uc1.b3687470'}		Uncle Sam in the eyes of his family  a novel	
Hawthorne Julian	B3594	{8968828}		{'mdp.39015070192136'}		Sebastian Strome A novel	
Fraser Hugh Mrs	B2800	{6805169, 8874847}		{'nyp.33433076091259'}		A little grey sheep  a novel	
Alexander Mrs	B62	{9435822}		{'nyp.33433034410898'}	{'English fiction'}	Which shall it be A novel	
Collins Mortimer	B1449	{9427216, 4860853}		{'njp.32101066457449'}		Who is the heir A novel	
Hood Stuart	B4102	{8666945}		{'mdp.39015016948328'}		The brutal heart  a novel	
Ewart Wilfrid	B2647	{3221483, 2452772}		{'mdp.39015011432187'}		Way of revelation a novel of f	
Laffan De Courcy Mrs	B4804	{8543808}	{'Dime novels'}	{'nyp.33433074873211'}	{'Foundlings'}	Aunt Hepsys foundling  a novel	
Deland Margaret Wade Campbell	B2485	{3225043}		{'mdp.39015016442835'}		The vehement flame a novel	
Walpole Hugh Sir	B8878	{2490923, 3223979}		{'uc1.32106011861538'}		Rogue Herries a novel	
Scargill William Pitt	B7608	{5159072, 4687009}		{'uc1.b3327357', 'uc1.b3327358', 'uc1.b3327356'}		Truckleborough hall a novel	
Ward Wilfrid Mrs	B8959	{3198399}		{'mdp.39015063973252'}		Horace Blake a novel	
Miss Pardoe Julia	B5610	{6141125}		{'uc1.b3325386', 'uc1.b3325385'}		Speculation  a novel	
Hughes William	B3624	{4975855}		{'njp.32101068171188', 'njp.32101068171196', 'njp.32101068171204'}		The three students of Grays inn a novel	
Aïdé Hamilton	B253	{8536618}		{'wu.89098526254'}		Poet and peer  a novel	
Le Fanu Joseph Sheridan	B4797	{4365305, 9432589}		{'nyp.33433074861273'}	{'Irish fiction'}	Wylders hand A novel	
